 # Polarisation optical depth (Siebenmorgen 2023, A&A 670A,115; SC 2023 doi: 10.48550/arXiv.2311.03310)
 # wel         sigp_aC     sigp_Si      sigp_dark    sigt
 #----------------------------------------------------------------------------------------
   1.000E+00   9.744E-04   5.430E-04   0.000E+00   8.137E-06
   9.000E-01   1.141E-03   6.411E-04   0.000E+00   9.489E-06
   8.000E-01   1.363E-03   7.723E-04   0.000E+00   1.128E-05
   7.000E-01   1.670E-03   9.541E-04   0.000E+00   1.371E-05
   6.000E-01   2.113E-03   1.219E-03   0.000E+00   1.722E-05
   5.500E-01   2.415E-03   1.401E-03   0.000E+00   1.959E-05
   5.000E-01   2.798E-03   1.631E-03   0.000E+00   2.257E-05
   4.500E-01   3.296E-03   1.931E-03   0.000E+00   2.643E-05
   4.000E-01   3.961E-03   2.333E-03   0.000E+00   3.152E-05
   3.500E-01   4.887E-03   2.893E-03   0.000E+00   3.858E-05
   3.000E-01   6.241E-03   3.711E-03   0.000E+00   4.870E-05
   2.500E-01   8.358E-03   4.986E-03   0.000E+00   6.438E-05
   2.098E-01   1.110E-02   6.629E-03   0.000E+00   8.437E-05
   1.500E-01   1.931E-02   1.147E-02   0.000E+00   1.425E-04
   1.382E-01   2.214E-02   1.312E-02   0.000E+00   1.624E-04
   1.320E-01   2.392E-02   1.414E-02   0.000E+00   1.746E-04
   1.150E-01   3.021E-02   1.775E-02   0.000E+00   2.178E-04
   1.000E-01   3.842E-02   2.232E-02   0.000E+00   2.730E-04
   9.970E-02   3.863E-02   2.244E-02   0.000E+00   2.743E-04
   8.670E-02   4.864E-02   2.830E-02   0.000E+00   3.419E-04
   8.500E-02   5.038E-02   2.925E-02   0.000E+00   3.537E-04
   7.500E-02   6.393E-02   3.599E-02   0.000E+00   4.418E-04
   6.000E-02   9.402E-02   5.206E-02   0.000E+00   6.308E-04
   5.500E-02   1.089E-01   5.842E-02   0.000E+00   7.275E-04
   5.000E-02   1.297E-01   7.262E-02   0.000E+00   8.653E-04
   4.500E-02   1.598E-01   9.647E-02   0.000E+00   1.063E-03
   4.000E-02   2.054E-01   1.294E-01   0.000E+00   1.344E-03
   3.500E-02   2.575E-01   1.975E-01   0.000E+00   1.689E-03
   3.000E-02   3.638E-01   3.085E-01   0.000E+00   2.350E-03
   2.750E-02   4.343E-01   3.882E-01   0.000E+00   2.774E-03
   2.500E-02   5.233E-01   4.938E-01   0.000E+00   3.347E-03
   2.400E-02   5.748E-01   5.461E-01   0.000E+00   3.617E-03
   2.000E-02   8.423E-01   8.419E-01   0.000E+00   5.174E-03
   1.800E-02   1.051E+00   1.035E+00   0.000E+00   6.376E-03
   1.600E-02   1.400E+00   1.273E+00   0.000E+00   8.067E-03
   1.500E-02   1.671E+00   1.418E+00   0.000E+00   9.184E-03
   1.400E-02   1.901E+00   1.579E+00   0.000E+00   1.028E-02
   1.200E-02   2.913E+00   1.975E+00   0.000E+00   1.396E-02
   1.000E-02   4.434E+00   2.540E+00   0.000E+00   1.938E-02
   9.000E-03   5.921E+00   2.854E+00   0.000E+00   2.380E-02
   8.000E-03   7.810E+00   3.286E+00   0.000E+00   2.882E-02
   7.500E-03   9.155E+00   3.623E+00   0.000E+00   3.285E-02
   7.000E-03   1.102E+01   4.038E+00   0.000E+00   3.746E-02
   6.000E-03   1.565E+01   5.110E+00   0.000E+00   4.989E-02
   5.000E-03   2.174E+01   7.087E+00   0.000E+00   6.949E-02
   4.500E-03   2.615E+01   8.464E+00   0.000E+00   8.482E-02
   4.000E-03   3.012E+01   1.000E+01   0.000E+00   1.046E-01
   3.500E-03   3.510E+01   1.158E+01   0.000E+00   1.329E-01
   3.000E-03   4.088E+01   1.277E+01   0.000E+00   1.747E-01
   2.750E-03   4.315E+01   1.308E+01   0.000E+00   2.014E-01
   2.500E-03   4.458E+01   1.322E+01   0.000E+00   2.330E-01
   2.400E-03   4.553E+01   1.323E+01   0.000E+00   2.473E-01
   2.350E-03   4.609E+01   1.325E+01   0.000E+00   2.550E-01
   2.320E-03   4.634E+01   1.326E+01   0.000E+00   2.596E-01
   2.310E-03   4.643E+01   1.327E+01   0.000E+00   2.611E-01
