 # Optical depth (Siebenmorgen 2023, A&A 670A,115; SC 2023 doi: 10.48550/arXiv.2311.03310)
 # wel(cm) sa_aC    ss_aC    sa_Si    ss_Si    sa_vgr   ss_vgr   sa_vsi   ss_vsi   s_pahS+B sa_Dark  ss_Dark sigt 
 # ------------------------------------------------------------------------------------------------------------- 
1.150E-01 1.01E-05 1.77E-12 1.28E-05 4.51E-13 5.69E-07 4.37E-19 3.13E-06 8.93E-19 1.10E-09 1.91E-04 9.84E-09 2.178E-04
1.000E-01 1.29E-05 3.10E-12 1.61E-05 7.89E-13 7.47E-07 7.65E-19 3.91E-06 1.56E-18 1.46E-09 2.39E-04 1.72E-08 2.730E-04
9.970E-02 1.29E-05 3.14E-12 1.62E-05 7.99E-13 7.51E-07 7.74E-19 3.93E-06 1.58E-18 1.47E-09 2.41E-04 1.74E-08 2.743E-04
8.670E-02 1.63E-05 5.49E-12 2.04E-05 1.40E-12 9.93E-07 1.35E-18 4.94E-06 2.76E-18 1.94E-09 2.99E-04 3.03E-08 3.419E-04
8.500E-02 1.69E-05 5.94E-12 2.11E-05 1.51E-12 1.03E-06 1.47E-18 5.10E-06 2.99E-18 2.02E-09 3.10E-04 3.28E-08 3.537E-04
7.500E-02 2.14E-05 9.80E-12 2.59E-05 2.50E-12 1.31E-06 2.42E-18 6.22E-06 4.93E-18 2.59E-09 3.87E-04 5.41E-08 4.418E-04
6.000E-02 3.15E-05 2.39E-11 3.74E-05 6.13E-12 2.02E-06 5.90E-18 9.03E-06 1.20E-17 4.05E-09 5.51E-04 1.31E-07 6.308E-04
5.500E-02 3.65E-05 3.39E-11 4.19E-05 8.72E-12 2.38E-06 8.35E-18 1.05E-05 1.71E-17 4.82E-09 6.36E-04 1.86E-07 7.275E-04
5.000E-02 4.35E-05 4.97E-11 5.19E-05 1.29E-11 2.84E-06 1.22E-17 1.25E-05 2.50E-17 5.83E-09 7.54E-04 2.72E-07 8.653E-04
4.500E-02 5.36E-05 7.58E-11 6.87E-05 1.97E-11 3.46E-06 1.86E-17 1.53E-05 3.81E-17 7.20E-09 9.22E-04 4.15E-07 1.063E-03
4.000E-02 6.88E-05 1.22E-10 9.17E-05 3.19E-11 4.31E-06 2.99E-17 1.94E-05 6.11E-17 9.11E-09 1.16E-03 6.63E-07 1.344E-03
3.500E-02 8.63E-05 2.07E-10 1.40E-04 5.49E-11 5.53E-06 5.09E-17 2.56E-05 1.04E-16 1.19E-08 1.43E-03 1.13E-06 1.689E-03
3.000E-02 1.22E-04 3.86E-10 2.18E-04 1.02E-10 7.37E-06 9.44E-17 3.60E-05 1.94E-16 1.62E-08 1.97E-03 2.09E-06 2.350E-03
2.750E-02 1.45E-04 5.47E-10 2.74E-04 1.45E-10 8.69E-06 1.34E-16 4.39E-05 2.75E-16 1.93E-08 2.30E-03 2.95E-06 2.774E-03
2.500E-02 1.75E-04 8.03E-10 3.49E-04 2.12E-10 1.04E-05 1.96E-16 5.51E-05 4.02E-16 2.34E-08 2.75E-03 4.31E-06 3.347E-03
2.400E-02 1.92E-04 9.45E-10 3.86E-04 2.49E-10 1.12E-05 2.31E-16 6.01E-05 4.74E-16 2.53E-08 2.96E-03 5.06E-06 3.617E-03
2.000E-02 2.81E-04 1.97E-09 6.01E-04 5.09E-10 1.59E-05 4.79E-16 8.71E-05 9.82E-16 3.65E-08 4.18E-03 1.05E-05 5.174E-03
1.800E-02 3.50E-04 3.03E-09 7.46E-04 7.63E-10 1.95E-05 7.30E-16 1.08E-04 1.50E-15 4.51E-08 5.14E-03 1.59E-05 6.376E-03
1.600E-02 4.65E-04 4.89E-09 9.28E-04 1.20E-09 2.47E-05 1.17E-15 1.38E-04 2.40E-15 5.72E-08 6.49E-03 2.54E-05 8.067E-03
1.500E-02 5.54E-04 6.36E-09 1.04E-03 1.53E-09 2.82E-05 1.52E-15 1.56E-04 3.11E-15 6.51E-08 7.37E-03 3.27E-05 9.184E-03
1.400E-02 6.30E-04 8.39E-09 1.17E-03 1.99E-09 3.25E-05 2.00E-15 1.81E-04 4.10E-15 7.48E-08 8.23E-03 4.30E-05 1.028E-02
1.200E-02 9.62E-04 1.57E-08 1.49E-03 3.57E-09 4.52E-05 3.73E-15 2.48E-04 7.59E-15 1.02E-07 1.11E-02 7.85E-05 1.396E-02
1.000E-02 1.46E-03 3.30E-08 1.96E-03 7.07E-09 6.84E-05 7.79E-15 3.62E-04 1.58E-14 1.47E-07 1.54E-02 1.61E-04 1.938E-02
9.000E-03 1.94E-03 5.09E-08 2.24E-03 1.05E-08 8.79E-05 1.19E-14 4.51E-04 2.41E-14 1.82E-07 1.88E-02 2.43E-04 2.380E-02
8.000E-03 2.58E-03 8.03E-08 2.60E-03 1.66E-08 1.18E-04 1.93E-14 5.79E-04 3.86E-14 2.32E-07 2.26E-02 3.82E-04 2.882E-02
7.500E-03 3.02E-03 1.05E-07 2.88E-03 2.14E-08 1.39E-04 2.51E-14 6.64E-04 5.00E-14 2.65E-07 2.57E-02 4.95E-04 3.285E-02
7.000E-03 3.64E-03 1.38E-07 3.23E-03 2.80E-08 1.66E-04 3.33E-14 7.70E-04 6.59E-14 3.05E-07 2.90E-02 6.44E-04 3.746E-02
6.000E-03 5.23E-03 2.50E-07 4.14E-03 5.10E-08 2.56E-04 6.26E-14 1.07E-03 1.22E-13 4.19E-07 3.80E-02 1.17E-03 4.989E-02
5.000E-03 7.46E-03 4.89E-07 5.88E-03 1.04E-07 4.49E-04 1.33E-13 1.58E-03 2.52E-13 6.14E-07 5.17E-02 2.37E-03 6.949E-02
4.500E-03 9.19E-03 7.10E-07 7.19E-03 1.55E-07 6.36E-04 2.05E-13 1.97E-03 3.81E-13 7.69E-07 6.23E-02 3.54E-03 8.482E-02
4.000E-03 1.09E-02 1.06E-06 8.97E-03 2.32E-07 9.31E-04 3.27E-13 2.52E-03 6.05E-13 9.95E-07 7.57E-02 5.52E-03 1.046E-01
3.500E-03 1.32E-02 1.67E-06 1.11E-02 3.67E-07 1.29E-03 5.22E-13 3.28E-03 1.02E-12 1.35E-06 9.50E-02 9.12E-03 1.329E-01
3.000E-03 1.63E-02 2.76E-06 1.36E-02 5.89E-07 1.37E-03 8.17E-13 4.49E-03 1.86E-12 2.00E-06 1.23E-01 1.58E-02 1.747E-01
2.750E-03 1.79E-02 3.62E-06 1.49E-02 7.59E-07 1.18E-03 1.05E-12 5.39E-03 2.59E-12 2.63E-06 1.41E-01 2.10E-02 2.014E-01
2.500E-03 1.93E-02 4.83E-06 1.63E-02 9.94E-07 9.27E-04 1.45E-12 6.62E-03 3.73E-12 4.11E-06 1.62E-01 2.81E-02 2.330E-01
2.400E-03 2.00E-02 5.51E-06 1.69E-02 1.12E-06 8.31E-04 1.68E-12 7.21E-03 4.33E-12 5.54E-06 1.71E-01 3.15E-02 2.473E-01
2.350E-03 2.04E-02 5.89E-06 1.72E-02 1.18E-06 7.86E-04 1.82E-12 7.55E-03 4.68E-12 6.45E-06 1.76E-01 3.33E-02 2.550E-01
2.320E-03 2.07E-02 6.13E-06 1.74E-02 1.23E-06 7.60E-04 1.91E-12 7.76E-03 4.90E-12 6.90E-06 1.79E-01 3.44E-02 2.596E-01
2.310E-03 2.08E-02 6.21E-06 1.75E-02 1.24E-06 7.51E-04 1.94E-12 7.82E-03 4.98E-12 7.02E-06 1.79E-01 3.48E-02 2.611E-01
2.300E-03 2.09E-02 6.30E-06 1.76E-02 1.26E-06 7.43E-04 1.98E-12 7.89E-03 5.06E-12 7.12E-06 1.80E-01 3.52E-02 2.626E-01
2.250E-03 2.12E-02 6.72E-06 1.80E-02 1.34E-06 7.03E-04 2.15E-12 8.30E-03 5.50E-12 7.42E-06 1.85E-01 3.71E-02 2.707E-01
2.200E-03 2.15E-02 7.20E-06 1.84E-02 1.43E-06 6.65E-04 2.35E-12 8.75E-03 5.95E-12 7.78E-06 1.90E-01 3.90E-02 2.787E-01
2.150E-03 2.20E-02 7.74E-06 1.89E-02 1.52E-06 6.31E-04 2.58E-12 9.19E-03 6.43E-12 8.47E-06 1.95E-01 4.09E-02 2.867E-01
2.120E-03 2.23E-02 8.08E-06 1.92E-02 1.57E-06 6.11E-04 2.72E-12 9.48E-03 6.74E-12 8.81E-06 1.98E-01 4.21E-02 2.916E-01
2.110E-03 2.23E-02 8.19E-06 1.92E-02 1.59E-06 6.05E-04 2.78E-12 9.58E-03 6.85E-12 8.87E-06 1.99E-01 4.24E-02 2.932E-01
2.100E-03 2.24E-02 8.30E-06 1.93E-02 1.60E-06 5.99E-04 2.83E-12 9.69E-03 6.96E-12 8.90E-06 2.00E-01 4.28E-02 2.948E-01
2.080E-03 2.25E-02 8.51E-06 1.95E-02 1.64E-06 5.87E-04 2.94E-12 9.90E-03 7.18E-12 8.85E-06 2.02E-01 4.34E-02 2.975E-01
2.000E-03 2.28E-02 9.61E-06 2.01E-02 1.77E-06 5.44E-04 3.44E-12 1.09E-02 8.16E-12 8.55E-06 2.09E-01 4.64E-02 3.094E-01
1.950E-03 2.32E-02 1.04E-05 2.04E-02 1.83E-06 5.21E-04 3.82E-12 1.15E-02 8.64E-12 9.19E-06 2.12E-01 4.75E-02 3.150E-01
1.900E-03 2.37E-02 1.14E-05 2.05E-02 1.88E-06 5.00E-04 4.24E-12 1.20E-02 9.04E-12 1.09E-05 2.14E-01 4.84E-02 3.191E-01
1.850E-03 2.42E-02 1.24E-05 2.04E-02 1.90E-06 4.82E-04 4.73E-12 1.22E-02 9.28E-12 1.38E-05 2.14E-01 4.90E-02 3.205E-01
1.830E-03 2.44E-02 1.29E-05 2.02E-02 1.90E-06 4.75E-04 4.94E-12 1.23E-02 9.33E-12 1.48E-05 2.14E-01 4.91E-02 3.203E-01
1.820E-03 2.45E-02 1.31E-05 2.02E-02 1.90E-06 4.72E-04 5.05E-12 1.23E-02 9.35E-12 1.52E-05 2.13E-01 4.91E-02 3.200E-01
1.810E-03 2.46E-02 1.33E-05 2.00E-02 1.90E-06 4.68E-04 5.17E-12 1.22E-02 9.37E-12 1.54E-05 2.13E-01 4.92E-02 3.196E-01
1.800E-03 2.47E-02 1.36E-05 1.99E-02 1.90E-06 4.65E-04 5.29E-12 1.22E-02 9.39E-12 1.55E-05 2.13E-01 4.94E-02 3.193E-01
1.750E-03 2.53E-02 1.49E-05 1.91E-02 1.85E-06 4.52E-04 5.93E-12 1.19E-02 9.44E-12 1.59E-05 2.10E-01 5.00E-02 3.163E-01
1.700E-03 2.56E-02 1.63E-05 1.77E-02 1.77E-06 4.41E-04 6.68E-12 1.13E-02 9.51E-12 1.92E-05 2.05E-01 5.11E-02 3.113E-01
1.670E-03 2.60E-02 1.73E-05 1.66E-02 1.72E-06 4.36E-04 7.18E-12 1.09E-02 9.62E-12 2.25E-05 2.03E-01 5.23E-02 3.091E-01
1.650E-03 2.63E-02 1.81E-05 1.57E-02 1.69E-06 4.33E-04 7.54E-12 1.06E-02 9.73E-12 2.36E-05 2.01E-01 5.32E-02 3.077E-01
1.640E-03 2.64E-02 1.84E-05 1.52E-02 1.68E-06 4.32E-04 7.73E-12 1.04E-02 9.79E-12 2.36E-05 2.01E-01 5.36E-02 3.068E-01
1.630E-03 2.66E-02 1.88E-05 1.48E-02 1.67E-06 4.30E-04 7.93E-12 1.02E-02 9.86E-12 2.32E-05 2.00E-01 5.41E-02 3.059E-01
1.610E-03 2.69E-02 1.96E-05 1.37E-02 1.67E-06 4.28E-04 8.34E-12 9.88E-03 1.01E-11 2.18E-05 1.98E-01 5.54E-02 3.046E-01
1.600E-03 2.70E-02 2.00E-05 1.32E-02 1.67E-06 4.27E-04 8.55E-12 9.70E-03 1.03E-11 2.12E-05 1.98E-01 5.61E-02 3.041E-01
1.590E-03 2.71E-02 2.04E-05 1.27E-02 1.69E-06 4.26E-04 8.77E-12 9.52E-03 1.04E-11 2.07E-05 1.97E-01 5.68E-02 3.035E-01
1.580E-03 2.73E-02 2.08E-05 1.21E-02 1.71E-06 4.26E-04 9.00E-12 9.35E-03 1.06E-11 2.04E-05 1.96E-01 5.76E-02 3.032E-01
1.570E-03 2.74E-02 2.12E-05 1.16E-02 1.74E-06 4.25E-04 9.24E-12 9.18E-03 1.08E-11 2.02E-05 1.96E-01 5.85E-02 3.027E-01
1.560E-03 2.75E-02 2.17E-05 1.11E-02 1.79E-06 4.24E-04 9.48E-12 9.01E-03 1.10E-11 1.98E-05 1.95E-01 5.95E-02 3.027E-01
1.540E-03 2.79E-02 2.26E-05 1.01E-02 1.92E-06 4.24E-04 9.99E-12 8.68E-03 1.15E-11 1.94E-05 1.95E-01 6.15E-02 3.032E-01
1.520E-03 2.82E-02 2.34E-05 9.43E-03 2.10E-06 4.23E-04 1.05E-11 8.36E-03 1.22E-11 2.04E-05 1.94E-01 6.37E-02 3.038E-01
1.510E-03 2.83E-02 2.39E-05 9.17E-03 2.21E-06 4.23E-04 1.08E-11 8.20E-03 1.25E-11 2.11E-05 1.93E-01 6.50E-02 3.044E-01
1.500E-03 2.83E-02 2.43E-05 8.96E-03 2.33E-06 4.23E-04 1.11E-11 8.06E-03 1.29E-11 2.12E-05 1.93E-01 6.63E-02 3.051E-01
1.450E-03 2.88E-02 2.72E-05 8.54E-03 3.03E-06 4.26E-04 1.28E-11 7.42E-03 1.56E-11 2.66E-05 1.94E-01 7.53E-02 3.147E-01
1.440E-03 2.89E-02 2.78E-05 8.54E-03 3.18E-06 4.27E-04 1.31E-11 7.32E-03 1.63E-11 2.92E-05 1.95E-01 7.74E-02 3.175E-01
1.430E-03 2.91E-02 2.85E-05 8.53E-03 3.33E-06 4.28E-04 1.35E-11 7.29E-03 1.72E-11 3.15E-05 1.96E-01 7.98E-02 3.214E-01
1.420E-03 2.92E-02 2.91E-05 8.52E-03 3.49E-06 4.29E-04 1.39E-11 7.26E-03 1.81E-11 3.27E-05 1.98E-01 8.23E-02 3.253E-01
1.400E-03 2.95E-02 3.05E-05 8.53E-03 3.83E-06 4.31E-04 1.47E-11 7.32E-03 2.01E-11 3.56E-05 2.01E-01 8.75E-02 3.349E-01
1.380E-03 2.98E-02 3.20E-05 8.54E-03 4.19E-06 4.34E-04 1.56E-11 7.52E-03 2.24E-11 4.45E-05 2.06E-01 9.28E-02 3.457E-01
1.370E-03 3.00E-02 3.27E-05 8.55E-03 4.39E-06 4.36E-04 1.61E-11 7.73E-03 2.37E-11 5.26E-05 2.10E-01 9.53E-02 3.516E-01
1.360E-03 3.01E-02 3.36E-05 8.56E-03 4.60E-06 4.38E-04 1.66E-11 7.96E-03 2.50E-11 6.06E-05 2.13E-01 9.77E-02 3.578E-01
1.350E-03 3.03E-02 3.44E-05 8.59E-03 4.82E-06 4.39E-04 1.71E-11 8.19E-03 2.64E-11 6.47E-05 2.16E-01 1.00E-01 3.639E-01
1.340E-03 3.06E-02 3.53E-05 8.62E-03 5.05E-06 4.42E-04 1.76E-11 8.47E-03 2.78E-11 7.01E-05 2.19E-01 1.02E-01 3.698E-01
1.330E-03 3.07E-02 3.61E-05 8.67E-03 5.30E-06 4.44E-04 1.81E-11 8.77E-03 2.92E-11 8.09E-05 2.23E-01 1.04E-01 3.754E-01
1.320E-03 3.10E-02 3.70E-05 8.73E-03 5.56E-06 4.46E-04 1.87E-11 9.07E-03 3.07E-11 9.94E-05 2.26E-01 1.06E-01 3.811E-01
1.310E-03 3.11E-02 3.78E-05 8.81E-03 5.85E-06 4.49E-04 1.93E-11 9.40E-03 3.23E-11 1.30E-04 2.29E-01 1.08E-01 3.864E-01
1.290E-03 3.13E-02 3.95E-05 9.02E-03 6.47E-06 4.54E-04 2.05E-11 1.01E-02 3.56E-11 2.65E-04 2.35E-01 1.11E-01 3.971E-01
1.280E-03 3.13E-02 4.05E-05 9.13E-03 6.80E-06 4.57E-04 2.12E-11 1.05E-02 3.73E-11 3.88E-04 2.38E-01 1.12E-01 4.025E-01
1.270E-03 3.15E-02 4.15E-05 9.20E-03 7.16E-06 4.60E-04 2.19E-11 1.09E-02 3.92E-11 4.69E-04 2.42E-01 1.14E-01 4.081E-01
1.260E-03 3.16E-02 4.26E-05 9.32E-03 7.59E-06 4.63E-04 2.26E-11 1.14E-02 4.11E-11 4.04E-04 2.45E-01 1.15E-01 4.131E-01
1.250E-03 3.17E-02 4.37E-05 9.52E-03 8.05E-06 4.66E-04 2.33E-11 1.18E-02 4.29E-11 2.99E-04 2.48E-01 1.16E-01 4.178E-01
1.220E-03 3.24E-02 4.76E-05 1.08E-02 9.96E-06 4.76E-04 2.57E-11 1.33E-02 4.92E-11 2.34E-04 2.57E-01 1.19E-01 4.335E-01
1.210E-03 3.25E-02 4.88E-05 1.18E-02 1.07E-05 4.80E-04 2.66E-11 1.38E-02 5.15E-11 2.69E-04 2.60E-01 1.20E-01 4.388E-01
1.200E-03 3.26E-02 5.01E-05 1.30E-02 1.15E-05 4.83E-04 2.75E-11 1.45E-02 5.39E-11 2.97E-04 2.63E-01 1.21E-01 4.444E-01
1.190E-03 3.29E-02 5.17E-05 1.44E-02 1.21E-05 4.87E-04 2.85E-11 1.51E-02 5.64E-11 2.97E-04 2.66E-01 1.21E-01 4.503E-01
1.180E-03 3.31E-02 5.31E-05 1.57E-02 1.27E-05 4.90E-04 2.95E-11 1.57E-02 5.88E-11 2.95E-04 2.68E-01 1.21E-01 4.552E-01
1.170E-03 3.33E-02 5.45E-05 1.70E-02 1.31E-05 4.94E-04 3.06E-11 1.64E-02 6.13E-11 3.28E-04 2.71E-01 1.22E-01 4.601E-01
1.160E-03 3.36E-02 5.60E-05 1.81E-02 1.35E-05 5.01E-04 3.18E-11 1.70E-02 6.38E-11 4.22E-04 2.73E-01 1.22E-01 4.645E-01
1.150E-03 3.38E-02 5.74E-05 1.91E-02 1.39E-05 7.03E-04 3.15E-11 1.76E-02 6.64E-11 6.14E-04 2.75E-01 1.22E-01 4.688E-01
1.140E-03 3.38E-02 5.88E-05 2.00E-02 1.42E-05 5.22E-04 3.35E-11 1.84E-02 6.93E-11 9.22E-04 2.77E-01 1.22E-01 4.729E-01
1.130E-03 3.39E-02 6.05E-05 2.07E-02 1.45E-05 5.22E-04 3.49E-11 1.91E-02 7.25E-11 1.12E-03 2.80E-01 1.22E-01 4.772E-01
1.120E-03 3.41E-02 6.22E-05 2.14E-02 1.49E-05 5.25E-04 3.62E-11 1.99E-02 7.56E-11 9.07E-04 2.82E-01 1.22E-01 4.807E-01
1.110E-03 3.42E-02 6.39E-05 2.21E-02 1.52E-05 5.29E-04 3.75E-11 2.07E-02 7.90E-11 5.77E-04 2.84E-01 1.22E-01 4.839E-01
1.090E-03 3.44E-02 6.78E-05 2.35E-02 1.59E-05 5.40E-04 4.04E-11 2.25E-02 8.58E-11 2.42E-04 2.87E-01 1.22E-01 4.902E-01
1.050E-03 3.52E-02 7.73E-05 2.59E-02 1.71E-05 5.65E-04 4.70E-11 2.72E-02 1.02E-10 8.26E-05 2.95E-01 1.19E-01 5.022E-01
1.000E-03 3.65E-02 9.12E-05 2.83E-02 1.81E-05 6.03E-04 5.72E-11 3.15E-02 1.09E-10 4.38E-05 2.92E-01 1.09E-01 4.988E-01
9.800E-04 3.71E-02 9.78E-05 2.88E-02 1.80E-05 6.20E-04 6.20E-11 3.30E-02 1.12E-10 3.87E-05 2.91E-01 1.06E-01 4.969E-01
9.600E-04 3.76E-02 1.05E-04 2.87E-02 1.76E-05 6.38E-04 6.73E-11 3.46E-02 1.13E-10 3.63E-05 2.88E-01 1.01E-01 4.910E-01
9.500E-04 3.81E-02 1.09E-04 2.83E-02 1.73E-05 6.48E-04 7.02E-11 3.49E-02 1.11E-10 3.59E-05 2.85E-01 9.79E-02 4.853E-01
9.400E-04 3.83E-02 1.12E-04 2.78E-02 1.69E-05 6.58E-04 7.33E-11 3.48E-02 1.06E-10 3.61E-05 2.81E-01 9.39E-02 4.767E-01
9.200E-04 3.89E-02 1.20E-04 2.65E-02 1.62E-05 6.79E-04 7.99E-11 3.24E-02 8.82E-11 3.84E-05 2.68E-01 8.52E-02 4.523E-01
8.900E-04 3.99E-02 1.34E-04 2.35E-02 1.52E-05 7.14E-04 9.12E-11 2.56E-02 5.65E-11 5.42E-05 2.45E-01 7.49E-02 4.101E-01
8.700E-04 4.02E-02 1.43E-04 2.12E-02 1.49E-05 7.40E-04 9.99E-11 2.13E-02 4.20E-11 1.15E-04 2.31E-01 7.19E-02 3.868E-01
8.600E-04 4.06E-02 1.49E-04 2.01E-02 1.49E-05 7.53E-04 1.05E-10 1.96E-02 3.70E-11 1.71E-04 2.26E-01 7.15E-02 3.787E-01
8.500E-04 4.08E-02 1.54E-04 1.90E-02 1.49E-05 7.67E-04 1.10E-10 1.81E-02 3.30E-11 1.24E-04 2.20E-01 7.13E-02 3.706E-01
8.400E-04 4.12E-02 1.61E-04 1.77E-02 1.49E-05 7.81E-04 1.15E-10 1.65E-02 2.89E-11 9.06E-05 2.15E-01 7.10E-02 3.624E-01
8.200E-04 4.16E-02 1.72E-04 1.48E-02 1.53E-05 8.12E-04 1.27E-10 1.27E-02 2.07E-11 9.24E-05 2.00E-01 7.11E-02 3.417E-01
8.000E-04 4.22E-02 1.86E-04 1.19E-02 1.69E-05 8.44E-04 1.40E-10 8.69E-03 1.60E-11 1.33E-04 1.85E-01 7.60E-02 3.252E-01
7.900E-04 4.26E-02 1.94E-04 1.08E-02 1.81E-05 8.61E-04 1.47E-10 7.31E-03 1.72E-11 1.64E-04 1.81E-01 8.15E-02 3.247E-01
7.800E-04 4.28E-02 2.01E-04 9.92E-03 1.96E-05 8.78E-04 1.54E-10 5.94E-03 1.95E-11 1.95E-04 1.76E-01 8.76E-02 3.241E-01
7.700E-04 4.29E-02 2.08E-04 9.16E-03 2.12E-05 8.96E-04 1.63E-10 4.89E-03 2.32E-11 2.10E-04 1.73E-01 9.49E-02 3.263E-01
7.600E-04 4.30E-02 2.17E-04 8.50E-03 2.30E-05 9.14E-04 1.71E-10 4.15E-03 2.83E-11 1.95E-04 1.71E-01 1.03E-01 3.313E-01
7.500E-04 4.31E-02 2.26E-04 7.91E-03 2.50E-05 9.33E-04 1.81E-10 3.48E-03 3.45E-11 1.63E-04 1.70E-01 1.12E-01 3.374E-01
7.300E-04 4.37E-02 2.48E-04 7.01E-03 2.96E-05 9.74E-04 2.01E-10 2.92E-03 4.92E-11 1.04E-04 1.72E-01 1.29E-01 3.554E-01
7.200E-04 4.38E-02 2.58E-04 6.72E-03 3.21E-05 9.96E-04 2.12E-10 2.82E-03 5.68E-11 8.81E-05 1.73E-01 1.36E-01 3.636E-01
7.100E-04 4.39E-02 2.70E-04 6.54E-03 3.48E-05 1.02E-03 2.25E-10 2.74E-03 6.54E-11 8.67E-05 1.74E-01 1.44E-01 3.728E-01
7.000E-04 4.44E-02 2.83E-04 6.37E-03 3.75E-05 1.04E-03 2.38E-10 2.71E-03 7.40E-11 1.18E-04 1.76E-01 1.51E-01 3.822E-01
6.900E-04 4.46E-02 2.94E-04 6.12E-03 4.03E-05 1.07E-03 2.52E-10 2.70E-03 8.34E-11 7.23E-05 1.77E-01 1.57E-01 3.896E-01
6.800E-04 4.40E-02 3.05E-04 5.79E-03 4.33E-05 1.09E-03 2.67E-10 2.70E-03 9.29E-11 5.81E-05 1.77E-01 1.65E-01 3.961E-01
6.600E-04 4.42E-02 3.44E-04 5.22E-03 5.04E-05 1.15E-03 3.00E-10 2.70E-03 1.14E-10 5.63E-05 1.81E-01 1.81E-01 4.152E-01
6.400E-04 4.55E-02 3.88E-04 4.52E-03 5.87E-05 1.20E-03 3.39E-10 2.69E-03 1.38E-10 8.19E-05 1.86E-01 1.94E-01 4.342E-01
6.300E-04 4.65E-02 4.10E-04 4.22E-03 6.38E-05 1.22E-03 3.62E-10 2.68E-03 1.52E-10 1.24E-04 1.88E-01 1.99E-01 4.424E-01
6.200E-04 4.67E-02 4.29E-04 4.15E-03 6.94E-05 1.27E-03 3.85E-10 2.67E-03 1.66E-10 1.65E-04 1.89E-01 2.05E-01 4.500E-01
6.100E-04 4.72E-02 4.54E-04 4.13E-03 7.47E-05 1.30E-03 4.11E-10 2.65E-03 1.82E-10 1.22E-04 1.91E-01 2.12E-01 4.584E-01
5.900E-04 4.92E-02 5.11E-04 3.39E-03 8.70E-05 1.37E-03 4.69E-10 2.61E-03 2.18E-10 6.07E-05 1.95E-01 2.23E-01 4.751E-01
5.500E-04 4.76E-02 6.14E-04 2.52E-03 1.22E-04 1.54E-03 6.19E-10 2.57E-03 3.12E-10 5.40E-05 1.94E-01 2.53E-01 5.019E-01
