 # Optical depth (Siebenmorgen 2023, A&A 670A,115; SC 2023 doi: 10.48550/arXiv.2311.03310)
 # wel(cm) sa_aC    ss_aC    sa_Si    ss_Si    sa_vgr   ss_vgr   sa_vsi   ss_vsi   s_pahS+B sa_Dark  ss_Dark sigt 
 # ------------------------------------------------------------------------------------------------------------- 
2.098E-01 2.88E-06 1.66E-13 5.44E-06 5.37E-14 1.10E-07 2.22E-20 5.01E-07 3.07E-20 1.13E-10 4.47E-05 4.73E-10 5.361E-05
1.500E-01 5.01E-06 6.35E-13 9.42E-06 2.06E-13 2.09E-07 8.48E-20 8.58E-07 1.17E-19 2.21E-10 7.52E-05 1.80E-09 9.071E-05
1.382E-01 5.74E-06 8.81E-13 1.08E-05 2.85E-13 2.47E-07 1.18E-19 9.84E-07 1.63E-19 2.60E-10 8.56E-05 2.50E-09 1.033E-04
1.320E-01 6.21E-06 1.06E-12 1.16E-05 3.43E-13 2.70E-07 1.41E-19 1.06E-06 1.96E-19 2.85E-10 9.20E-05 3.00E-09 1.112E-04
1.150E-01 7.84E-06 1.84E-12 1.46E-05 5.95E-13 3.54E-07 2.45E-19 1.32E-06 3.40E-19 3.76E-10 1.15E-04 5.20E-09 1.387E-04
1.000E-01 9.97E-06 3.21E-12 1.83E-05 1.04E-12 4.65E-07 4.29E-19 1.65E-06 5.94E-19 4.97E-10 1.43E-04 9.07E-09 1.739E-04
9.970E-02 1.00E-05 3.25E-12 1.84E-05 1.05E-12 4.68E-07 4.34E-19 1.66E-06 6.01E-19 5.00E-10 1.44E-04 9.18E-09 1.748E-04
8.670E-02 1.26E-05 5.68E-12 2.33E-05 1.84E-12 6.18E-07 7.60E-19 2.08E-06 1.05E-18 6.61E-10 1.79E-04 1.60E-08 2.180E-04
8.500E-02 1.31E-05 6.15E-12 2.40E-05 1.99E-12 6.43E-07 8.22E-19 2.15E-06 1.14E-18 6.88E-10 1.86E-04 1.73E-08 2.255E-04
7.500E-02 1.66E-05 1.02E-11 2.95E-05 3.29E-12 8.17E-07 1.36E-18 2.62E-06 1.88E-18 8.84E-10 2.32E-04 2.86E-08 2.815E-04
6.000E-02 2.44E-05 2.48E-11 4.26E-05 8.08E-12 1.26E-06 3.31E-18 3.81E-06 4.58E-18 1.38E-09 3.30E-04 6.94E-08 4.023E-04
5.500E-02 2.83E-05 3.51E-11 4.78E-05 1.15E-11 1.48E-06 4.69E-18 4.44E-06 6.49E-18 1.64E-09 3.81E-04 9.83E-08 4.632E-04
5.000E-02 3.37E-05 5.14E-11 5.92E-05 1.70E-11 1.76E-06 6.86E-18 5.29E-06 9.51E-18 1.99E-09 4.52E-04 1.44E-07 5.520E-04
4.500E-02 4.15E-05 7.85E-11 7.84E-05 2.60E-11 2.16E-06 1.05E-17 6.47E-06 1.45E-17 2.46E-09 5.52E-04 2.19E-07 6.808E-04
4.000E-02 5.33E-05 1.26E-10 1.05E-04 4.21E-11 2.69E-06 1.68E-17 8.17E-06 2.33E-17 3.11E-09 6.94E-04 3.50E-07 8.636E-04
3.500E-02 6.69E-05 2.15E-10 1.59E-04 7.24E-11 3.44E-06 2.86E-17 1.08E-05 3.97E-17 4.06E-09 8.57E-04 5.96E-07 1.098E-03
3.000E-02 9.44E-05 3.99E-10 2.48E-04 1.35E-10 4.59E-06 5.30E-17 1.52E-05 7.37E-17 5.53E-09 1.18E-03 1.10E-06 1.540E-03
2.750E-02 1.13E-04 5.66E-10 3.12E-04 1.91E-10 5.41E-06 7.50E-17 1.85E-05 1.05E-16 6.59E-09 1.38E-03 1.56E-06 1.826E-03
2.500E-02 1.36E-04 8.32E-10 3.98E-04 2.80E-10 6.46E-06 1.10E-16 2.32E-05 1.53E-16 7.98E-09 1.65E-03 2.28E-06 2.212E-03
2.400E-02 1.49E-04 9.79E-10 4.40E-04 3.29E-10 6.99E-06 1.29E-16 2.53E-05 1.80E-16 8.66E-09 1.77E-03 2.67E-06 2.396E-03
2.000E-02 2.18E-04 2.05E-09 6.86E-04 6.71E-10 9.89E-06 2.69E-16 3.67E-05 3.73E-16 1.25E-08 2.50E-03 5.52E-06 3.453E-03
1.800E-02 2.71E-04 3.14E-09 8.51E-04 1.01E-09 1.22E-05 4.10E-16 4.57E-05 5.69E-16 1.54E-08 3.07E-03 8.41E-06 4.257E-03
1.600E-02 3.60E-04 5.07E-09 1.06E-03 1.58E-09 1.54E-05 6.58E-16 5.82E-05 9.12E-16 1.96E-08 3.87E-03 1.34E-05 5.378E-03
1.500E-02 4.29E-04 6.59E-09 1.19E-03 2.02E-09 1.75E-05 8.53E-16 6.60E-05 1.18E-15 2.23E-08 4.40E-03 1.73E-05 6.118E-03
1.400E-02 4.88E-04 8.70E-09 1.33E-03 2.63E-09 2.02E-05 1.13E-15 7.62E-05 1.56E-15 2.56E-08 4.91E-03 2.27E-05 6.848E-03
1.200E-02 7.45E-04 1.63E-08 1.70E-03 4.70E-09 2.82E-05 2.09E-15 1.05E-04 2.89E-15 3.50E-08 6.64E-03 4.14E-05 9.258E-03
1.000E-02 1.13E-03 3.42E-08 2.24E-03 9.32E-09 4.26E-05 4.37E-15 1.53E-04 6.00E-15 5.06E-08 9.15E-03 8.51E-05 1.280E-02
9.000E-03 1.51E-03 5.28E-08 2.55E-03 1.38E-08 5.47E-05 6.70E-15 1.90E-04 9.15E-15 6.28E-08 1.12E-02 1.28E-04 1.564E-02
8.000E-03 2.00E-03 8.32E-08 2.97E-03 2.18E-08 7.32E-05 1.08E-14 2.44E-04 1.47E-14 8.00E-08 1.34E-02 2.02E-04 1.890E-02
7.500E-03 2.34E-03 1.09E-07 3.28E-03 2.82E-08 8.63E-05 1.41E-14 2.80E-04 1.90E-14 9.14E-08 1.52E-02 2.61E-04 2.149E-02
7.000E-03 2.82E-03 1.43E-07 3.68E-03 3.69E-08 1.04E-04 1.87E-14 3.25E-04 2.50E-14 1.05E-07 1.72E-02 3.40E-04 2.449E-02
6.000E-03 4.05E-03 2.59E-07 4.72E-03 6.73E-08 1.60E-04 3.52E-14 4.52E-04 4.64E-14 1.46E-07 2.25E-02 6.18E-04 3.253E-02
5.000E-03 5.78E-03 5.07E-07 6.71E-03 1.37E-07 2.80E-04 7.47E-14 6.66E-04 9.57E-14 2.16E-07 3.06E-02 1.25E-03 4.526E-02
4.500E-03 7.12E-03 7.36E-07 8.20E-03 2.04E-07 3.96E-04 1.15E-13 8.32E-04 1.45E-13 2.72E-07 3.68E-02 1.87E-03 5.517E-02
4.000E-03 8.47E-03 1.09E-06 1.02E-02 3.06E-07 5.79E-04 1.83E-13 1.06E-03 2.30E-13 3.56E-07 4.46E-02 2.91E-03 6.784E-02
3.500E-03 1.02E-02 1.73E-06 1.26E-02 4.83E-07 8.05E-04 2.93E-13 1.38E-03 3.87E-13 4.93E-07 5.58E-02 4.81E-03 8.567E-02
3.000E-03 1.26E-02 2.86E-06 1.55E-02 7.76E-07 8.50E-04 4.59E-13 1.89E-03 7.07E-13 7.59E-07 7.23E-02 8.34E-03 1.115E-01
2.750E-03 1.39E-02 3.75E-06 1.70E-02 1.00E-06 7.32E-04 5.91E-13 2.27E-03 9.86E-13 1.04E-06 8.28E-02 1.11E-02 1.278E-01
2.500E-03 1.50E-02 5.01E-06 1.86E-02 1.31E-06 5.77E-04 8.13E-13 2.79E-03 1.42E-12 1.76E-06 9.50E-02 1.49E-02 1.469E-01
2.400E-03 1.55E-02 5.71E-06 1.93E-02 1.47E-06 5.17E-04 9.43E-13 3.04E-03 1.65E-12 2.49E-06 1.01E-01 1.67E-02 1.556E-01
2.350E-03 1.59E-02 6.11E-06 1.96E-02 1.56E-06 4.89E-04 1.02E-12 3.19E-03 1.78E-12 2.96E-06 1.03E-01 1.77E-02 1.603E-01
2.320E-03 1.60E-02 6.36E-06 1.99E-02 1.62E-06 4.73E-04 1.07E-12 3.27E-03 1.86E-12 3.19E-06 1.05E-01 1.82E-02 1.631E-01
2.310E-03 1.61E-02 6.44E-06 2.00E-02 1.64E-06 4.68E-04 1.09E-12 3.30E-03 1.89E-12 3.25E-06 1.06E-01 1.84E-02 1.640E-01
2.300E-03 1.62E-02 6.53E-06 2.00E-02 1.66E-06 4.62E-04 1.11E-12 3.33E-03 1.92E-12 3.30E-06 1.06E-01 1.86E-02 1.650E-01
2.250E-03 1.64E-02 6.97E-06 2.05E-02 1.77E-06 4.37E-04 1.21E-12 3.50E-03 2.09E-12 3.44E-06 1.09E-01 1.97E-02 1.699E-01
2.200E-03 1.67E-02 7.47E-06 2.10E-02 1.88E-06 4.14E-04 1.32E-12 3.69E-03 2.26E-12 3.61E-06 1.12E-01 2.07E-02 1.749E-01
2.150E-03 1.70E-02 8.03E-06 2.15E-02 2.00E-06 3.93E-04 1.45E-12 3.88E-03 2.44E-12 3.95E-06 1.15E-01 2.18E-02 1.800E-01
2.120E-03 1.73E-02 8.38E-06 2.19E-02 2.07E-06 3.81E-04 1.53E-12 4.00E-03 2.56E-12 4.12E-06 1.17E-01 2.24E-02 1.830E-01
2.110E-03 1.73E-02 8.50E-06 2.20E-02 2.09E-06 3.77E-04 1.56E-12 4.04E-03 2.61E-12 4.14E-06 1.18E-01 2.26E-02 1.840E-01
2.100E-03 1.74E-02 8.61E-06 2.21E-02 2.11E-06 3.73E-04 1.59E-12 4.09E-03 2.65E-12 4.15E-06 1.18E-01 2.28E-02 1.850E-01
2.080E-03 1.75E-02 8.83E-06 2.22E-02 2.16E-06 3.65E-04 1.65E-12 4.18E-03 2.73E-12 4.12E-06 1.19E-01 2.31E-02 1.867E-01
2.000E-03 1.77E-02 9.97E-06 2.29E-02 2.33E-06 3.39E-04 1.93E-12 4.58E-03 3.10E-12 3.90E-06 1.24E-01 2.48E-02 1.942E-01
1.950E-03 1.80E-02 1.08E-05 2.33E-02 2.42E-06 3.24E-04 2.14E-12 4.84E-03 3.29E-12 4.21E-06 1.26E-01 2.54E-02 1.978E-01
1.900E-03 1.84E-02 1.18E-05 2.34E-02 2.48E-06 3.11E-04 2.38E-12 5.05E-03 3.44E-12 5.11E-06 1.27E-01 2.59E-02 2.005E-01
1.850E-03 1.87E-02 1.29E-05 2.32E-02 2.51E-06 3.00E-04 2.65E-12 5.16E-03 3.53E-12 6.62E-06 1.28E-01 2.62E-02 2.015E-01
1.830E-03 1.89E-02 1.34E-05 2.31E-02 2.51E-06 2.96E-04 2.77E-12 5.18E-03 3.55E-12 7.15E-06 1.28E-01 2.63E-02 2.014E-01
1.820E-03 1.90E-02 1.36E-05 2.30E-02 2.51E-06 2.94E-04 2.84E-12 5.18E-03 3.56E-12 7.33E-06 1.27E-01 2.63E-02 2.012E-01
1.810E-03 1.91E-02 1.38E-05 2.29E-02 2.50E-06 2.92E-04 2.90E-12 5.17E-03 3.56E-12 7.44E-06 1.27E-01 2.64E-02 2.009E-01
1.800E-03 1.92E-02 1.41E-05 2.28E-02 2.50E-06 2.90E-04 2.97E-12 5.15E-03 3.57E-12 7.49E-06 1.27E-01 2.65E-02 2.007E-01
1.750E-03 1.96E-02 1.54E-05 2.18E-02 2.43E-06 2.81E-04 3.33E-12 5.02E-03 3.59E-12 7.66E-06 1.25E-01 2.68E-02 1.986E-01
1.700E-03 1.98E-02 1.69E-05 2.02E-02 2.33E-06 2.75E-04 3.75E-12 4.78E-03 3.62E-12 9.39E-06 1.22E-01 2.75E-02 1.950E-01
1.670E-03 2.01E-02 1.80E-05 1.89E-02 2.27E-06 2.71E-04 4.03E-12 4.60E-03 3.66E-12 1.11E-05 1.21E-01 2.81E-02 1.931E-01
1.650E-03 2.04E-02 1.88E-05 1.79E-02 2.23E-06 2.70E-04 4.23E-12 4.46E-03 3.70E-12 1.17E-05 1.20E-01 2.86E-02 1.919E-01
1.640E-03 2.05E-02 1.91E-05 1.74E-02 2.22E-06 2.69E-04 4.34E-12 4.39E-03 3.72E-12 1.17E-05 1.20E-01 2.88E-02 1.911E-01
1.630E-03 2.06E-02 1.95E-05 1.68E-02 2.21E-06 2.68E-04 4.45E-12 4.31E-03 3.75E-12 1.14E-05 1.19E-01 2.91E-02 1.903E-01
1.610E-03 2.08E-02 2.03E-05 1.57E-02 2.20E-06 2.67E-04 4.68E-12 4.17E-03 3.85E-12 1.07E-05 1.18E-01 2.98E-02 1.890E-01
1.600E-03 2.09E-02 2.07E-05 1.51E-02 2.21E-06 2.66E-04 4.80E-12 4.09E-03 3.90E-12 1.03E-05 1.18E-01 3.02E-02 1.883E-01
1.590E-03 2.11E-02 2.11E-05 1.44E-02 2.22E-06 2.65E-04 4.92E-12 4.02E-03 3.95E-12 1.01E-05 1.17E-01 3.06E-02 1.877E-01
1.580E-03 2.12E-02 2.16E-05 1.38E-02 2.25E-06 2.65E-04 5.05E-12 3.95E-03 4.03E-12 9.88E-06 1.17E-01 3.10E-02 1.872E-01
1.570E-03 2.12E-02 2.20E-05 1.32E-02 2.29E-06 2.65E-04 5.18E-12 3.87E-03 4.10E-12 9.72E-06 1.16E-01 3.15E-02 1.866E-01
1.560E-03 2.14E-02 2.25E-05 1.26E-02 2.36E-06 2.64E-04 5.32E-12 3.80E-03 4.18E-12 9.51E-06 1.16E-01 3.20E-02 1.863E-01
1.540E-03 2.17E-02 2.34E-05 1.16E-02 2.53E-06 2.64E-04 5.61E-12 3.66E-03 4.38E-12 9.28E-06 1.16E-01 3.31E-02 1.861E-01
1.520E-03 2.18E-02 2.43E-05 1.08E-02 2.77E-06 2.63E-04 5.92E-12 3.53E-03 4.62E-12 9.79E-06 1.15E-01 3.44E-02 1.859E-01
1.510E-03 2.19E-02 2.48E-05 1.05E-02 2.92E-06 2.63E-04 6.08E-12 3.46E-03 4.76E-12 1.01E-05 1.15E-01 3.50E-02 1.861E-01
1.500E-03 2.20E-02 2.53E-05 1.02E-02 3.08E-06 2.63E-04 6.24E-12 3.40E-03 4.91E-12 1.02E-05 1.15E-01 3.58E-02 1.863E-01
1.450E-03 2.23E-02 2.82E-05 9.74E-03 4.00E-06 2.65E-04 7.17E-12 3.13E-03 5.94E-12 1.30E-05 1.15E-01 4.07E-02 1.913E-01
1.440E-03 2.25E-02 2.89E-05 9.74E-03 4.19E-06 2.65E-04 7.37E-12 3.09E-03 6.20E-12 1.44E-05 1.15E-01 4.18E-02 1.929E-01
1.430E-03 2.26E-02 2.95E-05 9.73E-03 4.39E-06 2.66E-04 7.58E-12 3.08E-03 6.53E-12 1.56E-05 1.16E-01 4.32E-02 1.951E-01
1.420E-03 2.27E-02 3.02E-05 9.72E-03 4.60E-06 2.67E-04 7.80E-12 3.06E-03 6.87E-12 1.62E-05 1.17E-01 4.45E-02 1.973E-01
1.400E-03 2.29E-02 3.17E-05 9.74E-03 5.05E-06 2.68E-04 8.27E-12 3.09E-03 7.64E-12 1.77E-05 1.19E-01 4.74E-02 2.028E-01
1.380E-03 2.32E-02 3.32E-05 9.74E-03 5.53E-06 2.70E-04 8.76E-12 3.17E-03 8.54E-12 2.25E-05 1.22E-01 5.03E-02 2.090E-01
1.370E-03 2.33E-02 3.40E-05 9.76E-03 5.79E-06 2.71E-04 9.03E-12 3.26E-03 9.02E-12 2.69E-05 1.24E-01 5.17E-02 2.125E-01
1.360E-03 2.34E-02 3.49E-05 9.77E-03 6.06E-06 2.72E-04 9.30E-12 3.36E-03 9.52E-12 3.12E-05 1.26E-01 5.31E-02 2.162E-01
1.350E-03 2.36E-02 3.58E-05 9.80E-03 6.35E-06 2.74E-04 9.58E-12 3.46E-03 1.01E-11 3.34E-05 1.28E-01 5.45E-02 2.199E-01
1.340E-03 2.37E-02 3.66E-05 9.84E-03 6.66E-06 2.75E-04 9.87E-12 3.57E-03 1.06E-11 3.63E-05 1.30E-01 5.56E-02 2.234E-01
1.330E-03 2.39E-02 3.75E-05 9.90E-03 6.99E-06 2.76E-04 1.02E-11 3.70E-03 1.11E-11 4.21E-05 1.32E-01 5.67E-02 2.269E-01
1.320E-03 2.40E-02 3.84E-05 9.96E-03 7.34E-06 2.78E-04 1.05E-11 3.83E-03 1.17E-11 5.21E-05 1.34E-01 5.78E-02 2.304E-01
1.310E-03 2.41E-02 3.92E-05 1.01E-02 7.71E-06 2.79E-04 1.08E-11 3.97E-03 1.23E-11 6.84E-05 1.36E-01 5.87E-02 2.337E-01
1.290E-03 2.43E-02 4.10E-05 1.03E-02 8.53E-06 2.83E-04 1.15E-11 4.26E-03 1.35E-11 1.41E-04 1.40E-01 6.07E-02 2.404E-01
1.280E-03 2.43E-02 4.20E-05 1.04E-02 8.96E-06 2.84E-04 1.19E-11 4.43E-03 1.42E-11 2.08E-04 1.42E-01 6.16E-02 2.438E-01
1.270E-03 2.44E-02 4.31E-05 1.05E-02 9.44E-06 2.86E-04 1.23E-11 4.61E-03 1.49E-11 2.52E-04 1.45E-01 6.25E-02 2.473E-01
1.260E-03 2.45E-02 4.42E-05 1.06E-02 1.00E-05 2.88E-04 1.27E-11 4.80E-03 1.56E-11 2.17E-04 1.47E-01 6.32E-02 2.505E-01
1.250E-03 2.46E-02 4.54E-05 1.09E-02 1.06E-05 2.90E-04 1.31E-11 5.00E-03 1.63E-11 1.60E-04 1.49E-01 6.39E-02 2.536E-01
1.220E-03 2.51E-02 4.95E-05 1.23E-02 1.31E-05 2.96E-04 1.44E-11 5.61E-03 1.87E-11 1.25E-04 1.55E-01 6.58E-02 2.644E-01
1.210E-03 2.53E-02 5.07E-05 1.35E-02 1.41E-05 2.98E-04 1.49E-11 5.84E-03 1.96E-11 1.44E-04 1.57E-01 6.63E-02 2.684E-01
1.200E-03 2.53E-02 5.20E-05 1.49E-02 1.51E-05 3.01E-04 1.54E-11 6.10E-03 2.05E-11 1.59E-04 1.59E-01 6.67E-02 2.726E-01
1.190E-03 2.55E-02 5.37E-05 1.64E-02 1.60E-05 3.03E-04 1.60E-11 6.36E-03 2.15E-11 1.59E-04 1.61E-01 6.72E-02 2.772E-01
1.180E-03 2.57E-02 5.51E-05 1.80E-02 1.67E-05 3.05E-04 1.66E-11 6.63E-03 2.24E-11 1.58E-04 1.63E-01 6.73E-02 2.811E-01
1.170E-03 2.59E-02 5.66E-05 1.94E-02 1.73E-05 3.08E-04 1.72E-11 6.92E-03 2.33E-11 1.75E-04 1.65E-01 6.75E-02 2.850E-01
1.160E-03 2.61E-02 5.82E-05 2.07E-02 1.79E-05 3.12E-04 1.79E-11 7.18E-03 2.43E-11 2.26E-04 1.66E-01 6.76E-02 2.886E-01
1.150E-03 2.62E-02 5.96E-05 2.18E-02 1.83E-05 4.38E-04 1.77E-11 7.45E-03 2.53E-11 3.30E-04 1.68E-01 6.77E-02 2.919E-01
1.140E-03 2.63E-02 6.11E-05 2.28E-02 1.87E-05 3.25E-04 1.88E-11 7.74E-03 2.64E-11 4.97E-04 1.69E-01 6.79E-02 2.950E-01
1.130E-03 2.64E-02 6.28E-05 2.37E-02 1.92E-05 3.25E-04 1.96E-11 8.05E-03 2.76E-11 6.06E-04 1.71E-01 6.81E-02 2.982E-01
1.120E-03 2.65E-02 6.45E-05 2.45E-02 1.96E-05 3.27E-04 2.03E-11 8.39E-03 2.88E-11 4.88E-04 1.73E-01 6.81E-02 3.009E-01
1.110E-03 2.65E-02 6.64E-05 2.52E-02 2.00E-05 3.30E-04 2.11E-11 8.75E-03 3.00E-11 3.10E-04 1.74E-01 6.81E-02 3.035E-01
1.090E-03 2.67E-02 7.05E-05 2.68E-02 2.09E-05 3.36E-04 2.27E-11 9.50E-03 3.26E-11 1.28E-04 1.77E-01 6.80E-02 3.085E-01
1.050E-03 2.73E-02 8.03E-05 2.95E-02 2.25E-05 3.52E-04 2.64E-11 1.15E-02 3.88E-11 4.20E-05 1.83E-01 6.65E-02 3.181E-01
1.000E-03 2.84E-02 9.48E-05 3.23E-02 2.39E-05 3.75E-04 3.21E-11 1.33E-02 4.15E-11 2.08E-05 1.82E-01 6.15E-02 3.182E-01
9.800E-04 2.88E-02 1.02E-04 3.29E-02 2.38E-05 3.86E-04 3.48E-11 1.39E-02 4.27E-11 1.79E-05 1.82E-01 5.97E-02 3.176E-01
9.600E-04 2.93E-02 1.09E-04 3.27E-02 2.32E-05 3.97E-04 3.78E-11 1.46E-02 4.30E-11 1.65E-05 1.80E-01 5.70E-02 3.143E-01
9.500E-04 2.96E-02 1.13E-04 3.23E-02 2.28E-05 4.03E-04 3.94E-11 1.47E-02 4.21E-11 1.62E-05 1.78E-01 5.51E-02 3.109E-01
9.400E-04 2.98E-02 1.16E-04 3.18E-02 2.23E-05 4.09E-04 4.11E-11 1.47E-02 4.03E-11 1.62E-05 1.76E-01 5.29E-02 3.055E-01
9.200E-04 3.03E-02 1.24E-04 3.02E-02 2.14E-05 4.23E-04 4.48E-11 1.37E-02 3.36E-11 1.73E-05 1.68E-01 4.79E-02 2.904E-01
8.900E-04 3.10E-02 1.39E-04 2.68E-02 2.00E-05 4.44E-04 5.12E-11 1.08E-02 2.15E-11 2.56E-05 1.52E-01 4.19E-02 2.636E-01
8.700E-04 3.12E-02 1.48E-04 2.42E-02 1.96E-05 4.60E-04 5.61E-11 9.00E-03 1.60E-11 5.85E-05 1.43E-01 4.02E-02 2.483E-01
8.600E-04 3.16E-02 1.54E-04 2.30E-02 1.96E-05 4.69E-04 5.87E-11 8.26E-03 1.41E-11 8.87E-05 1.39E-01 4.00E-02 2.429E-01
8.500E-04 3.17E-02 1.60E-04 2.17E-02 1.96E-05 4.77E-04 6.15E-11 7.62E-03 1.26E-11 6.30E-05 1.36E-01 3.98E-02 2.374E-01
8.400E-04 3.21E-02 1.67E-04 2.02E-02 1.96E-05 4.86E-04 6.45E-11 6.95E-03 1.10E-11 4.49E-05 1.32E-01 3.96E-02 2.319E-01
8.200E-04 3.24E-02 1.78E-04 1.68E-02 2.01E-05 5.05E-04 7.10E-11 5.36E-03 7.89E-12 4.56E-05 1.23E-01 3.96E-02 2.177E-01
8.000E-04 3.28E-02 1.93E-04 1.36E-02 2.22E-05 5.26E-04 7.84E-11 3.67E-03 6.09E-12 6.72E-05 1.13E-01 4.22E-02 2.060E-01
7.900E-04 3.32E-02 2.02E-04 1.24E-02 2.39E-05 5.36E-04 8.24E-11 3.08E-03 6.55E-12 8.42E-05 1.10E-01 4.53E-02 2.049E-01
7.800E-04 3.33E-02 2.09E-04 1.13E-02 2.58E-05 5.47E-04 8.67E-11 2.51E-03 7.42E-12 1.01E-04 1.07E-01 4.87E-02 2.037E-01
7.700E-04 3.34E-02 2.17E-04 1.05E-02 2.80E-05 5.58E-04 9.12E-11 2.06E-03 8.83E-12 1.08E-04 1.05E-01 5.27E-02 2.042E-01
7.600E-04 3.35E-02 2.25E-04 9.70E-03 3.03E-05 5.69E-04 9.61E-11 1.75E-03 1.08E-11 1.01E-04 1.03E-01 5.72E-02 2.065E-01
7.500E-04 3.36E-02 2.35E-04 9.03E-03 3.29E-05 5.81E-04 1.01E-10 1.47E-03 1.31E-11 8.29E-05 1.02E-01 6.21E-02 2.095E-01
7.300E-04 3.40E-02 2.57E-04 8.00E-03 3.89E-05 6.06E-04 1.13E-10 1.23E-03 1.87E-11 5.09E-05 1.03E-01 7.17E-02 2.193E-01
7.200E-04 3.41E-02 2.68E-04 7.68E-03 4.23E-05 6.20E-04 1.19E-10 1.19E-03 2.16E-11 4.21E-05 1.04E-01 7.59E-02 2.238E-01
7.100E-04 3.42E-02 2.80E-04 7.47E-03 4.58E-05 6.34E-04 1.26E-10 1.16E-03 2.49E-11 4.11E-05 1.05E-01 8.04E-02 2.290E-01
7.000E-04 3.46E-02 2.94E-04 7.27E-03 4.94E-05 6.48E-04 1.33E-10 1.14E-03 2.82E-11 5.77E-05 1.06E-01 8.44E-02 2.345E-01
6.900E-04 3.47E-02 3.05E-04 6.98E-03 5.31E-05 6.64E-04 1.41E-10 1.14E-03 3.17E-11 3.30E-05 1.07E-01 8.81E-02 2.387E-01
6.800E-04 3.42E-02 3.17E-04 6.62E-03 5.71E-05 6.79E-04 1.50E-10 1.14E-03 3.53E-11 2.51E-05 1.07E-01 9.24E-02 2.421E-01
6.600E-04 3.45E-02 3.57E-04 5.96E-03 6.64E-05 7.13E-04 1.68E-10 1.14E-03 4.34E-11 2.38E-05 1.09E-01 1.02E-01 2.530E-01
6.400E-04 3.55E-02 4.04E-04 5.17E-03 7.73E-05 7.48E-04 1.90E-10 1.13E-03 5.26E-11 3.72E-05 1.12E-01 1.09E-01 2.643E-01
6.300E-04 3.62E-02 4.26E-04 4.82E-03 8.40E-05 7.57E-04 2.03E-10 1.13E-03 5.77E-11 5.95E-05 1.13E-01 1.12E-01 2.693E-01
6.200E-04 3.64E-02 4.46E-04 4.74E-03 9.14E-05 7.90E-04 2.16E-10 1.13E-03 6.33E-11 8.18E-05 1.14E-01 1.16E-01 2.738E-01
6.100E-04 3.68E-02 4.72E-04 4.72E-03 9.84E-05 8.11E-04 2.30E-10 1.12E-03 6.92E-11 5.84E-05 1.15E-01 1.20E-01 2.790E-01
5.900E-04 3.83E-02 5.31E-04 3.88E-03 1.15E-04 8.55E-04 2.63E-10 1.10E-03 8.29E-11 2.44E-05 1.18E-01 1.27E-01 2.893E-01
5.500E-04 3.71E-02 6.38E-04 2.87E-03 1.61E-04 9.59E-04 3.47E-10 1.09E-03 1.19E-10 1.96E-05 1.17E-01 1.45E-01 3.047E-01
