 # Polarisation optical depth (Siebenmorgen 2023, A&A 670A,115; SC 2023 doi: 10.48550/arXiv.2311.03310)
 # wel         sigp_aC     sigp_Si      sigp_dark    sigt
 #----------------------------------------------------------------------------------------
   1.000E+00   5.482E-04   8.938E-04   0.000E+00   1.942E-06
   9.000E-01   6.421E-04   1.055E-03   0.000E+00   2.281E-06
   8.000E-01   7.670E-04   1.271E-03   0.000E+00   2.734E-06
   7.000E-01   9.393E-04   1.570E-03   0.000E+00   3.354E-06
   6.000E-01   1.189E-03   2.007E-03   0.000E+00   4.256E-06
   5.500E-01   1.359E-03   2.305E-03   0.000E+00   4.870E-06
   5.000E-01   1.574E-03   2.685E-03   0.000E+00   5.645E-06
   4.500E-01   1.854E-03   3.178E-03   0.000E+00   6.655E-06
   4.000E-01   2.229E-03   3.840E-03   0.000E+00   7.996E-06
   3.500E-01   2.750E-03   4.761E-03   0.000E+00   9.868E-06
   3.000E-01   3.511E-03   6.107E-03   0.000E+00   1.257E-05
   2.500E-01   4.703E-03   8.207E-03   0.000E+00   1.678E-05
   2.098E-01   6.248E-03   1.091E-02   0.000E+00   2.219E-05
   1.500E-01   1.086E-02   1.888E-02   0.000E+00   3.809E-05
   1.382E-01   1.246E-02   2.159E-02   0.000E+00   4.353E-05
   1.320E-01   1.346E-02   2.328E-02   0.000E+00   4.691E-05
   1.150E-01   1.700E-02   2.921E-02   0.000E+00   5.879E-05
   1.000E-01   2.162E-02   3.674E-02   0.000E+00   7.395E-05
   9.970E-02   2.173E-02   3.693E-02   0.000E+00   7.432E-05
   8.670E-02   2.737E-02   4.658E-02   0.000E+00   9.336E-05
   8.500E-02   2.835E-02   4.815E-02   0.000E+00   9.655E-05
   7.500E-02   3.597E-02   5.924E-02   0.000E+00   1.198E-04
   6.000E-02   5.291E-02   8.568E-02   0.000E+00   1.729E-04
   5.500E-02   6.130E-02   9.615E-02   0.000E+00   1.971E-04
   5.000E-02   7.297E-02   1.195E-01   0.000E+00   2.387E-04
   4.500E-02   8.994E-02   1.588E-01   0.000E+00   3.035E-04
   4.000E-02   1.156E-01   2.130E-01   0.000E+00   3.944E-04
   3.500E-02   1.449E-01   3.251E-01   0.000E+00   5.469E-04
   3.000E-02   2.047E-01   5.078E-01   0.000E+00   8.102E-04
   2.750E-02   2.444E-01   6.389E-01   0.000E+00   9.940E-04
   2.500E-02   2.945E-01   8.127E-01   0.000E+00   1.239E-03
   2.400E-02   3.234E-01   8.989E-01   0.000E+00   1.360E-03
   2.000E-02   4.740E-01   1.386E+00   0.000E+00   2.051E-03
   1.800E-02   5.916E-01   1.704E+00   0.000E+00   2.541E-03
   1.600E-02   7.878E-01   2.095E+00   0.000E+00   3.196E-03
   1.500E-02   9.403E-01   2.333E+00   0.000E+00   3.620E-03
   1.400E-02   1.070E+00   2.598E+00   0.000E+00   4.072E-03
   1.200E-02   1.639E+00   3.250E+00   0.000E+00   5.398E-03
   1.000E-02   2.495E+00   4.180E+00   0.000E+00   7.389E-03
   9.000E-03   3.332E+00   4.698E+00   0.000E+00   8.822E-03
   8.000E-03   4.396E+00   5.408E+00   0.000E+00   1.064E-02
   7.500E-03   5.153E+00   5.962E+00   0.000E+00   1.201E-02
   7.000E-03   6.202E+00   6.646E+00   0.000E+00   1.373E-02
   6.000E-03   8.808E+00   8.410E+00   0.000E+00   1.829E-02
   5.000E-03   1.224E+01   1.166E+01   0.000E+00   2.604E-02
   4.500E-03   1.473E+01   1.393E+01   0.000E+00   3.202E-02
   4.000E-03   1.696E+01   1.646E+01   0.000E+00   3.975E-02
   3.500E-03   1.977E+01   1.905E+01   0.000E+00   4.963E-02
   3.000E-03   2.303E+01   2.102E+01   0.000E+00   6.231E-02
   2.750E-03   2.431E+01   2.153E+01   0.000E+00   6.928E-02
   2.500E-03   2.512E+01   2.175E+01   0.000E+00   7.715E-02
   2.400E-03   2.566E+01   2.178E+01   0.000E+00   8.068E-02
   2.350E-03   2.598E+01   2.181E+01   0.000E+00   8.269E-02
   2.320E-03   2.612E+01   2.183E+01   0.000E+00   8.391E-02
   2.310E-03   2.617E+01   2.184E+01   0.000E+00   8.433E-02
   2.300E-03   2.622E+01   2.184E+01   0.000E+00   8.474E-02
