 # Polarisation optical depth (Siebenmorgen 2023, A&A 670A,115; SC 2023 doi: 10.48550/arXiv.2311.03310)
 # wel         sigp_aC     sigp_Si      sigp_dark    sigt
 #----------------------------------------------------------------------------------------
   1.000E+00   8.943E-05   6.801E-04   0.000E+00   6.270E-06
   9.000E-01   1.048E-04   8.029E-04   0.000E+00   7.309E-06
   8.000E-01   1.251E-04   9.672E-04   0.000E+00   8.682E-06
   7.000E-01   1.532E-04   1.195E-03   0.000E+00   1.055E-05
   6.000E-01   1.939E-04   1.527E-03   0.000E+00   1.324E-05
   5.500E-01   2.217E-04   1.754E-03   0.000E+00   1.506E-05
   5.000E-01   2.568E-04   2.043E-03   0.000E+00   1.735E-05
   4.500E-01   3.025E-04   2.419E-03   0.000E+00   2.030E-05
   4.000E-01   3.636E-04   2.922E-03   0.000E+00   2.420E-05
   3.500E-01   4.485E-04   3.623E-03   0.000E+00   2.960E-05
   3.000E-01   5.728E-04   4.647E-03   0.000E+00   3.735E-05
   2.500E-01   7.671E-04   6.245E-03   0.000E+00   4.933E-05
   2.098E-01   1.019E-03   8.303E-03   0.000E+00   6.460E-05
   1.500E-01   1.772E-03   1.437E-02   0.000E+00   1.090E-04
   1.382E-01   2.032E-03   1.643E-02   0.000E+00   1.241E-04
   1.320E-01   2.195E-03   1.771E-02   0.000E+00   1.334E-04
   1.150E-01   2.773E-03   2.223E-02   0.000E+00   1.663E-04
   1.000E-01   3.526E-03   2.796E-02   0.000E+00   2.083E-04
   9.970E-02   3.545E-03   2.810E-02   0.000E+00   2.093E-04
   8.670E-02   4.464E-03   3.545E-02   0.000E+00   2.608E-04
   8.500E-02   4.623E-03   3.664E-02   0.000E+00   2.697E-04
   7.500E-02   5.867E-03   4.508E-02   0.000E+00   3.367E-04
   6.000E-02   8.629E-03   6.520E-02   0.000E+00   4.801E-04
   5.500E-02   9.998E-03   7.317E-02   0.000E+00   5.535E-04
   5.000E-02   1.190E-02   9.095E-02   0.000E+00   6.582E-04
   4.500E-02   1.467E-02   1.208E-01   0.000E+00   8.084E-04
   4.000E-02   1.885E-02   1.621E-01   0.000E+00   1.021E-03
   3.500E-02   2.363E-02   2.474E-01   0.000E+00   1.282E-03
   3.000E-02   3.338E-02   3.864E-01   0.000E+00   1.781E-03
   2.750E-02   3.985E-02   4.861E-01   0.000E+00   2.100E-03
   2.500E-02   4.802E-02   6.184E-01   0.000E+00   2.532E-03
   2.400E-02   5.274E-02   6.840E-01   0.000E+00   2.733E-03
   2.000E-02   7.730E-02   1.054E+00   0.000E+00   3.903E-03
   1.800E-02   9.646E-02   1.297E+00   0.000E+00   4.807E-03
   1.600E-02   1.285E-01   1.594E+00   0.000E+00   6.066E-03
   1.500E-02   1.533E-01   1.776E+00   0.000E+00   6.889E-03
   1.400E-02   1.745E-01   1.977E+00   0.000E+00   7.702E-03
   1.200E-02   2.673E-01   2.473E+00   0.000E+00   1.038E-02
   1.000E-02   4.069E-01   3.181E+00   0.000E+00   1.433E-02
   9.000E-03   5.433E-01   3.575E+00   0.000E+00   1.749E-02
   8.000E-03   7.166E-01   4.115E+00   0.000E+00   2.101E-02
   7.500E-03   8.400E-01   4.537E+00   0.000E+00   2.389E-02
   7.000E-03   1.011E+00   5.057E+00   0.000E+00   2.709E-02
   6.000E-03   1.436E+00   6.400E+00   0.000E+00   3.581E-02
   5.000E-03   1.994E+00   8.877E+00   0.000E+00   4.973E-02
   4.500E-03   2.399E+00   1.060E+01   0.000E+00   6.064E-02
   4.000E-03   2.762E+00   1.253E+01   0.000E+00   7.505E-02
   3.500E-03   3.218E+00   1.450E+01   0.000E+00   9.597E-02
   3.000E-03   3.748E+00   1.600E+01   0.000E+00   1.271E-01
   2.750E-03   3.955E+00   1.638E+01   0.000E+00   1.472E-01
   2.500E-03   4.086E+00   1.656E+01   0.000E+00   1.714E-01
   2.400E-03   4.173E+00   1.658E+01   0.000E+00   1.822E-01
   2.350E-03   4.224E+00   1.660E+01   0.000E+00   1.880E-01
   2.320E-03   4.246E+00   1.661E+01   0.000E+00   1.914E-01
   2.310E-03   4.254E+00   1.662E+01   0.000E+00   1.925E-01
   2.300E-03   4.263E+00   1.662E+01   0.000E+00   1.936E-01
   2.250E-03   4.287E+00   1.667E+01   0.000E+00   1.998E-01
   2.200E-03   4.313E+00   1.670E+01   0.000E+00   2.058E-01
   2.150E-03   4.356E+00   1.669E+01   0.000E+00   2.117E-01
   2.120E-03   4.380E+00   1.661E+01   0.000E+00   2.153E-01
   2.110E-03   4.384E+00   1.659E+01   0.000E+00   2.164E-01
   2.100E-03   4.385E+00   1.655E+01   0.000E+00   2.176E-01
   2.080E-03   4.380E+00   1.644E+01   0.000E+00   2.196E-01
   2.000E-03   4.379E+00   1.593E+01   0.000E+00   2.285E-01
   1.950E-03   4.406E+00   1.537E+01   0.000E+00   2.323E-01
   1.900E-03   4.462E+00   1.463E+01   0.000E+00   2.350E-01
   1.850E-03   4.515E+00   1.368E+01   0.000E+00   2.356E-01
   1.830E-03   4.540E+00   1.324E+01   0.000E+00   2.352E-01
   1.820E-03   4.541E+00   1.301E+01   0.000E+00   2.348E-01
   1.810E-03   4.549E+00   1.277E+01   0.000E+00   2.345E-01
   1.800E-03   4.560E+00   1.254E+01   0.000E+00   2.341E-01
   1.750E-03   4.611E+00   1.120E+01   0.000E+00   2.315E-01
   1.700E-03   4.618E+00   9.765E+00   0.000E+00   2.276E-01
   1.670E-03   4.667E+00   8.902E+00   0.000E+00   2.258E-01
   1.650E-03   4.713E+00   8.336E+00   0.000E+00   2.246E-01
   1.640E-03   4.728E+00   8.061E+00   0.000E+00   2.239E-01
   1.630E-03   4.742E+00   7.786E+00   0.000E+00   2.232E-01
   1.610E-03   4.762E+00   7.256E+00   0.000E+00   2.222E-01
   1.600E-03   4.776E+00   6.999E+00   0.000E+00   2.218E-01
