 # Polarisation optical depth (Siebenmorgen 2023, A&A 670A,115; SC 2023 doi: 10.48550/arXiv.2311.03310)
 # wel         sigp_aC     sigp_Si      sigp_dark    sigt
 #----------------------------------------------------------------------------------------
   1.000E+00   4.970E-04   5.805E-04   0.000E+00   6.989E-06
   9.000E-01   5.822E-04   6.853E-04   0.000E+00   8.146E-06
   8.000E-01   6.954E-04   8.255E-04   0.000E+00   9.675E-06
   7.000E-01   8.517E-04   1.020E-03   0.000E+00   1.176E-05
   6.000E-01   1.078E-03   1.303E-03   0.000E+00   1.475E-05
   5.500E-01   1.232E-03   1.497E-03   0.000E+00   1.678E-05
   5.000E-01   1.427E-03   1.744E-03   0.000E+00   1.932E-05
   4.500E-01   1.681E-03   2.064E-03   0.000E+00   2.261E-05
   4.000E-01   2.021E-03   2.494E-03   0.000E+00   2.695E-05
   3.500E-01   2.493E-03   3.092E-03   0.000E+00   3.296E-05
   3.000E-01   3.184E-03   3.966E-03   0.000E+00   4.158E-05
   2.500E-01   4.264E-03   5.330E-03   0.000E+00   5.491E-05
   2.098E-01   5.664E-03   7.087E-03   0.000E+00   7.191E-05
   1.500E-01   9.848E-03   1.226E-02   0.000E+00   1.213E-04
   1.382E-01   1.130E-02   1.402E-02   0.000E+00   1.381E-04
   1.320E-01   1.220E-02   1.512E-02   0.000E+00   1.485E-04
   1.150E-01   1.541E-02   1.897E-02   0.000E+00   1.851E-04
   1.000E-01   1.960E-02   2.386E-02   0.000E+00   2.319E-04
   9.970E-02   1.970E-02   2.398E-02   0.000E+00   2.330E-04
   8.670E-02   2.481E-02   3.026E-02   0.000E+00   2.902E-04
   8.500E-02   2.570E-02   3.127E-02   0.000E+00   3.002E-04
   7.500E-02   3.261E-02   3.847E-02   0.000E+00   3.750E-04
   6.000E-02   4.796E-02   5.565E-02   0.000E+00   5.347E-04
   5.500E-02   5.557E-02   6.245E-02   0.000E+00   6.168E-04
   5.000E-02   6.615E-02   7.763E-02   0.000E+00   7.330E-04
   4.500E-02   8.152E-02   1.031E-01   0.000E+00   8.992E-04
   4.000E-02   1.048E-01   1.383E-01   0.000E+00   1.135E-03
   3.500E-02   1.314E-01   2.112E-01   0.000E+00   1.420E-03
   3.000E-02   1.855E-01   3.298E-01   0.000E+00   1.967E-03
   2.750E-02   2.215E-01   4.149E-01   0.000E+00   2.316E-03
   2.500E-02   2.669E-01   5.278E-01   0.000E+00   2.789E-03
   2.400E-02   2.931E-01   5.838E-01   0.000E+00   3.010E-03
   2.000E-02   4.296E-01   8.999E-01   0.000E+00   4.289E-03
   1.800E-02   5.361E-01   1.107E+00   0.000E+00   5.282E-03
   1.600E-02   7.140E-01   1.361E+00   0.000E+00   6.674E-03
   1.500E-02   8.522E-01   1.515E+00   0.000E+00   7.588E-03
   1.400E-02   9.698E-01   1.688E+00   0.000E+00   8.485E-03
   1.200E-02   1.486E+00   2.111E+00   0.000E+00   1.149E-02
   1.000E-02   2.261E+00   2.715E+00   0.000E+00   1.590E-02
   9.000E-03   3.019E+00   3.051E+00   0.000E+00   1.948E-02
   8.000E-03   3.983E+00   3.513E+00   0.000E+00   2.347E-02
   7.500E-03   4.669E+00   3.872E+00   0.000E+00   2.673E-02
   7.000E-03   5.619E+00   4.316E+00   0.000E+00   3.038E-02
   6.000E-03   7.979E+00   5.463E+00   0.000E+00   4.026E-02
   5.000E-03   1.108E+01   7.576E+00   0.000E+00   5.591E-02
   4.500E-03   1.333E+01   9.048E+00   0.000E+00   6.817E-02
   4.000E-03   1.535E+01   1.069E+01   0.000E+00   8.420E-02
   3.500E-03   1.789E+01   1.238E+01   0.000E+00   1.075E-01
   3.000E-03   2.083E+01   1.365E+01   0.000E+00   1.424E-01
   2.750E-03   2.198E+01   1.398E+01   0.000E+00   1.650E-01
   2.500E-03   2.271E+01   1.413E+01   0.000E+00   1.920E-01
   2.400E-03   2.319E+01   1.415E+01   0.000E+00   2.041E-01
