 # Optical depth (Siebenmorgen 2023, A&A 670A,115; SC 2023 doi: 10.48550/arXiv.2311.03310)
 # wel(cm) sa_aC    ss_aC    sa_Si    ss_Si    sa_vgr   ss_vgr   sa_vsi   ss_vsi   s_pahS+B sa_Dark  ss_Dark sigt 
 # ------------------------------------------------------------------------------------------------------------- 
1.150E-01 6.59E-06 5.87E-13 1.65E-05 4.58E-13 6.19E-07 4.03E-19 4.24E-06 1.02E-18 9.64E-10 0.00E+00 0.00E+00 2.790E-05
1.000E-01 8.38E-06 1.03E-12 2.07E-05 8.01E-13 8.13E-07 7.04E-19 5.30E-06 1.79E-18 1.27E-09 0.00E+00 0.00E+00 3.518E-05
9.970E-02 8.42E-06 1.04E-12 2.08E-05 8.10E-13 8.18E-07 7.13E-19 5.33E-06 1.81E-18 1.28E-09 0.00E+00 0.00E+00 3.537E-05
8.670E-02 1.06E-05 1.81E-12 2.62E-05 1.42E-12 1.08E-06 1.25E-18 6.68E-06 3.17E-18 1.70E-09 0.00E+00 0.00E+00 4.461E-05
8.500E-02 1.10E-05 1.96E-12 2.71E-05 1.53E-12 1.12E-06 1.35E-18 6.90E-06 3.43E-18 1.76E-09 0.00E+00 0.00E+00 4.613E-05
7.500E-02 1.39E-05 3.24E-12 3.33E-05 2.53E-12 1.43E-06 2.23E-18 8.42E-06 5.65E-18 2.27E-09 0.00E+00 0.00E+00 5.714E-05
6.000E-02 2.05E-05 7.91E-12 4.81E-05 6.22E-12 2.20E-06 5.43E-18 1.22E-05 1.38E-17 3.54E-09 0.00E+00 0.00E+00 8.305E-05
5.500E-02 2.38E-05 1.12E-11 5.39E-05 8.84E-12 2.59E-06 7.69E-18 1.43E-05 1.96E-17 4.21E-09 0.00E+00 0.00E+00 9.450E-05
5.000E-02 2.83E-05 1.64E-11 6.67E-05 1.31E-11 3.09E-06 1.13E-17 1.70E-05 2.86E-17 5.10E-09 0.00E+00 0.00E+00 1.151E-04
4.500E-02 3.48E-05 2.51E-11 8.84E-05 2.00E-11 3.77E-06 1.72E-17 2.08E-05 4.37E-17 6.30E-09 0.00E+00 0.00E+00 1.478E-04
4.000E-02 4.48E-05 4.02E-11 1.18E-04 3.24E-11 4.69E-06 2.75E-17 2.62E-05 7.01E-17 7.97E-09 0.00E+00 0.00E+00 1.938E-04
3.500E-02 5.61E-05 6.86E-11 1.80E-04 5.57E-11 6.02E-06 4.69E-17 3.47E-05 1.20E-16 1.04E-08 0.00E+00 0.00E+00 2.764E-04
3.000E-02 7.92E-05 1.28E-10 2.80E-04 1.04E-10 8.02E-06 8.69E-17 4.87E-05 2.22E-16 1.42E-08 0.00E+00 0.00E+00 4.160E-04
2.750E-02 9.45E-05 1.81E-10 3.52E-04 1.47E-10 9.45E-06 1.23E-16 5.95E-05 3.15E-16 1.69E-08 0.00E+00 0.00E+00 5.160E-04
2.500E-02 1.14E-04 2.66E-10 4.49E-04 2.15E-10 1.13E-05 1.80E-16 7.46E-05 4.61E-16 2.04E-08 0.00E+00 0.00E+00 6.485E-04
2.400E-02 1.25E-04 3.13E-10 4.97E-04 2.53E-10 1.22E-05 2.12E-16 8.14E-05 5.43E-16 2.22E-08 0.00E+00 0.00E+00 7.154E-04
2.000E-02 1.83E-04 6.53E-10 7.74E-04 5.16E-10 1.73E-05 4.41E-16 1.18E-04 1.13E-15 3.20E-08 0.00E+00 0.00E+00 1.092E-03
1.800E-02 2.28E-04 1.00E-09 9.60E-04 7.74E-10 2.12E-05 6.73E-16 1.47E-04 1.72E-15 3.95E-08 0.00E+00 0.00E+00 1.355E-03
1.600E-02 3.02E-04 1.62E-09 1.19E-03 1.22E-09 2.69E-05 1.08E-15 1.87E-04 2.75E-15 5.01E-08 0.00E+00 0.00E+00 1.710E-03
1.500E-02 3.60E-04 2.10E-09 1.34E-03 1.55E-09 3.06E-05 1.40E-15 2.12E-04 3.56E-15 5.70E-08 0.00E+00 0.00E+00 1.942E-03
1.400E-02 4.10E-04 2.78E-09 1.50E-03 2.02E-09 3.54E-05 1.85E-15 2.45E-04 4.69E-15 6.55E-08 0.00E+00 0.00E+00 2.193E-03
1.200E-02 6.26E-04 5.20E-09 1.92E-03 3.62E-09 4.92E-05 3.44E-15 3.36E-04 8.70E-15 8.94E-08 0.00E+00 0.00E+00 2.926E-03
1.000E-02 9.49E-04 1.09E-08 2.53E-03 7.17E-09 7.44E-05 7.18E-15 4.90E-04 1.81E-14 1.29E-07 0.00E+00 0.00E+00 4.043E-03
9.000E-03 1.26E-03 1.68E-08 2.88E-03 1.06E-08 9.56E-05 1.10E-14 6.11E-04 2.76E-14 1.60E-07 0.00E+00 0.00E+00 4.853E-03
8.000E-03 1.68E-03 2.65E-08 3.35E-03 1.68E-08 1.28E-04 1.78E-14 7.84E-04 4.42E-14 2.04E-07 0.00E+00 0.00E+00 5.938E-03
7.500E-03 1.96E-03 3.48E-08 3.70E-03 2.17E-08 1.51E-04 2.31E-14 9.00E-04 5.73E-14 2.33E-07 0.00E+00 0.00E+00 6.715E-03
7.000E-03 2.37E-03 4.55E-08 4.15E-03 2.84E-08 1.81E-04 3.06E-14 1.04E-03 7.55E-14 2.69E-07 0.00E+00 0.00E+00 7.746E-03
6.000E-03 3.40E-03 8.26E-08 5.33E-03 5.18E-08 2.79E-04 5.77E-14 1.45E-03 1.40E-13 3.70E-07 0.00E+00 0.00E+00 1.046E-02
5.000E-03 4.85E-03 1.62E-07 7.57E-03 1.05E-07 4.89E-04 1.22E-13 2.14E-03 2.88E-13 5.45E-07 0.00E+00 0.00E+00 1.505E-02
4.500E-03 5.97E-03 2.35E-07 9.25E-03 1.57E-07 6.92E-04 1.89E-13 2.67E-03 4.37E-13 6.86E-07 0.00E+00 0.00E+00 1.859E-02
4.000E-03 7.11E-03 3.49E-07 1.15E-02 2.36E-07 1.01E-03 3.01E-13 3.41E-03 6.93E-13 8.94E-07 0.00E+00 0.00E+00 2.308E-02
3.500E-03 8.59E-03 5.52E-07 1.42E-02 3.72E-07 1.41E-03 4.81E-13 4.45E-03 1.17E-12 1.23E-06 0.00E+00 0.00E+00 2.869E-02
3.000E-03 1.06E-02 9.12E-07 1.75E-02 5.97E-07 1.49E-03 7.53E-13 6.08E-03 2.13E-12 1.86E-06 0.00E+00 0.00E+00 3.569E-02
2.750E-03 1.16E-02 1.20E-06 1.92E-02 7.70E-07 1.28E-03 9.69E-13 7.30E-03 2.97E-12 2.49E-06 0.00E+00 0.00E+00 3.940E-02
2.500E-03 1.25E-02 1.60E-06 2.10E-02 1.01E-06 1.01E-03 1.33E-12 8.97E-03 4.28E-12 4.10E-06 0.00E+00 0.00E+00 4.353E-02
2.400E-03 1.30E-02 1.82E-06 2.17E-02 1.13E-06 9.04E-04 1.55E-12 9.77E-03 4.97E-12 5.69E-06 0.00E+00 0.00E+00 4.542E-02
2.350E-03 1.33E-02 1.95E-06 2.22E-02 1.20E-06 8.55E-04 1.68E-12 1.02E-02 5.36E-12 6.71E-06 0.00E+00 0.00E+00 4.653E-02
2.320E-03 1.34E-02 2.02E-06 2.24E-02 1.25E-06 8.27E-04 1.76E-12 1.05E-02 5.62E-12 7.22E-06 0.00E+00 0.00E+00 4.720E-02
2.310E-03 1.35E-02 2.05E-06 2.25E-02 1.26E-06 8.18E-04 1.79E-12 1.06E-02 5.71E-12 7.35E-06 0.00E+00 0.00E+00 4.744E-02
2.300E-03 1.35E-02 2.08E-06 2.26E-02 1.28E-06 8.08E-04 1.82E-12 1.07E-02 5.80E-12 7.46E-06 0.00E+00 0.00E+00 4.766E-02
2.250E-03 1.38E-02 2.22E-06 2.31E-02 1.36E-06 7.65E-04 1.98E-12 1.12E-02 6.30E-12 7.76E-06 0.00E+00 0.00E+00 4.889E-02
2.200E-03 1.40E-02 2.38E-06 2.37E-02 1.45E-06 7.24E-04 2.16E-12 1.19E-02 6.81E-12 8.15E-06 0.00E+00 0.00E+00 5.025E-02
2.150E-03 1.43E-02 2.56E-06 2.43E-02 1.54E-06 6.86E-04 2.37E-12 1.24E-02 7.36E-12 8.90E-06 0.00E+00 0.00E+00 5.172E-02
2.120E-03 1.45E-02 2.67E-06 2.47E-02 1.59E-06 6.65E-04 2.51E-12 1.28E-02 7.73E-12 9.27E-06 0.00E+00 0.00E+00 5.263E-02
2.110E-03 1.45E-02 2.71E-06 2.48E-02 1.61E-06 6.58E-04 2.56E-12 1.30E-02 7.85E-12 9.33E-06 0.00E+00 0.00E+00 5.293E-02
2.100E-03 1.46E-02 2.74E-06 2.49E-02 1.63E-06 6.52E-04 2.61E-12 1.31E-02 7.98E-12 9.36E-06 0.00E+00 0.00E+00 5.324E-02
2.080E-03 1.46E-02 2.81E-06 2.51E-02 1.66E-06 6.39E-04 2.71E-12 1.34E-02 8.23E-12 9.29E-06 0.00E+00 0.00E+00 5.377E-02
2.000E-03 1.48E-02 3.17E-06 2.59E-02 1.79E-06 5.92E-04 3.17E-12 1.47E-02 9.35E-12 8.86E-06 0.00E+00 0.00E+00 5.602E-02
1.950E-03 1.51E-02 3.44E-06 2.62E-02 1.86E-06 5.67E-04 3.51E-12 1.56E-02 9.90E-12 9.55E-06 0.00E+00 0.00E+00 5.743E-02
1.900E-03 1.54E-02 3.76E-06 2.64E-02 1.91E-06 5.44E-04 3.91E-12 1.62E-02 1.04E-11 1.15E-05 0.00E+00 0.00E+00 5.851E-02
1.850E-03 1.57E-02 4.11E-06 2.62E-02 1.93E-06 5.24E-04 4.35E-12 1.66E-02 1.06E-11 1.48E-05 0.00E+00 0.00E+00 5.901E-02
1.830E-03 1.59E-02 4.25E-06 2.60E-02 1.93E-06 5.17E-04 4.55E-12 1.66E-02 1.07E-11 1.59E-05 0.00E+00 0.00E+00 5.906E-02
1.820E-03 1.59E-02 4.32E-06 2.59E-02 1.93E-06 5.13E-04 4.65E-12 1.66E-02 1.07E-11 1.63E-05 0.00E+00 0.00E+00 5.900E-02
1.810E-03 1.60E-02 4.40E-06 2.58E-02 1.93E-06 5.10E-04 4.76E-12 1.66E-02 1.07E-11 1.66E-05 0.00E+00 0.00E+00 5.888E-02
1.800E-03 1.60E-02 4.48E-06 2.57E-02 1.92E-06 5.07E-04 4.87E-12 1.65E-02 1.08E-11 1.67E-05 0.00E+00 0.00E+00 5.877E-02
1.750E-03 1.64E-02 4.91E-06 2.46E-02 1.87E-06 4.92E-04 5.46E-12 1.61E-02 1.08E-11 1.71E-05 0.00E+00 0.00E+00 5.759E-02
1.700E-03 1.66E-02 5.37E-06 2.28E-02 1.80E-06 4.80E-04 6.15E-12 1.53E-02 1.09E-11 2.08E-05 0.00E+00 0.00E+00 5.519E-02
1.670E-03 1.68E-02 5.72E-06 2.13E-02 1.75E-06 4.74E-04 6.61E-12 1.48E-02 1.10E-11 2.45E-05 0.00E+00 0.00E+00 5.343E-02
1.650E-03 1.71E-02 5.97E-06 2.02E-02 1.72E-06 4.71E-04 6.95E-12 1.43E-02 1.12E-11 2.58E-05 0.00E+00 0.00E+00 5.209E-02
1.640E-03 1.72E-02 6.09E-06 1.96E-02 1.71E-06 4.70E-04 7.12E-12 1.41E-02 1.12E-11 2.58E-05 0.00E+00 0.00E+00 5.137E-02
1.630E-03 1.73E-02 6.21E-06 1.90E-02 1.70E-06 4.68E-04 7.30E-12 1.39E-02 1.13E-11 2.53E-05 0.00E+00 0.00E+00 5.061E-02
1.610E-03 1.74E-02 6.46E-06 1.77E-02 1.69E-06 4.66E-04 7.68E-12 1.34E-02 1.16E-11 2.37E-05 0.00E+00 0.00E+00 4.898E-02
1.600E-03 1.75E-02 6.59E-06 1.70E-02 1.70E-06 4.65E-04 7.87E-12 1.31E-02 1.17E-11 2.29E-05 0.00E+00 0.00E+00 4.814E-02
1.590E-03 1.76E-02 6.73E-06 1.63E-02 1.71E-06 4.64E-04 8.08E-12 1.29E-02 1.19E-11 2.23E-05 0.00E+00 0.00E+00 4.730E-02
1.580E-03 1.77E-02 6.86E-06 1.56E-02 1.73E-06 4.63E-04 8.29E-12 1.27E-02 1.21E-11 2.20E-05 0.00E+00 0.00E+00 4.646E-02
1.570E-03 1.78E-02 6.99E-06 1.49E-02 1.77E-06 4.62E-04 8.51E-12 1.24E-02 1.24E-11 2.16E-05 0.00E+00 0.00E+00 4.558E-02
1.560E-03 1.78E-02 7.16E-06 1.42E-02 1.81E-06 4.62E-04 8.73E-12 1.22E-02 1.26E-11 2.12E-05 0.00E+00 0.00E+00 4.478E-02
1.540E-03 1.81E-02 7.46E-06 1.31E-02 1.95E-06 4.61E-04 9.20E-12 1.18E-02 1.32E-11 2.07E-05 0.00E+00 0.00E+00 4.342E-02
1.520E-03 1.83E-02 7.74E-06 1.21E-02 2.13E-06 4.61E-04 9.71E-12 1.13E-02 1.39E-11 2.18E-05 0.00E+00 0.00E+00 4.221E-02
1.510E-03 1.83E-02 7.89E-06 1.18E-02 2.25E-06 4.60E-04 9.97E-12 1.11E-02 1.43E-11 2.25E-05 0.00E+00 0.00E+00 4.174E-02
1.500E-03 1.84E-02 8.03E-06 1.15E-02 2.37E-06 4.61E-04 1.02E-11 1.09E-02 1.48E-11 2.27E-05 0.00E+00 0.00E+00 4.131E-02
1.450E-03 1.87E-02 8.98E-06 1.10E-02 3.07E-06 4.63E-04 1.18E-11 1.01E-02 1.79E-11 2.88E-05 0.00E+00 0.00E+00 4.022E-02
1.440E-03 1.88E-02 9.18E-06 1.10E-02 3.23E-06 4.64E-04 1.21E-11 9.92E-03 1.87E-11 3.18E-05 0.00E+00 0.00E+00 4.018E-02
1.430E-03 1.89E-02 9.39E-06 1.10E-02 3.38E-06 4.65E-04 1.24E-11 9.88E-03 1.97E-11 3.44E-05 0.00E+00 0.00E+00 4.022E-02
1.420E-03 1.89E-02 9.61E-06 1.10E-02 3.54E-06 4.66E-04 1.28E-11 9.83E-03 2.07E-11 3.57E-05 0.00E+00 0.00E+00 4.025E-02
1.400E-03 1.91E-02 1.01E-05 1.10E-02 3.88E-06 4.69E-04 1.36E-11 9.92E-03 2.30E-11 3.90E-05 0.00E+00 0.00E+00 4.055E-02
1.380E-03 1.93E-02 1.06E-05 1.10E-02 4.25E-06 4.72E-04 1.44E-11 1.02E-02 2.57E-11 4.93E-05 0.00E+00 0.00E+00 4.105E-02
1.370E-03 1.94E-02 1.08E-05 1.10E-02 4.45E-06 4.74E-04 1.48E-11 1.05E-02 2.72E-11 5.86E-05 0.00E+00 0.00E+00 4.143E-02
1.360E-03 1.95E-02 1.11E-05 1.10E-02 4.66E-06 4.76E-04 1.53E-11 1.08E-02 2.87E-11 6.79E-05 0.00E+00 0.00E+00 4.188E-02
1.350E-03 1.97E-02 1.14E-05 1.11E-02 4.89E-06 4.78E-04 1.57E-11 1.11E-02 3.03E-11 7.26E-05 0.00E+00 0.00E+00 4.238E-02
1.340E-03 1.98E-02 1.16E-05 1.11E-02 5.12E-06 4.80E-04 1.62E-11 1.15E-02 3.19E-11 7.87E-05 0.00E+00 0.00E+00 4.295E-02
1.330E-03 1.99E-02 1.19E-05 1.12E-02 5.38E-06 4.83E-04 1.67E-11 1.19E-02 3.35E-11 9.12E-05 0.00E+00 0.00E+00 4.355E-02
1.320E-03 2.01E-02 1.22E-05 1.12E-02 5.64E-06 4.85E-04 1.72E-11 1.23E-02 3.52E-11 1.13E-04 0.00E+00 0.00E+00 4.419E-02
1.310E-03 2.02E-02 1.25E-05 1.13E-02 5.93E-06 4.88E-04 1.78E-11 1.27E-02 3.70E-11 1.47E-04 0.00E+00 0.00E+00 4.487E-02
1.290E-03 2.03E-02 1.30E-05 1.16E-02 6.56E-06 4.94E-04 1.89E-11 1.37E-02 4.08E-11 3.04E-04 0.00E+00 0.00E+00 4.633E-02
1.280E-03 2.03E-02 1.34E-05 1.17E-02 6.89E-06 4.97E-04 1.95E-11 1.42E-02 4.28E-11 4.46E-04 0.00E+00 0.00E+00 4.724E-02
1.270E-03 2.04E-02 1.37E-05 1.18E-02 7.26E-06 5.00E-04 2.01E-11 1.48E-02 4.49E-11 5.39E-04 0.00E+00 0.00E+00 4.809E-02
1.260E-03 2.05E-02 1.41E-05 1.20E-02 7.69E-06 5.04E-04 2.08E-11 1.54E-02 4.71E-11 4.65E-04 0.00E+00 0.00E+00 4.887E-02
1.250E-03 2.05E-02 1.44E-05 1.22E-02 8.16E-06 5.07E-04 2.15E-11 1.60E-02 4.92E-11 3.43E-04 0.00E+00 0.00E+00 4.969E-02
1.220E-03 2.10E-02 1.57E-05 1.39E-02 1.01E-05 5.18E-04 2.37E-11 1.80E-02 5.64E-11 2.68E-04 0.00E+00 0.00E+00 5.367E-02
1.210E-03 2.11E-02 1.61E-05 1.52E-02 1.09E-05 5.22E-04 2.45E-11 1.88E-02 5.90E-11 3.08E-04 0.00E+00 0.00E+00 5.585E-02
1.200E-03 2.11E-02 1.65E-05 1.68E-02 1.16E-05 5.26E-04 2.53E-11 1.96E-02 6.18E-11 3.41E-04 0.00E+00 0.00E+00 5.835E-02
1.190E-03 2.13E-02 1.71E-05 1.85E-02 1.23E-05 5.30E-04 2.62E-11 2.04E-02 6.47E-11 3.41E-04 0.00E+00 0.00E+00 6.111E-02
1.180E-03 2.15E-02 1.75E-05 2.02E-02 1.29E-05 5.34E-04 2.72E-11 2.13E-02 6.74E-11 3.39E-04 0.00E+00 0.00E+00 6.389E-02
1.170E-03 2.16E-02 1.80E-05 2.19E-02 1.33E-05 5.38E-04 2.81E-11 2.22E-02 7.03E-11 3.76E-04 0.00E+00 0.00E+00 6.659E-02
1.160E-03 2.17E-02 1.85E-05 2.33E-02 1.37E-05 5.45E-04 2.93E-11 2.30E-02 7.31E-11 4.85E-04 0.00E+00 0.00E+00 6.915E-02
1.150E-03 2.19E-02 1.89E-05 2.46E-02 1.41E-05 7.65E-04 2.90E-11 2.39E-02 7.61E-11 7.07E-04 0.00E+00 0.00E+00 7.182E-02
1.140E-03 2.19E-02 1.94E-05 2.57E-02 1.44E-05 5.68E-04 3.09E-11 2.49E-02 7.95E-11 1.06E-03 0.00E+00 0.00E+00 7.410E-02
1.130E-03 2.20E-02 1.99E-05 2.67E-02 1.47E-05 5.67E-04 3.21E-11 2.59E-02 8.31E-11 1.30E-03 0.00E+00 0.00E+00 7.639E-02
1.120E-03 2.20E-02 2.05E-05 2.76E-02 1.51E-05 5.71E-04 3.33E-11 2.69E-02 8.67E-11 1.05E-03 0.00E+00 0.00E+00 7.821E-02
1.110E-03 2.21E-02 2.11E-05 2.84E-02 1.54E-05 5.76E-04 3.46E-11 2.81E-02 9.05E-11 6.64E-04 0.00E+00 0.00E+00 7.992E-02
1.090E-03 2.23E-02 2.24E-05 3.02E-02 1.61E-05 5.88E-04 3.72E-11 3.05E-02 9.84E-11 2.76E-04 0.00E+00 0.00E+00 8.381E-02
1.050E-03 2.27E-02 2.55E-05 3.33E-02 1.73E-05 6.15E-04 4.33E-11 3.69E-02 1.17E-10 9.18E-05 0.00E+00 0.00E+00 9.362E-02
1.000E-03 2.36E-02 3.01E-05 3.64E-02 1.84E-05 6.56E-04 5.26E-11 4.26E-02 1.25E-10 4.65E-05 0.00E+00 0.00E+00 1.034E-01
9.800E-04 2.40E-02 3.22E-05 3.70E-02 1.83E-05 6.74E-04 5.71E-11 4.47E-02 1.29E-10 4.05E-05 0.00E+00 0.00E+00 1.065E-01
9.600E-04 2.43E-02 3.46E-05 3.69E-02 1.79E-05 6.94E-04 6.20E-11 4.68E-02 1.30E-10 3.75E-05 0.00E+00 0.00E+00 1.088E-01
9.500E-04 2.46E-02 3.58E-05 3.65E-02 1.75E-05 7.05E-04 6.47E-11 4.73E-02 1.27E-10 3.70E-05 0.00E+00 0.00E+00 1.092E-01
9.400E-04 2.48E-02 3.69E-05 3.58E-02 1.72E-05 7.16E-04 6.75E-11 4.71E-02 1.22E-10 3.71E-05 0.00E+00 0.00E+00 1.085E-01
9.200E-04 2.51E-02 3.94E-05 3.40E-02 1.65E-05 7.39E-04 7.35E-11 4.39E-02 1.01E-10 3.96E-05 0.00E+00 0.00E+00 1.039E-01
8.900E-04 2.58E-02 4.41E-05 3.02E-02 1.54E-05 7.77E-04 8.40E-11 3.47E-02 6.48E-11 5.75E-05 0.00E+00 0.00E+00 9.152E-02
8.700E-04 2.59E-02 4.71E-05 2.73E-02 1.51E-05 8.05E-04 9.20E-11 2.89E-02 4.81E-11 1.28E-04 0.00E+00 0.00E+00 8.310E-02
8.600E-04 2.62E-02 4.90E-05 2.59E-02 1.51E-05 8.19E-04 9.63E-11 2.65E-02 4.24E-11 1.92E-04 0.00E+00 0.00E+00 7.970E-02
8.500E-04 2.63E-02 5.08E-05 2.44E-02 1.51E-05 8.35E-04 1.01E-10 2.45E-02 3.78E-11 1.38E-04 0.00E+00 0.00E+00 7.626E-02
8.400E-04 2.66E-02 5.30E-05 2.28E-02 1.51E-05 8.50E-04 1.06E-10 2.23E-02 3.31E-11 9.90E-05 0.00E+00 0.00E+00 7.271E-02
8.200E-04 2.69E-02 5.65E-05 1.90E-02 1.55E-05 8.83E-04 1.16E-10 1.72E-02 2.38E-11 1.01E-04 0.00E+00 0.00E+00 6.411E-02
8.000E-04 2.72E-02 6.13E-05 1.53E-02 1.71E-05 9.19E-04 1.29E-10 1.18E-02 1.83E-11 1.47E-04 0.00E+00 0.00E+00 5.544E-02
7.900E-04 2.75E-02 6.39E-05 1.39E-02 1.84E-05 9.37E-04 1.35E-10 9.90E-03 1.97E-11 1.83E-04 0.00E+00 0.00E+00 5.249E-02
7.800E-04 2.76E-02 6.62E-05 1.28E-02 1.99E-05 9.56E-04 1.42E-10 8.05E-03 2.23E-11 2.19E-04 0.00E+00 0.00E+00 4.967E-02
7.700E-04 2.77E-02 6.87E-05 1.18E-02 2.15E-05 9.75E-04 1.50E-10 6.62E-03 2.66E-11 2.35E-04 0.00E+00 0.00E+00 4.736E-02
7.600E-04 2.77E-02 7.15E-05 1.09E-02 2.34E-05 9.95E-04 1.58E-10 5.62E-03 3.25E-11 2.19E-04 0.00E+00 0.00E+00 4.559E-02
7.500E-04 2.78E-02 7.44E-05 1.02E-02 2.54E-05 1.02E-03 1.66E-10 4.72E-03 3.95E-11 1.81E-04 0.00E+00 0.00E+00 4.397E-02
7.300E-04 2.81E-02 8.16E-05 9.01E-03 3.00E-05 1.06E-03 1.85E-10 3.96E-03 5.63E-11 1.13E-04 0.00E+00 0.00E+00 4.236E-02
7.200E-04 2.82E-02 8.49E-05 8.64E-03 3.26E-05 1.08E-03 1.96E-10 3.83E-03 6.52E-11 9.40E-05 0.00E+00 0.00E+00 4.198E-02
7.100E-04 2.83E-02 8.89E-05 8.41E-03 3.53E-05 1.11E-03 2.07E-10 3.71E-03 7.49E-11 9.21E-05 0.00E+00 0.00E+00 4.170E-02
7.000E-04 2.86E-02 9.33E-05 8.18E-03 3.80E-05 1.13E-03 2.19E-10 3.67E-03 8.49E-11 1.28E-04 0.00E+00 0.00E+00 4.181E-02
6.900E-04 2.87E-02 9.68E-05 7.86E-03 4.09E-05 1.16E-03 2.32E-10 3.65E-03 9.56E-11 7.50E-05 0.00E+00 0.00E+00 4.157E-02
6.800E-04 2.83E-02 1.01E-04 7.45E-03 4.40E-05 1.19E-03 2.46E-10 3.65E-03 1.06E-10 5.82E-05 0.00E+00 0.00E+00 4.076E-02
6.600E-04 2.84E-02 1.13E-04 6.70E-03 5.11E-05 1.25E-03 2.76E-10 3.65E-03 1.31E-10 5.57E-05 0.00E+00 0.00E+00 4.024E-02
6.400E-04 2.92E-02 1.28E-04 5.81E-03 5.96E-05 1.31E-03 3.12E-10 3.64E-03 1.58E-10 8.47E-05 0.00E+00 0.00E+00 4.025E-02
6.300E-04 2.98E-02 1.35E-04 5.42E-03 6.47E-05 1.32E-03 3.33E-10 3.63E-03 1.74E-10 1.33E-04 0.00E+00 0.00E+00 4.054E-02
6.200E-04 3.00E-02 1.41E-04 5.33E-03 7.04E-05 1.38E-03 3.54E-10 3.61E-03 1.91E-10 1.80E-04 0.00E+00 0.00E+00 4.071E-02
6.100E-04 3.03E-02 1.50E-04 5.30E-03 7.58E-05 1.42E-03 3.78E-10 3.59E-03 2.08E-10 1.31E-04 0.00E+00 0.00E+00 4.095E-02
5.900E-04 3.15E-02 1.68E-04 4.36E-03 8.83E-05 1.50E-03 4.31E-10 3.54E-03 2.50E-10 5.83E-05 0.00E+00 0.00E+00 4.122E-02
5.500E-04 3.04E-02 2.02E-04 3.23E-03 1.24E-04 1.68E-03 5.70E-10 3.49E-03 3.58E-10 4.88E-05 0.00E+00 0.00E+00 3.920E-02
