 # Polarisation optical depth (Siebenmorgen 2023, A&A 670A,115; SC 2023 doi: 10.48550/arXiv.2311.03310)
 # wel         sigp_aC     sigp_Si      sigp_dark    sigt
 #----------------------------------------------------------------------------------------
   1.000E+00   1.933E-03   1.960E-03   0.000E+00   5.241E-07
   9.000E-01   2.265E-03   2.314E-03   0.000E+00   6.191E-07
   8.000E-01   2.705E-03   2.788E-03   0.000E+00   7.468E-07
   7.000E-01   3.313E-03   3.444E-03   0.000E+00   9.209E-07
   6.000E-01   4.192E-03   4.401E-03   0.000E+00   1.177E-06
   5.500E-01   4.792E-03   5.056E-03   0.000E+00   1.353E-06
   5.000E-01   5.552E-03   5.889E-03   0.000E+00   1.573E-06
   4.500E-01   6.539E-03   6.971E-03   0.000E+00   1.864E-06
   4.000E-01   7.860E-03   8.422E-03   0.000E+00   2.248E-06
   3.500E-01   9.697E-03   1.044E-02   0.000E+00   2.793E-06
   3.000E-01   1.238E-02   1.339E-02   0.000E+00   3.572E-06
   2.500E-01   1.658E-02   1.800E-02   0.000E+00   4.797E-06
   2.098E-01   2.203E-02   2.393E-02   0.000E+00   6.377E-06
   1.500E-01   3.831E-02   4.142E-02   0.000E+00   1.105E-05
   1.382E-01   4.393E-02   4.735E-02   0.000E+00   1.266E-05
   1.320E-01   4.746E-02   5.106E-02   0.000E+00   1.366E-05
   1.150E-01   5.994E-02   6.408E-02   0.000E+00   1.717E-05
   1.000E-01   7.624E-02   8.058E-02   0.000E+00   2.165E-05
   9.970E-02   7.664E-02   8.099E-02   0.000E+00   2.176E-05
   8.670E-02   9.650E-02   1.022E-01   0.000E+00   2.745E-05
   8.500E-02   9.995E-02   1.056E-01   0.000E+00   2.838E-05
   7.500E-02   1.268E-01   1.299E-01   0.000E+00   3.516E-05
   6.000E-02   1.865E-01   1.879E-01   0.000E+00   5.115E-05
   5.500E-02   2.161E-01   2.109E-01   0.000E+00   5.840E-05
   5.000E-02   2.573E-01   2.622E-01   0.000E+00   7.089E-05
   4.500E-02   3.171E-01   3.483E-01   0.000E+00   9.044E-05
   4.000E-02   4.075E-01   4.672E-01   0.000E+00   1.181E-04
   3.500E-02   5.109E-01   7.131E-01   0.000E+00   1.664E-04
   3.000E-02   7.217E-01   1.114E+00   0.000E+00   2.482E-04
   2.750E-02   8.616E-01   1.401E+00   0.000E+00   3.070E-04
   2.500E-02   1.038E+00   1.782E+00   0.000E+00   3.850E-04
   2.400E-02   1.140E+00   1.972E+00   0.000E+00   4.243E-04
   2.000E-02   1.671E+00   3.039E+00   0.000E+00   6.439E-04
   1.800E-02   2.085E+00   3.737E+00   0.000E+00   7.995E-04
   1.600E-02   2.777E+00   4.595E+00   0.000E+00   1.011E-03
   1.500E-02   3.315E+00   5.118E+00   0.000E+00   1.151E-03
   1.400E-02   3.772E+00   5.699E+00   0.000E+00   1.302E-03
   1.200E-02   5.779E+00   7.128E+00   0.000E+00   1.750E-03
   1.000E-02   8.796E+00   9.169E+00   0.000E+00   2.439E-03
   9.000E-03   1.174E+01   1.030E+01   0.000E+00   2.953E-03
   8.000E-03   1.549E+01   1.186E+01   0.000E+00   3.644E-03
   7.500E-03   1.816E+01   1.308E+01   0.000E+00   4.135E-03
   7.000E-03   2.186E+01   1.458E+01   0.000E+00   4.787E-03
