 # Optical depth (Siebenmorgen 2023, A&A 670A,115; SC 2023 doi: 10.48550/arXiv.2311.03310)
 # wel(cm) sa_aC    ss_aC    sa_Si    ss_Si    sa_vgr   ss_vgr   sa_vsi   ss_vsi   s_pahS+B sa_Dark  ss_Dark sigt 
 # ------------------------------------------------------------------------------------------------------------- 
1.000E-02 1.08E-03 1.40E-08 1.98E-03 6.34E-09 2.83E-05 2.97E-15 2.16E-04 8.68E-15 8.36E-08 1.26E-02 1.19E-04 1.605E-02
9.000E-03 1.43E-03 2.16E-08 2.26E-03 9.41E-09 3.64E-05 4.55E-15 2.70E-04 1.32E-14 1.04E-07 1.55E-02 1.80E-04 1.964E-02
8.000E-03 1.90E-03 3.40E-08 2.62E-03 1.49E-08 4.87E-05 7.35E-15 3.46E-04 2.12E-14 1.32E-07 1.85E-02 2.83E-04 2.371E-02
7.500E-03 2.22E-03 4.45E-08 2.90E-03 1.92E-08 5.74E-05 9.57E-15 3.97E-04 2.75E-14 1.51E-07 2.10E-02 3.66E-04 2.698E-02
7.000E-03 2.69E-03 5.82E-08 3.25E-03 2.51E-08 6.89E-05 1.27E-14 4.60E-04 3.62E-14 1.74E-07 2.38E-02 4.76E-04 3.071E-02
6.000E-03 3.86E-03 1.06E-07 4.17E-03 4.58E-08 1.06E-04 2.39E-14 6.40E-04 6.71E-14 2.40E-07 3.11E-02 8.66E-04 4.074E-02
5.000E-03 5.50E-03 2.07E-07 5.93E-03 9.32E-08 1.86E-04 5.07E-14 9.43E-04 1.38E-13 3.54E-07 4.22E-02 1.75E-03 5.653E-02
4.500E-03 6.77E-03 3.00E-07 7.25E-03 1.39E-07 2.63E-04 7.82E-14 1.18E-03 2.10E-13 4.45E-07 5.08E-02 2.62E-03 6.883E-02
4.000E-03 8.06E-03 4.46E-07 9.04E-03 2.08E-07 3.85E-04 1.25E-13 1.50E-03 3.33E-13 5.81E-07 6.16E-02 4.08E-03 8.465E-02
3.500E-03 9.74E-03 7.06E-07 1.12E-02 3.29E-07 5.35E-04 1.99E-13 1.96E-03 5.60E-13 8.01E-07 7.71E-02 6.73E-03 1.072E-01
3.000E-03 1.20E-02 1.17E-06 1.37E-02 5.28E-07 5.65E-04 3.12E-13 2.68E-03 1.02E-12 1.22E-06 9.99E-02 1.17E-02 1.405E-01
2.750E-03 1.32E-02 1.53E-06 1.50E-02 6.81E-07 4.87E-04 4.01E-13 3.22E-03 1.43E-12 1.65E-06 1.14E-01 1.55E-02 1.619E-01
2.500E-03 1.42E-02 2.04E-06 1.65E-02 8.92E-07 3.84E-04 5.52E-13 3.95E-03 2.05E-12 2.74E-06 1.31E-01 2.09E-02 1.871E-01
2.400E-03 1.47E-02 2.33E-06 1.70E-02 1.00E-06 3.44E-04 6.41E-13 4.31E-03 2.38E-12 3.84E-06 1.39E-01 2.34E-02 1.986E-01
2.350E-03 1.51E-02 2.49E-06 1.74E-02 1.06E-06 3.25E-04 6.94E-13 4.51E-03 2.58E-12 4.55E-06 1.43E-01 2.47E-02 2.048E-01
2.320E-03 1.52E-02 2.59E-06 1.76E-02 1.10E-06 3.15E-04 7.29E-13 4.63E-03 2.70E-12 4.90E-06 1.45E-01 2.55E-02 2.085E-01
2.310E-03 1.53E-02 2.63E-06 1.76E-02 1.12E-06 3.11E-04 7.41E-13 4.67E-03 2.74E-12 4.98E-06 1.46E-01 2.58E-02 2.097E-01
2.300E-03 1.54E-02 2.66E-06 1.77E-02 1.13E-06 3.08E-04 7.53E-13 4.71E-03 2.78E-12 5.06E-06 1.47E-01 2.61E-02 2.109E-01
2.250E-03 1.56E-02 2.84E-06 1.81E-02 1.20E-06 2.91E-04 8.21E-13 4.95E-03 3.02E-12 5.27E-06 1.51E-01 2.76E-02 2.175E-01
2.200E-03 1.59E-02 3.04E-06 1.85E-02 1.28E-06 2.75E-04 8.96E-13 5.23E-03 3.27E-12 5.53E-06 1.55E-01 2.90E-02 2.240E-01
2.150E-03 1.62E-02 3.27E-06 1.90E-02 1.36E-06 2.61E-04 9.82E-13 5.49E-03 3.54E-12 6.05E-06 1.59E-01 3.04E-02 2.306E-01
2.120E-03 1.64E-02 3.42E-06 1.93E-02 1.41E-06 2.53E-04 1.04E-12 5.66E-03 3.71E-12 6.30E-06 1.62E-01 3.13E-02 2.346E-01
2.110E-03 1.64E-02 3.46E-06 1.94E-02 1.42E-06 2.50E-04 1.06E-12 5.72E-03 3.77E-12 6.34E-06 1.62E-01 3.16E-02 2.359E-01
2.100E-03 1.65E-02 3.51E-06 1.95E-02 1.44E-06 2.48E-04 1.08E-12 5.79E-03 3.83E-12 6.35E-06 1.63E-01 3.18E-02 2.372E-01
2.080E-03 1.66E-02 3.60E-06 1.96E-02 1.47E-06 2.43E-04 1.12E-12 5.91E-03 3.95E-12 6.31E-06 1.65E-01 3.23E-02 2.394E-01
2.000E-03 1.68E-02 4.06E-06 2.03E-02 1.59E-06 2.25E-04 1.31E-12 6.48E-03 4.49E-12 6.00E-06 1.71E-01 3.46E-02 2.492E-01
1.950E-03 1.71E-02 4.41E-06 2.05E-02 1.64E-06 2.16E-04 1.46E-12 6.86E-03 4.75E-12 6.46E-06 1.74E-01 3.55E-02 2.539E-01
1.900E-03 1.74E-02 4.81E-06 2.07E-02 1.69E-06 2.07E-04 1.62E-12 7.15E-03 4.97E-12 7.81E-06 1.76E-01 3.62E-02 2.574E-01
1.850E-03 1.78E-02 5.26E-06 2.05E-02 1.71E-06 1.99E-04 1.80E-12 7.31E-03 5.11E-12 1.01E-05 1.76E-01 3.66E-02 2.586E-01
1.830E-03 1.80E-02 5.44E-06 2.04E-02 1.71E-06 1.97E-04 1.88E-12 7.33E-03 5.13E-12 1.09E-05 1.76E-01 3.67E-02 2.585E-01
1.820E-03 1.80E-02 5.53E-06 2.03E-02 1.71E-06 1.95E-04 1.93E-12 7.33E-03 5.14E-12 1.11E-05 1.76E-01 3.68E-02 2.582E-01
1.810E-03 1.81E-02 5.63E-06 2.02E-02 1.70E-06 1.94E-04 1.97E-12 7.31E-03 5.16E-12 1.13E-05 1.75E-01 3.69E-02 2.579E-01
1.800E-03 1.82E-02 5.74E-06 2.01E-02 1.70E-06 1.93E-04 2.02E-12 7.30E-03 5.17E-12 1.14E-05 1.75E-01 3.70E-02 2.576E-01
1.750E-03 1.86E-02 6.28E-06 1.92E-02 1.66E-06 1.87E-04 2.26E-12 7.11E-03 5.19E-12 1.16E-05 1.72E-01 3.74E-02 2.550E-01
1.700E-03 1.88E-02 6.88E-06 1.78E-02 1.59E-06 1.83E-04 2.55E-12 6.76E-03 5.23E-12 1.42E-05 1.69E-01 3.83E-02 2.507E-01
1.670E-03 1.91E-02 7.32E-06 1.67E-02 1.54E-06 1.80E-04 2.74E-12 6.51E-03 5.29E-12 1.68E-05 1.67E-01 3.92E-02 2.486E-01
1.650E-03 1.93E-02 7.64E-06 1.58E-02 1.52E-06 1.79E-04 2.88E-12 6.31E-03 5.35E-12 1.77E-05 1.66E-01 3.99E-02 2.473E-01
1.640E-03 1.95E-02 7.79E-06 1.54E-02 1.51E-06 1.79E-04 2.95E-12 6.21E-03 5.39E-12 1.77E-05 1.65E-01 4.02E-02 2.464E-01
1.630E-03 1.96E-02 7.95E-06 1.49E-02 1.50E-06 1.78E-04 3.02E-12 6.11E-03 5.43E-12 1.73E-05 1.64E-01 4.06E-02 2.456E-01
1.610E-03 1.98E-02 8.26E-06 1.39E-02 1.50E-06 1.77E-04 3.18E-12 5.90E-03 5.56E-12 1.62E-05 1.63E-01 4.16E-02 2.442E-01
1.600E-03 1.99E-02 8.43E-06 1.33E-02 1.50E-06 1.77E-04 3.26E-12 5.79E-03 5.64E-12 1.57E-05 1.62E-01 4.21E-02 2.436E-01
1.590E-03 2.00E-02 8.61E-06 1.28E-02 1.51E-06 1.76E-04 3.35E-12 5.69E-03 5.72E-12 1.53E-05 1.62E-01 4.27E-02 2.430E-01
1.580E-03 2.01E-02 8.78E-06 1.22E-02 1.53E-06 1.76E-04 3.43E-12 5.59E-03 5.82E-12 1.50E-05 1.61E-01 4.33E-02 2.425E-01
1.570E-03 2.01E-02 8.95E-06 1.17E-02 1.56E-06 1.76E-04 3.52E-12 5.48E-03 5.93E-12 1.48E-05 1.61E-01 4.40E-02 2.420E-01
1.560E-03 2.02E-02 9.16E-06 1.12E-02 1.60E-06 1.76E-04 3.62E-12 5.38E-03 6.05E-12 1.45E-05 1.60E-01 4.47E-02 2.419E-01
1.540E-03 2.05E-02 9.54E-06 1.02E-02 1.72E-06 1.75E-04 3.81E-12 5.18E-03 6.33E-12 1.41E-05 1.60E-01 4.62E-02 2.419E-01
1.520E-03 2.07E-02 9.91E-06 9.51E-03 1.89E-06 1.75E-04 4.02E-12 4.99E-03 6.69E-12 1.49E-05 1.59E-01 4.79E-02 2.421E-01
1.510E-03 2.08E-02 1.01E-05 9.24E-03 1.99E-06 1.75E-04 4.13E-12 4.90E-03 6.88E-12 1.54E-05 1.58E-01 4.89E-02 2.424E-01
1.500E-03 2.08E-02 1.03E-05 9.03E-03 2.09E-06 1.75E-04 4.24E-12 4.82E-03 7.10E-12 1.55E-05 1.58E-01 4.99E-02 2.429E-01
1.450E-03 2.12E-02 1.15E-05 8.61E-03 2.72E-06 1.76E-04 4.87E-12 4.43E-03 8.58E-12 1.97E-05 1.59E-01 5.68E-02 2.499E-01
1.440E-03 2.13E-02 1.18E-05 8.61E-03 2.85E-06 1.77E-04 5.01E-12 4.37E-03 8.97E-12 2.18E-05 1.59E-01 5.83E-02 2.520E-01
1.430E-03 2.14E-02 1.20E-05 8.60E-03 2.99E-06 1.77E-04 5.15E-12 4.35E-03 9.44E-12 2.36E-05 1.60E-01 6.02E-02 2.550E-01
1.420E-03 2.15E-02 1.23E-05 8.59E-03 3.13E-06 1.77E-04 5.30E-12 4.34E-03 9.93E-12 2.45E-05 1.61E-01 6.21E-02 2.580E-01
1.400E-03 2.17E-02 1.29E-05 8.60E-03 3.43E-06 1.78E-04 5.62E-12 4.37E-03 1.10E-11 2.68E-05 1.65E-01 6.61E-02 2.655E-01
1.380E-03 2.19E-02 1.35E-05 8.60E-03 3.76E-06 1.80E-04 5.95E-12 4.49E-03 1.23E-11 3.39E-05 1.69E-01 7.01E-02 2.740E-01
1.370E-03 2.20E-02 1.38E-05 8.62E-03 3.94E-06 1.80E-04 6.13E-12 4.62E-03 1.30E-11 4.04E-05 1.71E-01 7.21E-02 2.788E-01
1.360E-03 2.21E-02 1.42E-05 8.63E-03 4.12E-06 1.81E-04 6.32E-12 4.75E-03 1.38E-11 4.68E-05 1.74E-01 7.40E-02 2.838E-01
1.350E-03 2.23E-02 1.45E-05 8.66E-03 4.32E-06 1.82E-04 6.51E-12 4.89E-03 1.45E-11 5.01E-05 1.77E-01 7.58E-02 2.888E-01
1.340E-03 2.25E-02 1.49E-05 8.69E-03 4.53E-06 1.83E-04 6.71E-12 5.06E-03 1.53E-11 5.43E-05 1.80E-01 7.74E-02 2.936E-01
1.330E-03 2.26E-02 1.53E-05 8.74E-03 4.76E-06 1.84E-04 6.92E-12 5.24E-03 1.61E-11 6.30E-05 1.82E-01 7.89E-02 2.982E-01
1.320E-03 2.27E-02 1.56E-05 8.80E-03 4.99E-06 1.85E-04 7.13E-12 5.42E-03 1.69E-11 7.78E-05 1.85E-01 8.04E-02 3.029E-01
1.310E-03 2.29E-02 1.60E-05 8.88E-03 5.24E-06 1.86E-04 7.35E-12 5.61E-03 1.78E-11 1.02E-04 1.88E-01 8.17E-02 3.074E-01
1.290E-03 2.30E-02 1.67E-05 9.09E-03 5.80E-06 1.88E-04 7.83E-12 6.02E-03 1.96E-11 2.11E-04 1.93E-01 8.44E-02 3.163E-01
1.280E-03 2.30E-02 1.71E-05 9.21E-03 6.10E-06 1.89E-04 8.08E-12 6.28E-03 2.05E-11 3.09E-04 1.96E-01 8.57E-02 3.209E-01
1.270E-03 2.31E-02 1.75E-05 9.27E-03 6.42E-06 1.90E-04 8.34E-12 6.53E-03 2.16E-11 3.74E-04 1.99E-01 8.69E-02 3.256E-01
1.260E-03 2.32E-02 1.80E-05 9.40E-03 6.81E-06 1.92E-04 8.61E-12 6.80E-03 2.26E-11 3.22E-04 2.02E-01 8.79E-02 3.299E-01
1.250E-03 2.33E-02 1.85E-05 9.59E-03 7.22E-06 1.93E-04 8.89E-12 7.07E-03 2.36E-11 2.38E-04 2.05E-01 8.88E-02 3.339E-01
1.220E-03 2.38E-02 2.01E-05 1.09E-02 8.93E-06 1.97E-04 9.81E-12 7.93E-03 2.71E-11 1.86E-04 2.13E-01 9.14E-02 3.477E-01
1.210E-03 2.39E-02 2.06E-05 1.19E-02 9.61E-06 1.98E-04 1.01E-11 8.27E-03 2.83E-11 2.14E-04 2.16E-01 9.20E-02 3.524E-01
1.200E-03 2.40E-02 2.12E-05 1.31E-02 1.03E-05 2.00E-04 1.05E-11 8.63E-03 2.97E-11 2.36E-04 2.19E-01 9.26E-02 3.575E-01
1.190E-03 2.42E-02 2.18E-05 1.45E-02 1.09E-05 2.01E-04 1.09E-11 9.01E-03 3.11E-11 2.36E-04 2.22E-01 9.32E-02 3.629E-01
1.180E-03 2.43E-02 2.24E-05 1.59E-02 1.14E-05 2.03E-04 1.12E-11 9.39E-03 3.23E-11 2.35E-04 2.24E-01 9.34E-02 3.674E-01
1.170E-03 2.45E-02 2.30E-05 1.71E-02 1.18E-05 2.05E-04 1.17E-11 9.79E-03 3.37E-11 2.61E-04 2.26E-01 9.36E-02 3.720E-01
1.160E-03 2.47E-02 2.37E-05 1.83E-02 1.21E-05 2.07E-04 1.21E-11 1.02E-02 3.51E-11 3.36E-04 2.29E-01 9.38E-02 3.761E-01
1.150E-03 2.48E-02 2.42E-05 1.92E-02 1.25E-05 2.91E-04 1.20E-11 1.05E-02 3.65E-11 4.90E-04 2.31E-01 9.39E-02 3.799E-01
1.140E-03 2.48E-02 2.48E-05 2.01E-02 1.27E-05 2.16E-04 1.28E-11 1.10E-02 3.81E-11 7.38E-04 2.33E-01 9.41E-02 3.837E-01
1.130E-03 2.49E-02 2.55E-05 2.09E-02 1.30E-05 2.16E-04 1.33E-11 1.14E-02 3.99E-11 9.00E-04 2.35E-01 9.43E-02 3.876E-01
1.120E-03 2.50E-02 2.62E-05 2.16E-02 1.33E-05 2.17E-04 1.38E-11 1.19E-02 4.16E-11 7.25E-04 2.37E-01 9.44E-02 3.909E-01
1.110E-03 2.51E-02 2.70E-05 2.23E-02 1.36E-05 2.19E-04 1.43E-11 1.24E-02 4.34E-11 4.61E-04 2.39E-01 9.43E-02 3.939E-01
1.090E-03 2.53E-02 2.86E-05 2.36E-02 1.42E-05 2.24E-04 1.54E-11 1.34E-02 4.72E-11 1.91E-04 2.43E-01 9.42E-02 3.999E-01
1.050E-03 2.58E-02 3.26E-05 2.61E-02 1.53E-05 2.34E-04 1.79E-11 1.63E-02 5.61E-11 6.32E-05 2.51E-01 9.21E-02 4.112E-01
1.000E-03 2.68E-02 3.85E-05 2.85E-02 1.63E-05 2.50E-04 2.18E-11 1.88E-02 6.00E-11 3.17E-05 2.50E-01 8.51E-02 4.095E-01
9.800E-04 2.72E-02 4.13E-05 2.90E-02 1.62E-05 2.57E-04 2.36E-11 1.97E-02 6.18E-11 2.74E-05 2.49E-01 8.26E-02 4.082E-01
9.600E-04 2.76E-02 4.43E-05 2.89E-02 1.58E-05 2.64E-04 2.57E-11 2.06E-02 6.22E-11 2.53E-05 2.47E-01 7.89E-02 4.035E-01
9.500E-04 2.79E-02 4.58E-05 2.86E-02 1.55E-05 2.68E-04 2.68E-11 2.08E-02 6.09E-11 2.50E-05 2.45E-01 7.62E-02 3.988E-01
9.400E-04 2.81E-02 4.73E-05 2.80E-02 1.52E-05 2.72E-04 2.79E-11 2.08E-02 5.83E-11 2.50E-05 2.41E-01 7.31E-02 3.916E-01
9.200E-04 2.85E-02 5.05E-05 2.67E-02 1.46E-05 2.81E-04 3.05E-11 1.94E-02 4.85E-11 2.67E-05 2.30E-01 6.63E-02 3.714E-01
8.900E-04 2.92E-02 5.64E-05 2.36E-02 1.36E-05 2.96E-04 3.48E-11 1.53E-02 3.11E-11 3.91E-05 2.09E-01 5.81E-02 3.359E-01
8.700E-04 2.94E-02 6.03E-05 2.14E-02 1.34E-05 3.06E-04 3.81E-11 1.27E-02 2.31E-11 8.79E-05 1.96E-01 5.56E-02 3.161E-01
8.600E-04 2.97E-02 6.27E-05 2.03E-02 1.34E-05 3.12E-04 3.99E-11 1.17E-02 2.04E-11 1.33E-04 1.92E-01 5.54E-02 3.091E-01
8.500E-04 2.99E-02 6.50E-05 1.91E-02 1.33E-05 3.18E-04 4.18E-11 1.08E-02 1.82E-11 9.47E-05 1.87E-01 5.51E-02 3.021E-01
8.400E-04 3.02E-02 6.78E-05 1.79E-02 1.33E-05 3.23E-04 4.38E-11 9.84E-03 1.59E-11 6.78E-05 1.82E-01 5.49E-02 2.950E-01
8.200E-04 3.05E-02 7.24E-05 1.49E-02 1.37E-05 3.36E-04 4.82E-11 7.59E-03 1.14E-11 6.90E-05 1.69E-01 5.49E-02 2.771E-01
8.000E-04 3.09E-02 7.85E-05 1.20E-02 1.51E-05 3.50E-04 5.32E-11 5.19E-03 8.80E-12 1.01E-04 1.55E-01 5.86E-02 2.624E-01
7.900E-04 3.12E-02 8.18E-05 1.09E-02 1.63E-05 3.56E-04 5.60E-11 4.36E-03 9.48E-12 1.26E-04 1.51E-01 6.28E-02 2.613E-01
7.800E-04 3.13E-02 8.47E-05 1.00E-02 1.76E-05 3.64E-04 5.89E-11 3.55E-03 1.07E-11 1.51E-04 1.47E-01 6.75E-02 2.602E-01
7.700E-04 3.14E-02 8.79E-05 9.23E-03 1.91E-05 3.71E-04 6.20E-11 2.92E-03 1.28E-11 1.62E-04 1.44E-01 7.31E-02 2.613E-01
7.600E-04 3.15E-02 9.15E-05 8.56E-03 2.07E-05 3.78E-04 6.53E-11 2.48E-03 1.56E-11 1.51E-04 1.42E-01 7.93E-02 2.648E-01
7.500E-04 3.15E-02 9.53E-05 7.97E-03 2.24E-05 3.86E-04 6.88E-11 2.08E-03 1.90E-11 1.25E-04 1.41E-01 8.61E-02 2.692E-01
7.300E-04 3.19E-02 1.04E-04 7.06E-03 2.65E-05 4.03E-04 7.67E-11 1.74E-03 2.70E-11 7.71E-05 1.42E-01 9.94E-02 2.830E-01
7.200E-04 3.20E-02 1.09E-04 6.77E-03 2.88E-05 4.12E-04 8.10E-11 1.69E-03 3.13E-11 6.41E-05 1.43E-01 1.05E-01 2.894E-01
7.100E-04 3.21E-02 1.14E-04 6.59E-03 3.12E-05 4.22E-04 8.56E-11 1.64E-03 3.60E-11 6.27E-05 1.44E-01 1.11E-01 2.965E-01
7.000E-04 3.24E-02 1.19E-04 6.41E-03 3.36E-05 4.31E-04 9.06E-11 1.62E-03 4.07E-11 8.74E-05 1.46E-01 1.17E-01 3.039E-01
6.900E-04 3.26E-02 1.24E-04 6.16E-03 3.61E-05 4.41E-04 9.59E-11 1.61E-03 4.59E-11 5.07E-05 1.47E-01 1.22E-01 3.098E-01
6.800E-04 3.21E-02 1.29E-04 5.84E-03 3.89E-05 4.52E-04 1.02E-10 1.61E-03 5.11E-11 3.91E-05 1.47E-01 1.28E-01 3.148E-01
6.600E-04 3.23E-02 1.45E-04 5.26E-03 4.52E-05 4.74E-04 1.14E-10 1.61E-03 6.28E-11 3.72E-05 1.50E-01 1.40E-01 3.300E-01
6.400E-04 3.32E-02 1.64E-04 4.56E-03 5.27E-05 4.98E-04 1.29E-10 1.61E-03 7.61E-11 5.73E-05 1.54E-01 1.51E-01 3.452E-01
6.300E-04 3.39E-02 1.73E-04 4.25E-03 5.72E-05 5.04E-04 1.38E-10 1.60E-03 8.35E-11 9.05E-05 1.56E-01 1.55E-01 3.519E-01
6.200E-04 3.41E-02 1.81E-04 4.18E-03 6.22E-05 5.25E-04 1.47E-10 1.59E-03 9.15E-11 1.24E-04 1.57E-01 1.61E-01 3.580E-01
6.100E-04 3.44E-02 1.92E-04 4.16E-03 6.70E-05 5.39E-04 1.57E-10 1.58E-03 1.00E-10 8.90E-05 1.58E-01 1.66E-01 3.649E-01
5.900E-04 3.58E-02 2.15E-04 3.42E-03 7.80E-05 5.69E-04 1.79E-10 1.56E-03 1.20E-10 3.87E-05 1.62E-01 1.75E-01 3.785E-01
5.500E-04 3.46E-02 2.59E-04 2.53E-03 1.10E-04 6.38E-04 2.36E-10 1.54E-03 1.72E-10 3.18E-05 1.61E-01 2.00E-01 4.002E-01
