 # Polarisation optical depth (Siebenmorgen 2023, A&A 670A,115; SC 2023 doi: 10.48550/arXiv.2311.03310)
 # wel         sigp_aC     sigp_Si      sigp_dark    sigt
 #----------------------------------------------------------------------------------------
   1.000E+00   1.781E-04   2.596E-04   0.000E+00   6.174E-06
   9.000E-01   2.087E-04   3.065E-04   0.000E+00   7.204E-06
   8.000E-01   2.492E-04   3.692E-04   0.000E+00   8.566E-06
   7.000E-01   3.052E-04   4.561E-04   0.000E+00   1.042E-05
   6.000E-01   3.863E-04   5.828E-04   0.000E+00   1.309E-05
   5.500E-01   4.416E-04   6.695E-04   0.000E+00   1.490E-05
   5.000E-01   5.116E-04   7.798E-04   0.000E+00   1.717E-05
   4.500E-01   6.025E-04   9.231E-04   0.000E+00   2.012E-05
   4.000E-01   7.242E-04   1.115E-03   0.000E+00   2.400E-05
   3.500E-01   8.935E-04   1.383E-03   0.000E+00   2.939E-05
   3.000E-01   1.141E-03   1.774E-03   0.000E+00   3.713E-05
   2.500E-01   1.528E-03   2.384E-03   0.000E+00   4.910E-05
   2.098E-01   2.030E-03   3.169E-03   0.000E+00   6.438E-05
   1.500E-01   3.529E-03   5.484E-03   0.000E+00   1.088E-04
   1.382E-01   4.048E-03   6.271E-03   0.000E+00   1.240E-04
   1.320E-01   4.373E-03   6.761E-03   0.000E+00   1.334E-04
   1.150E-01   5.523E-03   8.485E-03   0.000E+00   1.663E-04
   1.000E-01   7.025E-03   1.067E-02   0.000E+00   2.085E-04
   9.970E-02   7.062E-03   1.072E-02   0.000E+00   2.095E-04
   8.670E-02   8.891E-03   1.353E-02   0.000E+00   2.612E-04
   8.500E-02   9.210E-03   1.398E-02   0.000E+00   2.702E-04
   7.500E-02   1.169E-02   1.720E-02   0.000E+00   3.371E-04
   6.000E-02   1.719E-02   2.489E-02   0.000E+00   4.814E-04
   5.500E-02   1.991E-02   2.793E-02   0.000E+00   5.544E-04
   5.000E-02   2.371E-02   3.471E-02   0.000E+00   6.604E-04
   4.500E-02   2.922E-02   4.612E-02   0.000E+00   8.137E-04
   4.000E-02   3.754E-02   6.186E-02   0.000E+00   1.031E-03
   3.500E-02   4.707E-02   9.443E-02   0.000E+00   1.308E-03
   3.000E-02   6.650E-02   1.475E-01   0.000E+00   1.831E-03
   2.750E-02   7.939E-02   1.856E-01   0.000E+00   2.170E-03
   2.500E-02   9.564E-02   2.360E-01   0.000E+00   2.628E-03
   2.400E-02   1.051E-01   2.611E-01   0.000E+00   2.844E-03
   2.000E-02   1.540E-01   4.024E-01   0.000E+00   4.090E-03
   1.800E-02   1.921E-01   4.949E-01   0.000E+00   5.040E-03
   1.600E-02   2.559E-01   6.085E-01   0.000E+00   6.361E-03
   1.500E-02   3.054E-01   6.777E-01   0.000E+00   7.227E-03
   1.400E-02   3.475E-01   7.547E-01   0.000E+00   8.088E-03
   1.200E-02   5.325E-01   9.440E-01   0.000E+00   1.090E-02
   1.000E-02   8.105E-01   1.214E+00   0.000E+00   1.505E-02
   9.000E-03   1.082E+00   1.364E+00   0.000E+00   1.835E-02
   8.000E-03   1.427E+00   1.571E+00   0.000E+00   2.210E-02
   7.500E-03   1.673E+00   1.732E+00   0.000E+00   2.511E-02
   7.000E-03   2.014E+00   1.930E+00   0.000E+00   2.854E-02
   6.000E-03   2.859E+00   2.443E+00   0.000E+00   3.779E-02
   5.000E-03   3.972E+00   3.388E+00   0.000E+00   5.253E-02
   4.500E-03   4.778E+00   4.046E+00   0.000E+00   6.401E-02
   4.000E-03   5.501E+00   4.782E+00   0.000E+00   7.889E-02
   3.500E-03   6.409E+00   5.534E+00   0.000E+00   9.996E-02
   3.000E-03   7.464E+00   6.105E+00   0.000E+00   1.307E-01
   2.750E-03   7.877E+00   6.252E+00   0.000E+00   1.503E-01
   2.500E-03   8.137E+00   6.318E+00   0.000E+00   1.736E-01
   2.400E-03   8.310E+00   6.326E+00   0.000E+00   1.841E-01
   2.350E-03   8.412E+00   6.334E+00   0.000E+00   1.899E-01
   2.320E-03   8.457E+00   6.340E+00   0.000E+00   1.933E-01
   2.310E-03   8.473E+00   6.344E+00   0.000E+00   1.944E-01
   2.300E-03   8.490E+00   6.342E+00   0.000E+00   1.956E-01
   2.250E-03   8.538E+00   6.361E+00   0.000E+00   2.017E-01
   2.200E-03   8.589E+00   6.373E+00   0.000E+00   2.078E-01
   2.150E-03   8.674E+00   6.370E+00   0.000E+00   2.140E-01
   2.120E-03   8.723E+00   6.339E+00   0.000E+00   2.178E-01
   2.110E-03   8.731E+00   6.330E+00   0.000E+00   2.190E-01
   2.100E-03   8.733E+00   6.315E+00   0.000E+00   2.202E-01
   2.080E-03   8.722E+00   6.273E+00   0.000E+00   2.224E-01
   2.000E-03   8.719E+00   6.080E+00   0.000E+00   2.318E-01
   1.950E-03   8.774E+00   5.866E+00   0.000E+00   2.364E-01
   1.900E-03   8.884E+00   5.581E+00   0.000E+00   2.397E-01
   1.850E-03   8.991E+00   5.220E+00   0.000E+00   2.408E-01
   1.830E-03   9.039E+00   5.054E+00   0.000E+00   2.407E-01
   1.820E-03   9.043E+00   4.966E+00   0.000E+00   2.404E-01
   1.810E-03   9.058E+00   4.874E+00   0.000E+00   2.401E-01
   1.800E-03   9.080E+00   4.785E+00   0.000E+00   2.397E-01
   1.750E-03   9.181E+00   4.273E+00   0.000E+00   2.369E-01
   1.700E-03   9.195E+00   3.726E+00   0.000E+00   2.322E-01
   1.670E-03   9.293E+00   3.397E+00   0.000E+00   2.296E-01
   1.650E-03   9.385E+00   3.181E+00   0.000E+00   2.279E-01
   1.640E-03   9.413E+00   3.076E+00   0.000E+00   2.269E-01
   1.630E-03   9.442E+00   2.971E+00   0.000E+00   2.259E-01
   1.610E-03   9.482E+00   2.769E+00   0.000E+00   2.240E-01
   1.600E-03   9.509E+00   2.671E+00   0.000E+00   2.232E-01
   1.590E-03   9.537E+00   2.577E+00   0.000E+00   2.223E-01
   1.580E-03   9.558E+00   2.489E+00   0.000E+00   2.216E-01
   1.570E-03   9.558E+00   2.406E+00   0.000E+00   2.208E-01
   1.560E-03   9.600E+00   2.333E+00   0.000E+00   2.204E-01
   1.540E-03   9.679E+00   2.215E+00   0.000E+00   2.199E-01
   1.520E-03   9.684E+00   2.142E+00   0.000E+00   2.195E-01
   1.510E-03   9.685E+00   2.124E+00   0.000E+00   2.196E-01
   1.500E-03   9.670E+00   2.116E+00   0.000E+00   2.199E-01
   1.450E-03   9.729E+00   2.189E+00   0.000E+00   2.254E-01
   1.440E-03   9.751E+00   2.217E+00   0.000E+00   2.272E-01
   1.430E-03   9.771E+00   2.241E+00   0.000E+00   2.298E-01
   1.420E-03   9.789E+00   2.263E+00   0.000E+00   2.325E-01
   1.400E-03   9.849E+00   2.314E+00   0.000E+00   2.391E-01
   1.380E-03   9.894E+00   2.363E+00   0.000E+00   2.468E-01
   1.370E-03   9.914E+00   2.390E+00   0.000E+00   2.511E-01
   1.360E-03   9.950E+00   2.417E+00   0.000E+00   2.556E-01
   1.350E-03   9.995E+00   2.451E+00   0.000E+00   2.602E-01
   1.340E-03   1.003E+01   2.484E+00   0.000E+00   2.646E-01
   1.330E-03   1.006E+01   2.525E+00   0.000E+00   2.689E-01
