 # Polarisation optical depth (Siebenmorgen 2023, A&A 670A,115; SC 2023 doi: 10.48550/arXiv.2311.03310)
 # wel         sigp_aC     sigp_Si      sigp_dark    sigt
 #----------------------------------------------------------------------------------------
   1.000E+00   2.016E-04   2.551E-04   0.000E+00   3.063E-06
   9.000E-01   2.362E-04   3.012E-04   0.000E+00   3.573E-06
   8.000E-01   2.821E-04   3.628E-04   0.000E+00   4.249E-06
   7.000E-01   3.455E-04   4.482E-04   0.000E+00   5.169E-06
   6.000E-01   4.373E-04   5.728E-04   0.000E+00   6.495E-06
   5.500E-01   4.998E-04   6.580E-04   0.000E+00   7.393E-06
   5.000E-01   5.791E-04   7.663E-04   0.000E+00   8.519E-06
   4.500E-01   6.820E-04   9.071E-04   0.000E+00   9.978E-06
   4.000E-01   8.198E-04   1.096E-03   0.000E+00   1.191E-05
   3.500E-01   1.011E-03   1.359E-03   0.000E+00   1.458E-05
   3.000E-01   1.291E-03   1.743E-03   0.000E+00   1.842E-05
   2.500E-01   1.730E-03   2.342E-03   0.000E+00   2.436E-05
   2.098E-01   2.298E-03   3.114E-03   0.000E+00   3.194E-05
   1.500E-01   3.995E-03   5.390E-03   0.000E+00   5.400E-05
   1.382E-01   4.582E-03   6.162E-03   0.000E+00   6.151E-05
   1.320E-01   4.950E-03   6.644E-03   0.000E+00   6.616E-05
   1.150E-01   6.252E-03   8.339E-03   0.000E+00   8.251E-05
   1.000E-01   7.951E-03   1.049E-02   0.000E+00   1.034E-04
   9.970E-02   7.993E-03   1.054E-02   0.000E+00   1.039E-04
   8.670E-02   1.006E-02   1.330E-02   0.000E+00   1.296E-04
   8.500E-02   1.042E-02   1.374E-02   0.000E+00   1.340E-04
   7.500E-02   1.323E-02   1.691E-02   0.000E+00   1.673E-04
   6.000E-02   1.946E-02   2.446E-02   0.000E+00   2.389E-04
   5.500E-02   2.254E-02   2.744E-02   0.000E+00   2.752E-04
   5.000E-02   2.683E-02   3.411E-02   0.000E+00   3.277E-04
   4.500E-02   3.307E-02   4.532E-02   0.000E+00   4.038E-04
   4.000E-02   4.250E-02   6.079E-02   0.000E+00   5.116E-04
   3.500E-02   5.328E-02   9.280E-02   0.000E+00   6.489E-04
   3.000E-02   7.527E-02   1.449E-01   0.000E+00   9.081E-04
   2.750E-02   8.986E-02   1.823E-01   0.000E+00   1.076E-03
   2.500E-02   1.083E-01   2.320E-01   0.000E+00   1.303E-03
