 # Optical depth (Siebenmorgen 2023, A&A 670A,115; SC 2023 doi: 10.48550/arXiv.2311.03310)
 # wel(cm) sa_aC    ss_aC    sa_Si    ss_Si    sa_vgr   ss_vgr   sa_vsi   ss_vsi   s_pahS+B sa_Dark  ss_Dark sigt 
 # ------------------------------------------------------------------------------------------------------------- 
2.200E-03 2.28E-02 4.28E-06 1.50E-02 1.02E-06 3.61E-04 1.16E-12 5.92E-03 3.65E-12 4.32E-06 1.12E-01 2.05E-02 1.763E-01
2.150E-03 2.32E-02 4.60E-06 1.55E-02 1.08E-06 3.42E-04 1.27E-12 6.21E-03 3.94E-12 4.72E-06 1.15E-01 2.15E-02 1.813E-01
2.120E-03 2.35E-02 4.80E-06 1.57E-02 1.12E-06 3.31E-04 1.34E-12 6.41E-03 4.13E-12 4.92E-06 1.16E-01 2.21E-02 1.845E-01
2.110E-03 2.36E-02 4.86E-06 1.57E-02 1.13E-06 3.28E-04 1.37E-12 6.48E-03 4.20E-12 4.95E-06 1.17E-01 2.23E-02 1.855E-01
2.100E-03 2.37E-02 4.93E-06 1.58E-02 1.14E-06 3.25E-04 1.39E-12 6.55E-03 4.27E-12 4.96E-06 1.18E-01 2.25E-02 1.865E-01
2.080E-03 2.38E-02 5.06E-06 1.59E-02 1.16E-06 3.18E-04 1.45E-12 6.69E-03 4.40E-12 4.92E-06 1.19E-01 2.29E-02 1.882E-01
2.000E-03 2.42E-02 5.71E-06 1.65E-02 1.26E-06 2.95E-04 1.69E-12 7.34E-03 5.00E-12 4.70E-06 1.23E-01 2.45E-02 1.957E-01
1.950E-03 2.45E-02 6.19E-06 1.67E-02 1.31E-06 2.83E-04 1.88E-12 7.76E-03 5.30E-12 5.06E-06 1.25E-01 2.51E-02 1.995E-01
1.900E-03 2.50E-02 6.76E-06 1.68E-02 1.34E-06 2.71E-04 2.09E-12 8.09E-03 5.54E-12 6.10E-06 1.27E-01 2.56E-02 2.024E-01
1.850E-03 2.55E-02 7.39E-06 1.67E-02 1.36E-06 2.61E-04 2.33E-12 8.27E-03 5.69E-12 7.83E-06 1.27E-01 2.60E-02 2.036E-01
1.830E-03 2.58E-02 7.65E-06 1.66E-02 1.36E-06 2.57E-04 2.43E-12 8.30E-03 5.72E-12 8.44E-06 1.27E-01 2.60E-02 2.037E-01
1.820E-03 2.59E-02 7.78E-06 1.65E-02 1.35E-06 2.56E-04 2.49E-12 8.30E-03 5.73E-12 8.65E-06 1.26E-01 2.60E-02 2.035E-01
1.810E-03 2.60E-02 7.92E-06 1.64E-02 1.35E-06 2.54E-04 2.54E-12 8.28E-03 5.75E-12 8.78E-06 1.26E-01 2.61E-02 2.033E-01
1.800E-03 2.61E-02 8.06E-06 1.63E-02 1.35E-06 2.52E-04 2.60E-12 8.26E-03 5.76E-12 8.84E-06 1.26E-01 2.62E-02 2.031E-01
1.750E-03 2.67E-02 8.82E-06 1.56E-02 1.32E-06 2.45E-04 2.92E-12 8.05E-03 5.79E-12 9.05E-06 1.24E-01 2.65E-02 2.014E-01
1.700E-03 2.70E-02 9.66E-06 1.45E-02 1.26E-06 2.39E-04 3.29E-12 7.66E-03 5.83E-12 1.10E-05 1.22E-01 2.72E-02 1.982E-01
1.670E-03 2.74E-02 1.03E-05 1.36E-02 1.23E-06 2.36E-04 3.53E-12 7.37E-03 5.90E-12 1.30E-05 1.20E-01 2.78E-02 1.966E-01
1.650E-03 2.78E-02 1.07E-05 1.29E-02 1.21E-06 2.35E-04 3.71E-12 7.14E-03 5.97E-12 1.37E-05 1.19E-01 2.83E-02 1.957E-01
1.640E-03 2.79E-02 1.10E-05 1.25E-02 1.20E-06 2.34E-04 3.80E-12 7.03E-03 6.00E-12 1.37E-05 1.19E-01 2.85E-02 1.951E-01
1.630E-03 2.81E-02 1.12E-05 1.21E-02 1.19E-06 2.33E-04 3.90E-12 6.91E-03 6.05E-12 1.34E-05 1.18E-01 2.88E-02 1.945E-01
1.610E-03 2.84E-02 1.16E-05 1.12E-02 1.19E-06 2.32E-04 4.10E-12 6.68E-03 6.20E-12 1.25E-05 1.17E-01 2.95E-02 1.934E-01
1.600E-03 2.85E-02 1.19E-05 1.08E-02 1.19E-06 2.32E-04 4.21E-12 6.56E-03 6.29E-12 1.21E-05 1.17E-01 2.99E-02 1.929E-01
1.590E-03 2.87E-02 1.21E-05 1.04E-02 1.20E-06 2.31E-04 4.32E-12 6.44E-03 6.37E-12 1.19E-05 1.16E-01 3.03E-02 1.925E-01
1.580E-03 2.88E-02 1.23E-05 9.91E-03 1.22E-06 2.31E-04 4.43E-12 6.32E-03 6.49E-12 1.17E-05 1.16E-01 3.07E-02 1.921E-01
1.570E-03 2.89E-02 1.26E-05 9.47E-03 1.24E-06 2.30E-04 4.54E-12 6.21E-03 6.61E-12 1.15E-05 1.16E-01 3.12E-02 1.917E-01
1.560E-03 2.91E-02 1.29E-05 9.05E-03 1.27E-06 2.30E-04 4.66E-12 6.09E-03 6.74E-12 1.12E-05 1.15E-01 3.17E-02 1.915E-01
1.540E-03 2.95E-02 1.34E-05 8.30E-03 1.37E-06 2.30E-04 4.92E-12 5.87E-03 7.06E-12 1.10E-05 1.15E-01 3.28E-02 1.916E-01
1.520E-03 2.97E-02 1.39E-05 7.72E-03 1.50E-06 2.30E-04 5.19E-12 5.65E-03 7.45E-12 1.16E-05 1.14E-01 3.40E-02 1.917E-01
1.510E-03 2.99E-02 1.42E-05 7.50E-03 1.58E-06 2.29E-04 5.33E-12 5.55E-03 7.67E-12 1.20E-05 1.14E-01 3.46E-02 1.919E-01
1.500E-03 2.99E-02 1.44E-05 7.33E-03 1.66E-06 2.30E-04 5.47E-12 5.45E-03 7.91E-12 1.20E-05 1.14E-01 3.54E-02 1.922E-01
1.450E-03 3.04E-02 1.62E-05 6.99E-03 2.16E-06 2.31E-04 6.28E-12 5.02E-03 9.57E-12 1.53E-05 1.14E-01 4.03E-02 1.972E-01
1.440E-03 3.06E-02 1.65E-05 6.99E-03 2.27E-06 2.31E-04 6.46E-12 4.95E-03 9.99E-12 1.69E-05 1.15E-01 4.14E-02 1.987E-01
1.430E-03 3.07E-02 1.69E-05 6.98E-03 2.37E-06 2.32E-04 6.65E-12 4.93E-03 1.05E-11 1.83E-05 1.15E-01 4.27E-02 2.009E-01
1.420E-03 3.08E-02 1.73E-05 6.97E-03 2.49E-06 2.32E-04 6.84E-12 4.91E-03 1.11E-11 1.90E-05 1.16E-01 4.40E-02 2.032E-01
1.400E-03 3.12E-02 1.81E-05 6.98E-03 2.73E-06 2.34E-04 7.25E-12 4.95E-03 1.23E-11 2.07E-05 1.18E-01 4.69E-02 2.087E-01
1.380E-03 3.15E-02 1.90E-05 6.98E-03 2.99E-06 2.35E-04 7.68E-12 5.09E-03 1.38E-11 2.62E-05 1.21E-01 4.98E-02 2.150E-01
1.370E-03 3.16E-02 1.94E-05 6.99E-03 3.13E-06 2.36E-04 7.91E-12 5.22E-03 1.45E-11 3.11E-05 1.23E-01 5.11E-02 2.185E-01
1.360E-03 3.18E-02 1.99E-05 7.00E-03 3.27E-06 2.37E-04 8.15E-12 5.38E-03 1.54E-11 3.60E-05 1.25E-01 5.25E-02 2.223E-01
1.350E-03 3.20E-02 2.04E-05 7.03E-03 3.43E-06 2.38E-04 8.40E-12 5.54E-03 1.62E-11 3.85E-05 1.27E-01 5.38E-02 2.260E-01
1.340E-03 3.23E-02 2.09E-05 7.05E-03 3.60E-06 2.39E-04 8.66E-12 5.73E-03 1.71E-11 4.18E-05 1.29E-01 5.50E-02 2.297E-01
1.330E-03 3.24E-02 2.14E-05 7.09E-03 3.78E-06 2.41E-04 8.92E-12 5.93E-03 1.79E-11 4.84E-05 1.31E-01 5.60E-02 2.332E-01
1.320E-03 3.27E-02 2.20E-05 7.14E-03 3.96E-06 2.42E-04 9.20E-12 6.13E-03 1.88E-11 5.98E-05 1.33E-01 5.71E-02 2.368E-01
1.310E-03 3.28E-02 2.24E-05 7.20E-03 4.16E-06 2.43E-04 9.49E-12 6.35E-03 1.98E-11 7.83E-05 1.35E-01 5.80E-02 2.402E-01
1.290E-03 3.30E-02 2.34E-05 7.37E-03 4.61E-06 2.46E-04 1.01E-11 6.82E-03 2.18E-11 1.61E-04 1.39E-01 6.00E-02 2.469E-01
1.280E-03 3.31E-02 2.40E-05 7.47E-03 4.84E-06 2.48E-04 1.04E-11 7.10E-03 2.29E-11 2.37E-04 1.41E-01 6.09E-02 2.504E-01
1.270E-03 3.32E-02 2.47E-05 7.53E-03 5.10E-06 2.49E-04 1.08E-11 7.39E-03 2.40E-11 2.86E-04 1.44E-01 6.17E-02 2.540E-01
1.260E-03 3.34E-02 2.53E-05 7.63E-03 5.40E-06 2.51E-04 1.11E-11 7.69E-03 2.52E-11 2.47E-04 1.46E-01 6.25E-02 2.573E-01
1.250E-03 3.35E-02 2.59E-05 7.78E-03 5.73E-06 2.53E-04 1.15E-11 8.00E-03 2.63E-11 1.82E-04 1.48E-01 6.31E-02 2.605E-01
1.220E-03 3.41E-02 2.83E-05 8.84E-03 7.09E-06 2.58E-04 1.27E-11 8.98E-03 3.02E-11 1.42E-04 1.54E-01 6.50E-02 2.713E-01
1.210E-03 3.43E-02 2.90E-05 9.65E-03 7.63E-06 2.60E-04 1.31E-11 9.36E-03 3.16E-11 1.64E-04 1.56E-01 6.55E-02 2.751E-01
1.200E-03 3.44E-02 2.97E-05 1.07E-02 8.16E-06 2.62E-04 1.35E-11 9.77E-03 3.31E-11 1.81E-04 1.58E-01 6.59E-02 2.791E-01
1.190E-03 3.47E-02 3.07E-05 1.18E-02 8.63E-06 2.64E-04 1.40E-11 1.02E-02 3.46E-11 1.81E-04 1.60E-01 6.63E-02 2.835E-01
1.180E-03 3.50E-02 3.15E-05 1.29E-02 9.03E-06 2.66E-04 1.45E-11 1.06E-02 3.60E-11 1.80E-04 1.62E-01 6.65E-02 2.872E-01
1.170E-03 3.52E-02 3.23E-05 1.39E-02 9.36E-06 2.68E-04 1.50E-11 1.11E-02 3.76E-11 2.00E-04 1.64E-01 6.66E-02 2.909E-01
1.160E-03 3.54E-02 3.32E-05 1.48E-02 9.64E-06 2.72E-04 1.57E-11 1.15E-02 3.91E-11 2.57E-04 1.65E-01 6.68E-02 2.943E-01
1.150E-03 3.56E-02 3.40E-05 1.56E-02 9.89E-06 3.81E-04 1.55E-11 1.19E-02 4.07E-11 3.75E-04 1.67E-01 6.69E-02 2.975E-01
1.140E-03 3.57E-02 3.49E-05 1.63E-02 1.01E-05 2.83E-04 1.65E-11 1.24E-02 4.25E-11 5.65E-04 1.68E-01 6.70E-02 3.006E-01
1.130E-03 3.58E-02 3.59E-05 1.70E-02 1.03E-05 2.83E-04 1.71E-11 1.29E-02 4.44E-11 6.89E-04 1.70E-01 6.72E-02 3.038E-01
1.120E-03 3.59E-02 3.69E-05 1.75E-02 1.06E-05 2.85E-04 1.78E-11 1.34E-02 4.64E-11 5.55E-04 1.71E-01 6.72E-02 3.065E-01
1.110E-03 3.60E-02 3.79E-05 1.81E-02 1.08E-05 2.87E-04 1.85E-11 1.40E-02 4.84E-11 3.53E-04 1.73E-01 6.72E-02 3.090E-01
1.090E-03 3.63E-02 4.02E-05 1.92E-02 1.13E-05 2.93E-04 1.99E-11 1.52E-02 5.26E-11 1.47E-04 1.76E-01 6.71E-02 3.142E-01
1.050E-03 3.70E-02 4.58E-05 2.11E-02 1.22E-05 3.07E-04 2.31E-11 1.84E-02 6.25E-11 4.87E-05 1.82E-01 6.56E-02 3.243E-01
1.000E-03 3.84E-02 5.41E-05 2.31E-02 1.29E-05 3.27E-04 2.81E-11 2.13E-02 6.69E-11 2.47E-05 1.81E-01 6.07E-02 3.253E-01
9.800E-04 3.91E-02 5.80E-05 2.36E-02 1.29E-05 3.36E-04 3.05E-11 2.23E-02 6.89E-11 2.14E-05 1.81E-01 5.89E-02 3.251E-01
9.600E-04 3.96E-02 6.22E-05 2.35E-02 1.26E-05 3.46E-04 3.31E-11 2.34E-02 6.94E-11 1.99E-05 1.79E-01 5.63E-02 3.225E-01
9.500E-04 4.01E-02 6.44E-05 2.32E-02 1.23E-05 3.51E-04 3.45E-11 2.36E-02 6.79E-11 1.96E-05 1.78E-01 5.44E-02 3.194E-01
9.400E-04 4.03E-02 6.64E-05 2.28E-02 1.21E-05 3.57E-04 3.60E-11 2.35E-02 6.50E-11 1.96E-05 1.75E-01 5.22E-02 3.143E-01
9.200E-04 4.10E-02 7.09E-05 2.16E-02 1.16E-05 3.68E-04 3.93E-11 2.19E-02 5.41E-11 2.10E-05 1.67E-01 4.73E-02 2.993E-01
8.900E-04 4.20E-02 7.93E-05 1.92E-02 1.08E-05 3.87E-04 4.49E-11 1.73E-02 3.47E-11 3.05E-05 1.52E-01 4.14E-02 2.721E-01
8.700E-04 4.23E-02 8.47E-05 1.74E-02 1.06E-05 4.01E-04 4.91E-11 1.44E-02 2.57E-11 6.78E-05 1.42E-01 3.97E-02 2.566E-01
8.600E-04 4.27E-02 8.82E-05 1.65E-02 1.06E-05 4.08E-04 5.15E-11 1.32E-02 2.27E-11 1.02E-04 1.39E-01 3.95E-02 2.512E-01
8.500E-04 4.29E-02 9.13E-05 1.55E-02 1.06E-05 4.16E-04 5.39E-11 1.22E-02 2.02E-11 7.31E-05 1.35E-01 3.93E-02 2.457E-01
8.400E-04 4.33E-02 9.53E-05 1.45E-02 1.06E-05 4.24E-04 5.65E-11 1.11E-02 1.77E-11 5.25E-05 1.32E-01 3.91E-02 2.403E-01
8.200E-04 4.38E-02 1.02E-04 1.21E-02 1.09E-05 4.40E-04 6.22E-11 8.59E-03 1.27E-11 5.34E-05 1.22E-01 3.91E-02 2.263E-01
8.000E-04 4.43E-02 1.10E-04 9.75E-03 1.20E-05 4.58E-04 6.87E-11 5.87E-03 9.81E-12 7.80E-05 1.12E-01 4.17E-02 2.145E-01
7.900E-04 4.48E-02 1.15E-04 8.85E-03 1.29E-05 4.67E-04 7.22E-11 4.94E-03 1.06E-11 9.73E-05 1.09E-01 4.47E-02 2.134E-01
7.800E-04 4.50E-02 1.19E-04 8.12E-03 1.40E-05 4.76E-04 7.60E-11 4.02E-03 1.20E-11 1.16E-04 1.06E-01 4.81E-02 2.122E-01
7.700E-04 4.51E-02 1.24E-04 7.49E-03 1.51E-05 4.86E-04 8.00E-11 3.30E-03 1.42E-11 1.25E-04 1.04E-01 5.21E-02 2.127E-01
7.600E-04 4.52E-02 1.29E-04 6.95E-03 1.64E-05 4.96E-04 8.42E-11 2.81E-03 1.74E-11 1.16E-04 1.03E-01 5.65E-02 2.150E-01
7.500E-04 4.53E-02 1.34E-04 6.47E-03 1.78E-05 5.06E-04 8.88E-11 2.35E-03 2.11E-11 9.61E-05 1.02E-01 6.13E-02 2.179E-01
7.300E-04 4.58E-02 1.47E-04 5.73E-03 2.11E-05 5.28E-04 9.89E-11 1.97E-03 3.01E-11 5.98E-05 1.03E-01 7.08E-02 2.277E-01
7.200E-04 4.60E-02 1.53E-04 5.50E-03 2.29E-05 5.40E-04 1.04E-10 1.91E-03 3.49E-11 4.98E-05 1.03E-01 7.49E-02 2.323E-01
7.100E-04 4.61E-02 1.60E-04 5.35E-03 2.48E-05 5.52E-04 1.10E-10 1.85E-03 4.01E-11 4.88E-05 1.04E-01 7.94E-02 2.375E-01
7.000E-04 4.66E-02 1.68E-04 5.21E-03 2.67E-05 5.65E-04 1.17E-10 1.83E-03 4.54E-11 6.77E-05 1.05E-01 8.33E-02 2.430E-01
6.900E-04 4.68E-02 1.74E-04 5.00E-03 2.87E-05 5.78E-04 1.24E-10 1.82E-03 5.11E-11 3.97E-05 1.06E-01 8.70E-02 2.473E-01
6.800E-04 4.61E-02 1.81E-04 4.74E-03 3.09E-05 5.92E-04 1.31E-10 1.82E-03 5.69E-11 3.08E-05 1.06E-01 9.13E-02 2.505E-01
6.600E-04 4.63E-02 2.04E-04 4.27E-03 3.59E-05 6.21E-04 1.48E-10 1.82E-03 6.99E-11 2.95E-05 1.08E-01 1.00E-01 2.615E-01
6.400E-04 4.77E-02 2.30E-04 3.70E-03 4.18E-05 6.52E-04 1.67E-10 1.82E-03 8.48E-11 4.49E-05 1.11E-01 1.08E-01 2.730E-01
6.300E-04 4.87E-02 2.43E-04 3.45E-03 4.54E-05 6.60E-04 1.78E-10 1.81E-03 9.30E-11 7.03E-05 1.12E-01 1.11E-01 2.784E-01
6.200E-04 4.89E-02 2.54E-04 3.39E-03 4.94E-05 6.88E-04 1.89E-10 1.80E-03 1.02E-10 9.57E-05 1.13E-01 1.15E-01 2.829E-01
6.100E-04 4.94E-02 2.69E-04 3.38E-03 5.32E-05 7.06E-04 2.02E-10 1.79E-03 1.12E-10 6.92E-05 1.14E-01 1.18E-01 2.881E-01
5.900E-04 5.14E-02 3.03E-04 2.77E-03 6.20E-05 7.45E-04 2.31E-10 1.77E-03 1.34E-10 3.09E-05 1.17E-01 1.25E-01 2.989E-01
5.500E-04 4.97E-02 3.64E-04 2.05E-03 8.73E-05 8.36E-04 3.05E-10 1.74E-03 1.92E-10 2.58E-05 1.16E-01 1.43E-01 3.136E-01
