 # Optical depth (Siebenmorgen 2023, A&A 670A,115; SC 2023 doi: 10.48550/arXiv.2311.03310)
 # wel(cm) sa_aC    ss_aC    sa_Si    ss_Si    sa_vgr   ss_vgr   sa_vsi   ss_vsi   s_pahS+B sa_Dark  ss_Dark sigt 
 # ------------------------------------------------------------------------------------------------------------- 
2.750E-02 1.44E-06 3.04E-12 2.22E-04 1.02E-10 4.66E-06 6.51E-17 2.94E-05 1.67E-16 8.83E-09 9.71E-04 1.09E-06 1.229E-03
2.500E-02 1.73E-06 4.47E-12 2.82E-04 1.49E-10 5.57E-06 9.53E-17 3.68E-05 2.44E-16 1.07E-08 1.16E-03 1.60E-06 1.490E-03
2.400E-02 1.90E-06 5.26E-12 3.13E-04 1.76E-10 6.03E-06 1.12E-16 4.02E-05 2.87E-16 1.16E-08 1.25E-03 1.88E-06 1.613E-03
2.000E-02 2.78E-06 1.10E-11 4.87E-04 3.59E-10 8.53E-06 2.33E-16 5.82E-05 5.96E-16 1.67E-08 1.76E-03 3.88E-06 2.322E-03
1.800E-02 3.47E-06 1.69E-11 6.04E-04 5.38E-10 1.05E-05 3.56E-16 7.24E-05 9.08E-16 2.07E-08 2.16E-03 5.91E-06 2.861E-03
1.600E-02 4.60E-06 2.72E-11 7.51E-04 8.45E-10 1.33E-05 5.71E-16 9.23E-05 1.46E-15 2.62E-08 2.73E-03 9.42E-06 3.603E-03
1.500E-02 5.49E-06 3.54E-11 8.43E-04 1.08E-09 1.51E-05 7.40E-16 1.05E-04 1.89E-15 2.98E-08 3.10E-03 1.21E-05 4.084E-03
1.400E-02 6.24E-06 4.67E-11 9.46E-04 1.40E-09 1.75E-05 9.76E-16 1.21E-04 2.49E-15 3.43E-08 3.46E-03 1.59E-05 4.568E-03
1.200E-02 9.53E-06 8.76E-11 1.21E-03 2.52E-09 2.43E-05 1.82E-15 1.66E-04 4.61E-15 4.68E-08 4.68E-03 2.91E-05 6.118E-03
1.000E-02 1.45E-05 1.84E-10 1.59E-03 4.98E-09 3.67E-05 3.80E-15 2.42E-04 9.57E-15 6.76E-08 6.45E-03 5.98E-05 8.398E-03
9.000E-03 1.93E-05 2.83E-10 1.81E-03 7.40E-09 4.72E-05 5.82E-15 3.02E-04 1.46E-14 8.38E-08 7.90E-03 9.02E-05 1.018E-02
8.000E-03 2.56E-05 4.47E-10 2.11E-03 1.17E-08 6.31E-05 9.39E-15 3.87E-04 2.34E-14 1.07E-07 9.46E-03 1.42E-04 1.218E-02
7.500E-03 2.99E-05 5.85E-10 2.33E-03 1.51E-08 7.45E-05 1.22E-14 4.44E-04 3.03E-14 1.22E-07 1.07E-02 1.84E-04 1.381E-02
7.000E-03 3.61E-05 7.66E-10 2.61E-03 1.97E-08 8.94E-05 1.62E-14 5.15E-04 4.00E-14 1.40E-07 1.21E-02 2.39E-04 1.564E-02
6.000E-03 5.18E-05 1.39E-09 3.35E-03 3.60E-08 1.38E-04 3.05E-14 7.16E-04 7.40E-14 1.94E-07 1.59E-02 4.34E-04 2.058E-02
5.000E-03 7.39E-05 2.72E-09 4.76E-03 7.32E-08 2.41E-04 6.48E-14 1.06E-03 1.53E-13 2.85E-07 2.16E-02 8.79E-04 2.857E-02
4.500E-03 9.10E-05 3.95E-09 5.82E-03 1.09E-07 3.41E-04 9.98E-14 1.32E-03 2.31E-13 3.59E-07 2.59E-02 1.31E-03 3.479E-02
4.000E-03 1.08E-04 5.87E-09 7.26E-03 1.64E-07 5.00E-04 1.59E-13 1.68E-03 3.67E-13 4.68E-07 3.14E-02 2.05E-03 4.302E-02
3.500E-03 1.31E-04 9.28E-09 8.96E-03 2.58E-07 6.94E-04 2.54E-13 2.20E-03 6.18E-13 6.42E-07 3.93E-02 3.38E-03 5.469E-02
3.000E-03 1.62E-04 1.53E-08 1.10E-02 4.15E-07 7.33E-04 3.98E-13 3.00E-03 1.13E-12 9.73E-07 5.09E-02 5.86E-03 7.172E-02
2.750E-03 1.77E-04 2.01E-08 1.21E-02 5.35E-07 6.31E-04 5.13E-13 3.61E-03 1.57E-12 1.31E-06 5.83E-02 7.80E-03 8.264E-02
2.500E-03 1.91E-04 2.68E-08 1.32E-02 7.01E-07 4.98E-04 7.05E-13 4.43E-03 2.27E-12 2.15E-06 6.70E-02 1.05E-02 9.577E-02
2.400E-03 1.98E-04 3.06E-08 1.37E-02 7.87E-07 4.46E-04 8.19E-13 4.83E-03 2.63E-12 2.99E-06 7.08E-02 1.17E-02 1.017E-01
2.350E-03 2.02E-04 3.28E-08 1.39E-02 8.35E-07 4.22E-04 8.86E-13 5.05E-03 2.84E-12 3.52E-06 7.29E-02 1.24E-02 1.049E-01
2.320E-03 2.05E-04 3.41E-08 1.41E-02 8.66E-07 4.08E-04 9.31E-13 5.19E-03 2.98E-12 3.79E-06 7.41E-02 1.28E-02 1.068E-01
2.310E-03 2.06E-04 3.45E-08 1.42E-02 8.77E-07 4.03E-04 9.46E-13 5.23E-03 3.02E-12 3.86E-06 7.45E-02 1.30E-02 1.075E-01
2.300E-03 2.06E-04 3.50E-08 1.42E-02 8.87E-07 3.99E-04 9.62E-13 5.28E-03 3.07E-12 3.91E-06 7.49E-02 1.31E-02 1.081E-01
2.250E-03 2.10E-04 3.74E-08 1.45E-02 9.45E-07 3.77E-04 1.05E-12 5.55E-03 3.34E-12 4.07E-06 7.70E-02 1.38E-02 1.116E-01
2.200E-03 2.13E-04 4.00E-08 1.49E-02 1.01E-06 3.57E-04 1.14E-12 5.86E-03 3.61E-12 4.28E-06 7.92E-02 1.46E-02 1.151E-01
2.150E-03 2.17E-04 4.30E-08 1.53E-02 1.07E-06 3.39E-04 1.25E-12 6.15E-03 3.90E-12 4.67E-06 8.12E-02 1.53E-02 1.185E-01
2.120E-03 2.20E-04 4.49E-08 1.55E-02 1.11E-06 3.28E-04 1.33E-12 6.34E-03 4.09E-12 4.87E-06 8.25E-02 1.57E-02 1.207E-01
2.110E-03 2.21E-04 4.55E-08 1.56E-02 1.12E-06 3.25E-04 1.35E-12 6.41E-03 4.16E-12 4.90E-06 8.30E-02 1.58E-02 1.214E-01
2.100E-03 2.22E-04 4.61E-08 1.57E-02 1.13E-06 3.21E-04 1.38E-12 6.48E-03 4.23E-12 4.91E-06 8.34E-02 1.60E-02 1.220E-01
2.080E-03 2.23E-04 4.73E-08 1.58E-02 1.15E-06 3.15E-04 1.43E-12 6.62E-03 4.36E-12 4.87E-06 8.41E-02 1.62E-02 1.233E-01
2.000E-03 2.26E-04 5.34E-08 1.63E-02 1.25E-06 2.92E-04 1.68E-12 7.26E-03 4.95E-12 4.65E-06 8.72E-02 1.74E-02 1.287E-01
1.950E-03 2.30E-04 5.79E-08 1.65E-02 1.29E-06 2.80E-04 1.86E-12 7.68E-03 5.24E-12 5.01E-06 8.88E-02 1.78E-02 1.313E-01
1.900E-03 2.34E-04 6.33E-08 1.66E-02 1.33E-06 2.69E-04 2.07E-12 8.01E-03 5.49E-12 6.04E-06 8.98E-02 1.82E-02 1.331E-01
1.850E-03 2.39E-04 6.92E-08 1.65E-02 1.34E-06 2.59E-04 2.30E-12 8.18E-03 5.63E-12 7.75E-06 9.00E-02 1.84E-02 1.336E-01
1.830E-03 2.42E-04 7.16E-08 1.64E-02 1.34E-06 2.55E-04 2.41E-12 8.21E-03 5.66E-12 8.35E-06 8.99E-02 1.85E-02 1.335E-01
1.820E-03 2.42E-04 7.28E-08 1.63E-02 1.34E-06 2.53E-04 2.46E-12 8.21E-03 5.68E-12 8.56E-06 8.97E-02 1.85E-02 1.333E-01
1.810E-03 2.43E-04 7.41E-08 1.62E-02 1.34E-06 2.52E-04 2.52E-12 8.19E-03 5.69E-12 8.69E-06 8.96E-02 1.85E-02 1.330E-01
1.800E-03 2.44E-04 7.55E-08 1.62E-02 1.34E-06 2.50E-04 2.57E-12 8.17E-03 5.70E-12 8.75E-06 8.94E-02 1.86E-02 1.328E-01
1.750E-03 2.50E-04 8.26E-08 1.55E-02 1.30E-06 2.43E-04 2.89E-12 7.96E-03 5.73E-12 8.95E-06 8.82E-02 1.88E-02 1.309E-01
1.700E-03 2.53E-04 9.04E-08 1.43E-02 1.25E-06 2.37E-04 3.25E-12 7.58E-03 5.77E-12 1.09E-05 8.63E-02 1.93E-02 1.279E-01
1.670E-03 2.57E-04 9.63E-08 1.34E-02 1.21E-06 2.34E-04 3.50E-12 7.29E-03 5.84E-12 1.29E-05 8.53E-02 1.97E-02 1.262E-01
1.650E-03 2.60E-04 1.01E-07 1.27E-02 1.19E-06 2.32E-04 3.67E-12 7.07E-03 5.90E-12 1.36E-05 8.47E-02 2.01E-02 1.250E-01
1.640E-03 2.62E-04 1.02E-07 1.23E-02 1.19E-06 2.32E-04 3.77E-12 6.96E-03 5.94E-12 1.35E-05 8.43E-02 2.02E-02 1.244E-01
1.630E-03 2.63E-04 1.05E-07 1.20E-02 1.18E-06 2.31E-04 3.86E-12 6.84E-03 5.99E-12 1.33E-05 8.39E-02 2.04E-02 1.237E-01
1.610E-03 2.66E-04 1.09E-07 1.11E-02 1.18E-06 2.30E-04 4.06E-12 6.61E-03 6.14E-12 1.24E-05 8.33E-02 2.09E-02 1.224E-01
1.600E-03 2.67E-04 1.11E-07 1.07E-02 1.18E-06 2.29E-04 4.16E-12 6.49E-03 6.22E-12 1.20E-05 8.30E-02 2.12E-02 1.218E-01
1.590E-03 2.68E-04 1.13E-07 1.03E-02 1.19E-06 2.29E-04 4.27E-12 6.37E-03 6.31E-12 1.17E-05 8.26E-02 2.15E-02 1.212E-01
1.580E-03 2.70E-04 1.15E-07 9.81E-03 1.20E-06 2.28E-04 4.38E-12 6.26E-03 6.42E-12 1.15E-05 8.24E-02 2.18E-02 1.207E-01
1.570E-03 2.71E-04 1.18E-07 9.37E-03 1.23E-06 2.28E-04 4.50E-12 6.14E-03 6.55E-12 1.14E-05 8.21E-02 2.21E-02 1.202E-01
1.560E-03 2.72E-04 1.20E-07 8.96E-03 1.26E-06 2.28E-04 4.62E-12 6.03E-03 6.67E-12 1.11E-05 8.19E-02 2.25E-02 1.198E-01
1.540E-03 2.76E-04 1.26E-07 8.22E-03 1.35E-06 2.27E-04 4.87E-12 5.81E-03 6.99E-12 1.09E-05 8.15E-02 2.32E-02 1.193E-01
1.520E-03 2.78E-04 1.30E-07 7.64E-03 1.48E-06 2.27E-04 5.13E-12 5.59E-03 7.38E-12 1.15E-05 8.11E-02 2.41E-02 1.190E-01
1.510E-03 2.79E-04 1.33E-07 7.43E-03 1.56E-06 2.27E-04 5.27E-12 5.49E-03 7.59E-12 1.18E-05 8.09E-02 2.46E-02 1.189E-01
1.500E-03 2.80E-04 1.35E-07 7.25E-03 1.65E-06 2.27E-04 5.42E-12 5.39E-03 7.83E-12 1.19E-05 8.08E-02 2.51E-02 1.190E-01
1.450E-03 2.85E-04 1.51E-07 6.91E-03 2.14E-06 2.29E-04 6.22E-12 4.97E-03 9.47E-12 1.51E-05 8.10E-02 2.86E-02 1.220E-01
1.440E-03 2.86E-04 1.55E-07 6.91E-03 2.24E-06 2.29E-04 6.40E-12 4.90E-03 9.89E-12 1.67E-05 8.13E-02 2.94E-02 1.230E-01
1.430E-03 2.87E-04 1.58E-07 6.91E-03 2.35E-06 2.30E-04 6.58E-12 4.88E-03 1.04E-11 1.81E-05 8.18E-02 3.03E-02 1.244E-01
1.420E-03 2.89E-04 1.62E-07 6.90E-03 2.46E-06 2.30E-04 6.77E-12 4.86E-03 1.10E-11 1.88E-05 8.24E-02 3.12E-02 1.259E-01
1.400E-03 2.92E-04 1.70E-07 6.91E-03 2.70E-06 2.31E-04 7.17E-12 4.90E-03 1.22E-11 2.05E-05 8.40E-02 3.32E-02 1.296E-01
1.380E-03 2.95E-04 1.78E-07 6.91E-03 2.96E-06 2.33E-04 7.60E-12 5.03E-03 1.36E-11 2.59E-05 8.61E-02 3.53E-02 1.339E-01
1.370E-03 2.96E-04 1.82E-07 6.92E-03 3.09E-06 2.34E-04 7.83E-12 5.17E-03 1.44E-11 3.08E-05 8.74E-02 3.63E-02 1.364E-01
1.360E-03 2.98E-04 1.87E-07 6.93E-03 3.24E-06 2.35E-04 8.07E-12 5.33E-03 1.52E-11 3.57E-05 8.89E-02 3.72E-02 1.390E-01
1.350E-03 3.00E-04 1.91E-07 6.96E-03 3.40E-06 2.36E-04 8.31E-12 5.48E-03 1.60E-11 3.81E-05 9.03E-02 3.82E-02 1.415E-01
1.340E-03 3.02E-04 1.96E-07 6.98E-03 3.56E-06 2.37E-04 8.57E-12 5.67E-03 1.69E-11 4.14E-05 9.18E-02 3.90E-02 1.440E-01
1.330E-03 3.04E-04 2.01E-07 7.02E-03 3.74E-06 2.38E-04 8.83E-12 5.87E-03 1.77E-11 4.79E-05 9.32E-02 3.97E-02 1.464E-01
1.320E-03 3.06E-04 2.05E-07 7.07E-03 3.92E-06 2.39E-04 9.11E-12 6.07E-03 1.87E-11 5.91E-05 9.47E-02 4.05E-02 1.489E-01
1.310E-03 3.07E-04 2.10E-07 7.13E-03 4.12E-06 2.41E-04 9.39E-12 6.29E-03 1.96E-11 7.75E-05 9.61E-02 4.12E-02 1.513E-01
1.290E-03 3.09E-04 2.19E-07 7.30E-03 4.56E-06 2.44E-04 1.00E-11 6.75E-03 2.16E-11 1.60E-04 9.88E-02 4.26E-02 1.561E-01
1.280E-03 3.09E-04 2.25E-07 7.40E-03 4.79E-06 2.45E-04 1.03E-11 7.03E-03 2.27E-11 2.34E-04 1.00E-01 4.32E-02 1.587E-01
1.270E-03 3.11E-04 2.31E-07 7.45E-03 5.05E-06 2.47E-04 1.06E-11 7.32E-03 2.38E-11 2.83E-04 1.02E-01 4.38E-02 1.613E-01
1.260E-03 3.12E-04 2.37E-07 7.55E-03 5.35E-06 2.49E-04 1.10E-11 7.61E-03 2.49E-11 2.44E-04 1.03E-01 4.43E-02 1.636E-01
1.250E-03 3.13E-04 2.43E-07 7.70E-03 5.67E-06 2.50E-04 1.14E-11 7.92E-03 2.61E-11 1.80E-04 1.05E-01 4.48E-02 1.659E-01
1.220E-03 3.20E-04 2.65E-07 8.75E-03 7.02E-06 2.56E-04 1.25E-11 8.89E-03 2.99E-11 1.41E-04 1.09E-01 4.61E-02 1.737E-01
1.210E-03 3.21E-04 2.71E-07 9.55E-03 7.55E-06 2.57E-04 1.30E-11 9.26E-03 3.13E-11 1.62E-04 1.11E-01 4.65E-02 1.766E-01
1.200E-03 3.22E-04 2.78E-07 1.05E-02 8.07E-06 2.59E-04 1.34E-11 9.67E-03 3.27E-11 1.79E-04 1.12E-01 4.68E-02 1.797E-01
1.190E-03 3.25E-04 2.87E-07 1.16E-02 8.54E-06 2.61E-04 1.39E-11 1.01E-02 3.43E-11 1.79E-04 1.14E-01 4.71E-02 1.831E-01
1.180E-03 3.27E-04 2.95E-07 1.27E-02 8.94E-06 2.63E-04 1.44E-11 1.05E-02 3.57E-11 1.78E-04 1.15E-01 4.72E-02 1.860E-01
1.170E-03 3.29E-04 3.03E-07 1.38E-02 9.27E-06 2.65E-04 1.49E-11 1.10E-02 3.72E-11 1.98E-04 1.16E-01 4.73E-02 1.889E-01
1.160E-03 3.32E-04 3.11E-07 1.47E-02 9.55E-06 2.69E-04 1.55E-11 1.14E-02 3.87E-11 2.55E-04 1.17E-01 4.74E-02 1.915E-01
1.150E-03 3.33E-04 3.19E-07 1.55E-02 9.79E-06 3.78E-04 1.53E-11 1.18E-02 4.03E-11 3.72E-04 1.18E-01 4.74E-02 1.941E-01
1.140E-03 3.34E-04 3.27E-07 1.62E-02 1.00E-05 2.80E-04 1.63E-11 1.23E-02 4.21E-11 5.59E-04 1.19E-01 4.75E-02 1.965E-01
1.130E-03 3.35E-04 3.36E-07 1.68E-02 1.02E-05 2.80E-04 1.70E-11 1.28E-02 4.40E-11 6.82E-04 1.21E-01 4.77E-02 1.991E-01
1.120E-03 3.36E-04 3.45E-07 1.73E-02 1.05E-05 2.82E-04 1.76E-11 1.33E-02 4.59E-11 5.49E-04 1.22E-01 4.77E-02 2.012E-01
1.110E-03 3.37E-04 3.55E-07 1.79E-02 1.07E-05 2.84E-04 1.83E-11 1.39E-02 4.79E-11 3.49E-04 1.23E-01 4.77E-02 2.032E-01
1.090E-03 3.39E-04 3.77E-07 1.90E-02 1.12E-05 2.90E-04 1.97E-11 1.51E-02 5.21E-11 1.45E-04 1.25E-01 4.76E-02 2.072E-01
1.050E-03 3.47E-04 4.29E-07 2.09E-02 1.21E-05 3.03E-04 2.29E-11 1.82E-02 6.19E-11 4.82E-05 1.29E-01 4.66E-02 2.153E-01
1.000E-03 3.60E-04 5.06E-07 2.29E-02 1.28E-05 3.24E-04 2.78E-11 2.11E-02 6.62E-11 2.44E-05 1.29E-01 4.31E-02 2.164E-01
9.800E-04 3.66E-04 5.43E-07 2.33E-02 1.27E-05 3.33E-04 3.02E-11 2.21E-02 6.82E-11 2.12E-05 1.28E-01 4.18E-02 2.163E-01
9.600E-04 3.71E-04 5.82E-07 2.32E-02 1.24E-05 3.43E-04 3.28E-11 2.31E-02 6.87E-11 1.97E-05 1.27E-01 3.99E-02 2.142E-01
9.500E-04 3.76E-04 6.03E-07 2.29E-02 1.22E-05 3.48E-04 3.42E-11 2.34E-02 6.72E-11 1.94E-05 1.26E-01 3.86E-02 2.117E-01
9.400E-04 3.78E-04 6.22E-07 2.25E-02 1.19E-05 3.53E-04 3.57E-11 2.33E-02 6.44E-11 1.94E-05 1.24E-01 3.70E-02 2.078E-01
9.200E-04 3.83E-04 6.64E-07 2.14E-02 1.14E-05 3.65E-04 3.89E-11 2.17E-02 5.35E-11 2.08E-05 1.19E-01 3.35E-02 1.959E-01
8.900E-04 3.93E-04 7.42E-07 1.90E-02 1.07E-05 3.83E-04 4.44E-11 1.71E-02 3.43E-11 3.02E-05 1.08E-01 2.94E-02 1.740E-01
8.700E-04 3.96E-04 7.93E-07 1.72E-02 1.05E-05 3.97E-04 4.86E-11 1.43E-02 2.55E-11 6.72E-05 1.01E-01 2.81E-02 1.614E-01
8.600E-04 4.00E-04 8.25E-07 1.63E-02 1.05E-05 4.04E-04 5.09E-11 1.31E-02 2.25E-11 1.01E-04 9.84E-02 2.80E-02 1.567E-01
8.500E-04 4.02E-04 8.55E-07 1.54E-02 1.05E-05 4.12E-04 5.34E-11 1.21E-02 2.00E-11 7.23E-05 9.59E-02 2.79E-02 1.522E-01
8.400E-04 4.06E-04 8.92E-07 1.43E-02 1.05E-05 4.20E-04 5.60E-11 1.10E-02 1.75E-11 5.20E-05 9.34E-02 2.77E-02 1.474E-01
8.200E-04 4.10E-04 9.52E-07 1.19E-02 1.08E-05 4.36E-04 6.16E-11 8.50E-03 1.26E-11 5.29E-05 8.66E-02 2.77E-02 1.357E-01
8.000E-04 4.15E-04 1.03E-06 9.65E-03 1.19E-05 4.53E-04 6.80E-11 5.81E-03 9.71E-12 7.72E-05 7.96E-02 2.96E-02 1.256E-01
7.900E-04 4.19E-04 1.08E-06 8.76E-03 1.28E-05 4.62E-04 7.15E-11 4.89E-03 1.05E-11 9.63E-05 7.77E-02 3.17E-02 1.240E-01
7.800E-04 4.21E-04 1.11E-06 8.03E-03 1.38E-05 4.71E-04 7.52E-11 3.98E-03 1.18E-11 1.15E-04 7.54E-02 3.41E-02 1.225E-01
7.700E-04 4.22E-04 1.16E-06 7.41E-03 1.50E-05 4.81E-04 7.92E-11 3.27E-03 1.41E-11 1.24E-04 7.38E-02 3.69E-02 1.224E-01
7.600E-04 4.23E-04 1.20E-06 6.88E-03 1.62E-05 4.91E-04 8.34E-11 2.78E-03 1.72E-11 1.15E-04 7.29E-02 4.01E-02 1.237E-01
7.500E-04 4.24E-04 1.25E-06 6.40E-03 1.76E-05 5.01E-04 8.79E-11 2.33E-03 2.09E-11 9.51E-05 7.22E-02 4.35E-02 1.254E-01
7.300E-04 4.29E-04 1.37E-06 5.67E-03 2.08E-05 5.23E-04 9.79E-11 1.95E-03 2.98E-11 5.92E-05 7.28E-02 5.02E-02 1.317E-01
7.200E-04 4.31E-04 1.43E-06 5.44E-03 2.26E-05 5.35E-04 1.03E-10 1.89E-03 3.45E-11 4.93E-05 7.32E-02 5.31E-02 1.347E-01
7.100E-04 4.31E-04 1.50E-06 5.29E-03 2.45E-05 5.47E-04 1.09E-10 1.83E-03 3.97E-11 4.83E-05 7.38E-02 5.63E-02 1.383E-01
7.000E-04 4.36E-04 1.57E-06 5.15E-03 2.64E-05 5.59E-04 1.16E-10 1.81E-03 4.49E-11 6.70E-05 7.46E-02 5.91E-02 1.418E-01
6.900E-04 4.38E-04 1.63E-06 4.95E-03 2.84E-05 5.72E-04 1.23E-10 1.80E-03 5.06E-11 3.93E-05 7.51E-02 6.17E-02 1.446E-01
6.800E-04 4.31E-04 1.69E-06 4.69E-03 3.06E-05 5.86E-04 1.30E-10 1.80E-03 5.64E-11 3.05E-05 7.50E-02 6.47E-02 1.473E-01
6.600E-04 4.34E-04 1.91E-06 4.22E-03 3.55E-05 6.15E-04 1.46E-10 1.80E-03 6.92E-11 2.92E-05 7.66E-02 7.11E-02 1.548E-01
6.400E-04 4.46E-04 2.15E-06 3.66E-03 4.14E-05 6.45E-04 1.65E-10 1.80E-03 8.39E-11 4.44E-05 7.87E-02 7.66E-02 1.619E-01
6.300E-04 4.55E-04 2.27E-06 3.41E-03 4.50E-05 6.53E-04 1.76E-10 1.79E-03 9.21E-11 6.96E-05 7.98E-02 7.87E-02 1.649E-01
6.200E-04 4.58E-04 2.38E-06 3.36E-03 4.89E-05 6.81E-04 1.87E-10 1.79E-03 1.01E-10 9.47E-05 8.02E-02 8.13E-02 1.679E-01
6.100E-04 4.62E-04 2.52E-06 3.34E-03 5.27E-05 6.99E-04 2.00E-10 1.77E-03 1.10E-10 6.85E-05 8.09E-02 8.39E-02 1.713E-01
5.900E-04 4.81E-04 2.83E-06 2.74E-03 6.13E-05 7.38E-04 2.28E-10 1.75E-03 1.32E-10 3.06E-05 8.30E-02 8.86E-02 1.774E-01
5.500E-04 4.65E-04 3.41E-06 2.03E-03 8.64E-05 8.27E-04 3.01E-10 1.72E-03 1.90E-10 2.56E-05 8.24E-02 1.01E-01 1.888E-01
