 # Optical depth (Siebenmorgen 2023, A&A 670A,115; SC 2023 doi: 10.48550/arXiv.2311.03310)
 # wel(cm) sa_aC    ss_aC    sa_Si    ss_Si    sa_vgr   ss_vgr   sa_vsi   ss_vsi   s_pahS+B sa_Dark  ss_Dark sigt 
 # ------------------------------------------------------------------------------------------------------------- 
5.500E-02 3.59E-05 1.87E-11 8.41E-05 1.52E-11 3.17E-06 1.01E-17 1.75E-05 2.57E-17 5.46E-09 7.65E-04 1.96E-07 9.058E-04
5.000E-02 4.27E-05 2.74E-11 1.04E-04 2.25E-11 3.78E-06 1.48E-17 2.08E-05 3.76E-17 6.61E-09 9.07E-04 2.88E-07 1.079E-03
4.500E-02 5.27E-05 4.18E-11 1.38E-04 3.45E-11 4.61E-06 2.25E-17 2.54E-05 5.74E-17 8.17E-09 1.11E-03 4.38E-07 1.329E-03
4.000E-02 6.77E-05 6.71E-11 1.84E-04 5.58E-11 5.74E-06 3.61E-17 3.22E-05 9.20E-17 1.03E-08 1.39E-03 7.00E-07 1.684E-03
3.500E-02 8.48E-05 1.15E-10 2.80E-04 9.61E-11 7.37E-06 6.15E-17 4.25E-05 1.57E-16 1.35E-08 1.72E-03 1.19E-06 2.136E-03
3.000E-02 1.20E-04 2.13E-10 4.37E-04 1.79E-10 9.81E-06 1.14E-16 5.97E-05 2.92E-16 1.84E-08 2.36E-03 2.20E-06 2.989E-03
2.750E-02 1.43E-04 3.02E-10 5.50E-04 2.53E-10 1.16E-05 1.61E-16 7.29E-05 4.14E-16 2.19E-08 2.76E-03 3.11E-06 3.542E-03
2.500E-02 1.72E-04 4.43E-10 7.00E-04 3.71E-10 1.38E-05 2.36E-16 9.14E-05 6.06E-16 2.65E-08 3.31E-03 4.55E-06 4.288E-03
2.400E-02 1.89E-04 5.22E-10 7.75E-04 4.36E-10 1.49E-05 2.78E-16 9.97E-05 7.13E-16 2.88E-08 3.56E-03 5.34E-06 4.641E-03
2.000E-02 2.76E-04 1.09E-09 1.21E-03 8.90E-10 2.11E-05 5.78E-16 1.44E-04 1.48E-15 4.15E-08 5.01E-03 1.10E-05 6.673E-03
1.800E-02 3.44E-04 1.67E-09 1.50E-03 1.33E-09 2.60E-05 8.82E-16 1.80E-04 2.25E-15 5.12E-08 6.16E-03 1.68E-05 8.223E-03
1.600E-02 4.57E-04 2.70E-09 1.86E-03 2.09E-09 3.29E-05 1.42E-15 2.29E-04 3.61E-15 6.49E-08 7.77E-03 2.68E-05 1.038E-02
1.500E-02 5.45E-04 3.51E-09 2.09E-03 2.68E-09 3.75E-05 1.83E-15 2.60E-04 4.68E-15 7.39E-08 8.83E-03 3.45E-05 1.180E-02
1.400E-02 6.19E-04 4.63E-09 2.35E-03 3.48E-09 4.33E-05 2.42E-15 3.00E-04 6.16E-15 8.50E-08 9.85E-03 4.54E-05 1.320E-02
1.200E-02 9.46E-04 8.69E-09 2.99E-03 6.24E-09 6.02E-05 4.51E-15 4.11E-04 1.14E-14 1.16E-07 1.33E-02 8.28E-05 1.781E-02
1.000E-02 1.43E-03 1.82E-08 3.95E-03 1.24E-08 9.11E-05 9.41E-15 6.00E-04 2.37E-14 1.68E-07 1.84E-02 1.70E-04 2.461E-02
9.000E-03 1.91E-03 2.81E-08 4.50E-03 1.83E-08 1.17E-04 1.44E-14 7.49E-04 3.62E-14 2.08E-07 2.25E-02 2.57E-04 3.002E-02
8.000E-03 2.54E-03 4.43E-08 5.22E-03 2.90E-08 1.57E-04 2.33E-14 9.61E-04 5.81E-14 2.65E-07 2.69E-02 4.03E-04 3.619E-02
7.500E-03 2.96E-03 5.80E-08 5.78E-03 3.74E-08 1.85E-04 3.03E-14 1.10E-03 7.52E-14 3.02E-07 3.06E-02 5.22E-04 4.113E-02
7.000E-03 3.58E-03 7.60E-08 6.48E-03 4.89E-08 2.22E-04 4.02E-14 1.28E-03 9.91E-14 3.48E-07 3.45E-02 6.80E-04 4.679E-02
6.000E-03 5.14E-03 1.38E-07 8.31E-03 8.92E-08 3.41E-04 7.57E-14 1.78E-03 1.84E-13 4.80E-07 4.52E-02 1.24E-03 6.200E-02
5.000E-03 7.33E-03 2.70E-07 1.18E-02 1.82E-07 5.98E-04 1.61E-13 2.62E-03 3.79E-13 7.07E-07 6.13E-02 2.50E-03 8.620E-02
4.500E-03 9.03E-03 3.92E-07 1.44E-02 2.71E-07 8.47E-04 2.48E-13 3.27E-03 5.74E-13 8.90E-07 7.37E-02 3.73E-03 1.050E-01
4.000E-03 1.07E-02 5.82E-07 1.80E-02 4.06E-07 1.24E-03 3.94E-13 4.18E-03 9.10E-13 1.16E-06 8.94E-02 5.82E-03 1.294E-01
3.500E-03 1.30E-02 9.21E-07 2.22E-02 6.41E-07 1.72E-03 6.31E-13 5.45E-03 1.53E-12 1.59E-06 1.12E-01 9.61E-03 1.639E-01
3.000E-03 1.60E-02 1.52E-06 2.74E-02 1.03E-06 1.82E-03 9.87E-13 7.45E-03 2.80E-12 2.41E-06 1.45E-01 1.67E-02 2.142E-01
2.750E-03 1.76E-02 2.00E-06 3.00E-02 1.33E-06 1.57E-03 1.27E-12 8.94E-03 3.90E-12 3.24E-06 1.66E-01 2.22E-02 2.462E-01
2.500E-03 1.90E-02 2.66E-06 3.28E-02 1.74E-06 1.23E-03 1.75E-12 1.10E-02 5.62E-12 5.33E-06 1.91E-01 2.98E-02 2.843E-01
2.400E-03 1.97E-02 3.04E-06 3.39E-02 1.95E-06 1.11E-03 2.03E-12 1.20E-02 6.52E-12 7.41E-06 2.01E-01 3.34E-02 3.015E-01
2.350E-03 2.01E-02 3.25E-06 3.46E-02 2.07E-06 1.05E-03 2.20E-12 1.25E-02 7.05E-12 8.74E-06 2.07E-01 3.53E-02 3.110E-01
2.320E-03 2.03E-02 3.38E-06 3.50E-02 2.15E-06 1.01E-03 2.31E-12 1.29E-02 7.38E-12 9.39E-06 2.11E-01 3.65E-02 3.165E-01
2.310E-03 2.04E-02 3.43E-06 3.52E-02 2.17E-06 1.00E-03 2.35E-12 1.30E-02 7.50E-12 9.56E-06 2.12E-01 3.69E-02 3.183E-01
2.300E-03 2.05E-02 3.47E-06 3.53E-02 2.20E-06 9.89E-04 2.39E-12 1.31E-02 7.61E-12 9.70E-06 2.13E-01 3.73E-02 3.202E-01
2.250E-03 2.08E-02 3.71E-06 3.61E-02 2.34E-06 9.36E-04 2.60E-12 1.38E-02 8.27E-12 1.01E-05 2.19E-01 3.94E-02 3.302E-01
2.200E-03 2.12E-02 3.97E-06 3.69E-02 2.50E-06 8.86E-04 2.84E-12 1.45E-02 8.95E-12 1.06E-05 2.25E-01 4.14E-02 3.402E-01
2.150E-03 2.16E-02 4.27E-06 3.79E-02 2.65E-06 8.40E-04 3.11E-12 1.52E-02 9.67E-12 1.16E-05 2.31E-01 4.35E-02 3.503E-01
2.120E-03 2.19E-02 4.46E-06 3.85E-02 2.74E-06 8.14E-04 3.29E-12 1.57E-02 1.01E-11 1.21E-05 2.35E-01 4.47E-02 3.565E-01
2.110E-03 2.19E-02 4.52E-06 3.87E-02 2.77E-06 8.06E-04 3.35E-12 1.59E-02 1.03E-11 1.21E-05 2.36E-01 4.51E-02 3.585E-01
2.100E-03 2.20E-02 4.58E-06 3.89E-02 2.80E-06 7.97E-04 3.42E-12 1.61E-02 1.05E-11 1.22E-05 2.37E-01 4.55E-02 3.604E-01
2.080E-03 2.21E-02 4.69E-06 3.91E-02 2.86E-06 7.82E-04 3.55E-12 1.64E-02 1.08E-11 1.21E-05 2.39E-01 4.62E-02 3.639E-01
2.000E-03 2.24E-02 5.30E-06 4.04E-02 3.09E-06 7.25E-04 4.16E-12 1.80E-02 1.23E-11 1.15E-05 2.48E-01 4.95E-02 3.793E-01
1.950E-03 2.28E-02 5.75E-06 4.09E-02 3.20E-06 6.94E-04 4.61E-12 1.91E-02 1.30E-11 1.24E-05 2.53E-01 5.07E-02 3.868E-01
1.900E-03 2.32E-02 6.28E-06 4.11E-02 3.29E-06 6.66E-04 5.12E-12 1.99E-02 1.36E-11 1.50E-05 2.56E-01 5.17E-02 3.922E-01
1.850E-03 2.37E-02 6.86E-06 4.09E-02 3.33E-06 6.41E-04 5.71E-12 2.03E-02 1.40E-11 1.92E-05 2.56E-01 5.24E-02 3.941E-01
1.830E-03 2.40E-02 7.10E-06 4.06E-02 3.33E-06 6.32E-04 5.97E-12 2.04E-02 1.40E-11 2.07E-05 2.56E-01 5.25E-02 3.939E-01
1.820E-03 2.40E-02 7.22E-06 4.05E-02 3.33E-06 6.28E-04 6.10E-12 2.04E-02 1.41E-11 2.12E-05 2.55E-01 5.26E-02 3.935E-01
1.810E-03 2.41E-02 7.35E-06 4.03E-02 3.32E-06 6.24E-04 6.24E-12 2.03E-02 1.41E-11 2.16E-05 2.55E-01 5.27E-02 3.929E-01
1.800E-03 2.42E-02 7.49E-06 4.01E-02 3.31E-06 6.20E-04 6.39E-12 2.03E-02 1.41E-11 2.17E-05 2.54E-01 5.29E-02 3.924E-01
1.750E-03 2.48E-02 8.19E-06 3.83E-02 3.23E-06 6.02E-04 7.17E-12 1.98E-02 1.42E-11 2.22E-05 2.51E-01 5.36E-02 3.879E-01
1.700E-03 2.51E-02 8.97E-06 3.55E-02 3.10E-06 5.87E-04 8.07E-12 1.88E-02 1.43E-11 2.71E-05 2.45E-01 5.48E-02 3.803E-01
1.670E-03 2.55E-02 9.55E-06 3.33E-02 3.01E-06 5.80E-04 8.67E-12 1.81E-02 1.45E-11 3.19E-05 2.43E-01 5.61E-02 3.763E-01
1.650E-03 2.58E-02 9.97E-06 3.16E-02 2.96E-06 5.76E-04 9.11E-12 1.75E-02 1.46E-11 3.36E-05 2.41E-01 5.71E-02 3.735E-01
1.640E-03 2.59E-02 1.02E-05 3.06E-02 2.94E-06 5.75E-04 9.34E-12 1.73E-02 1.47E-11 3.36E-05 2.40E-01 5.76E-02 3.719E-01
1.630E-03 2.61E-02 1.04E-05 2.97E-02 2.93E-06 5.73E-04 9.58E-12 1.70E-02 1.48E-11 3.29E-05 2.39E-01 5.81E-02 3.703E-01
1.610E-03 2.63E-02 1.08E-05 2.76E-02 2.92E-06 5.70E-04 1.01E-11 1.64E-02 1.52E-11 3.08E-05 2.37E-01 5.95E-02 3.674E-01
1.600E-03 2.65E-02 1.10E-05 2.65E-02 2.93E-06 5.69E-04 1.03E-11 1.61E-02 1.54E-11 2.98E-05 2.36E-01 6.03E-02 3.660E-01
1.590E-03 2.66E-02 1.12E-05 2.54E-02 2.95E-06 5.68E-04 1.06E-11 1.58E-02 1.56E-11 2.91E-05 2.35E-01 6.11E-02 3.647E-01
1.580E-03 2.68E-02 1.15E-05 2.43E-02 2.99E-06 5.67E-04 1.09E-11 1.55E-02 1.59E-11 2.86E-05 2.34E-01 6.20E-02 3.636E-01
1.570E-03 2.68E-02 1.17E-05 2.32E-02 3.04E-06 5.66E-04 1.12E-11 1.52E-02 1.62E-11 2.82E-05 2.33E-01 6.29E-02 3.623E-01
1.560E-03 2.70E-02 1.19E-05 2.22E-02 3.13E-06 5.65E-04 1.15E-11 1.50E-02 1.66E-11 2.76E-05 2.33E-01 6.40E-02 3.616E-01
1.540E-03 2.74E-02 1.25E-05 2.04E-02 3.35E-06 5.64E-04 1.21E-11 1.44E-02 1.73E-11 2.70E-05 2.32E-01 6.61E-02 3.608E-01
1.520E-03 2.76E-02 1.29E-05 1.89E-02 3.68E-06 5.63E-04 1.27E-11 1.39E-02 1.83E-11 2.84E-05 2.31E-01 6.86E-02 3.604E-01
1.510E-03 2.77E-02 1.32E-05 1.84E-02 3.87E-06 5.63E-04 1.31E-11 1.36E-02 1.88E-11 2.94E-05 2.30E-01 6.99E-02 3.605E-01
1.500E-03 2.78E-02 1.34E-05 1.80E-02 4.08E-06 5.63E-04 1.34E-11 1.34E-02 1.94E-11 2.96E-05 2.30E-01 7.14E-02 3.610E-01
1.450E-03 2.82E-02 1.50E-05 1.72E-02 5.30E-06 5.67E-04 1.54E-11 1.23E-02 2.35E-11 3.75E-05 2.31E-01 8.13E-02 3.702E-01
1.440E-03 2.84E-02 1.53E-05 1.71E-02 5.56E-06 5.68E-04 1.59E-11 1.22E-02 2.45E-11 4.14E-05 2.31E-01 8.35E-02 3.731E-01
1.430E-03 2.85E-02 1.57E-05 1.71E-02 5.83E-06 5.69E-04 1.63E-11 1.21E-02 2.58E-11 4.48E-05 2.33E-01 8.62E-02 3.774E-01
1.420E-03 2.86E-02 1.60E-05 1.71E-02 6.11E-06 5.71E-04 1.68E-11 1.20E-02 2.72E-11 4.66E-05 2.34E-01 8.89E-02 3.817E-01
1.400E-03 2.89E-02 1.68E-05 1.71E-02 6.69E-06 5.74E-04 1.78E-11 1.22E-02 3.02E-11 5.08E-05 2.39E-01 9.46E-02 3.925E-01
1.380E-03 2.92E-02 1.76E-05 1.71E-02 7.33E-06 5.78E-04 1.89E-11 1.25E-02 3.38E-11 6.42E-05 2.45E-01 1.00E-01 4.050E-01
1.370E-03 2.94E-02 1.80E-05 1.72E-02 7.68E-06 5.80E-04 1.94E-11 1.28E-02 3.57E-11 7.64E-05 2.49E-01 1.03E-01 4.121E-01
1.360E-03 2.95E-02 1.85E-05 1.72E-02 8.04E-06 5.83E-04 2.00E-11 1.32E-02 3.77E-11 8.85E-05 2.53E-01 1.06E-01 4.195E-01
1.350E-03 2.97E-02 1.90E-05 1.73E-02 8.43E-06 5.85E-04 2.06E-11 1.36E-02 3.98E-11 9.46E-05 2.57E-01 1.09E-01 4.269E-01
1.340E-03 2.99E-02 1.94E-05 1.73E-02 8.83E-06 5.88E-04 2.13E-11 1.41E-02 4.19E-11 1.03E-04 2.61E-01 1.11E-01 4.341E-01
1.330E-03 3.01E-02 1.99E-05 1.74E-02 9.27E-06 5.91E-04 2.19E-11 1.46E-02 4.40E-11 1.19E-04 2.65E-01 1.13E-01 4.411E-01
1.320E-03 3.03E-02 2.04E-05 1.75E-02 9.73E-06 5.94E-04 2.26E-11 1.50E-02 4.63E-11 1.47E-04 2.69E-01 1.15E-01 4.483E-01
1.310E-03 3.05E-02 2.08E-05 1.77E-02 1.02E-05 5.97E-04 2.33E-11 1.56E-02 4.86E-11 1.92E-04 2.73E-01 1.17E-01 4.551E-01
1.290E-03 3.06E-02 2.17E-05 1.81E-02 1.13E-05 6.04E-04 2.48E-11 1.67E-02 5.36E-11 3.96E-04 2.81E-01 1.21E-01 4.688E-01
1.280E-03 3.07E-02 2.23E-05 1.83E-02 1.19E-05 6.08E-04 2.56E-11 1.74E-02 5.62E-11 5.81E-04 2.85E-01 1.23E-01 4.760E-01
1.270E-03 3.08E-02 2.29E-05 1.85E-02 1.25E-05 6.12E-04 2.64E-11 1.81E-02 5.90E-11 7.03E-04 2.90E-01 1.25E-01 4.833E-01
1.260E-03 3.10E-02 2.35E-05 1.87E-02 1.33E-05 6.16E-04 2.73E-11 1.89E-02 6.18E-11 6.06E-04 2.94E-01 1.26E-01 4.900E-01
1.250E-03 3.11E-02 2.41E-05 1.91E-02 1.41E-05 6.21E-04 2.82E-11 1.97E-02 6.46E-11 4.47E-04 2.98E-01 1.27E-01 4.963E-01
1.220E-03 3.17E-02 2.63E-05 2.17E-02 1.74E-05 6.34E-04 3.11E-11 2.20E-02 7.41E-11 3.49E-04 3.11E-01 1.31E-01 5.183E-01
1.210E-03 3.19E-02 2.69E-05 2.37E-02 1.87E-05 6.38E-04 3.21E-11 2.30E-02 7.75E-11 4.02E-04 3.15E-01 1.32E-01 5.263E-01
1.200E-03 3.19E-02 2.76E-05 2.62E-02 2.00E-05 6.43E-04 3.32E-11 2.40E-02 8.12E-11 4.44E-04 3.19E-01 1.33E-01 5.349E-01
1.190E-03 3.22E-02 2.85E-05 2.89E-02 2.12E-05 6.48E-04 3.44E-11 2.50E-02 8.50E-11 4.44E-04 3.23E-01 1.34E-01 5.441E-01
1.180E-03 3.25E-02 2.92E-05 3.16E-02 2.22E-05 6.53E-04 3.56E-11 2.61E-02 8.85E-11 4.41E-04 3.27E-01 1.34E-01 5.521E-01
1.170E-03 3.27E-02 3.00E-05 3.41E-02 2.30E-05 6.58E-04 3.69E-11 2.72E-02 9.23E-11 4.90E-04 3.30E-01 1.34E-01 5.599E-01
1.160E-03 3.29E-02 3.09E-05 3.64E-02 2.37E-05 6.67E-04 3.84E-11 2.82E-02 9.60E-11 6.32E-04 3.33E-01 1.35E-01 5.671E-01
1.150E-03 3.30E-02 3.16E-05 3.83E-02 2.43E-05 9.37E-04 3.80E-11 2.93E-02 1.00E-10 9.22E-04 3.36E-01 1.35E-01 5.741E-01
1.140E-03 3.31E-02 3.24E-05 4.01E-02 2.48E-05 6.95E-04 4.05E-11 3.05E-02 1.04E-10 1.39E-03 3.40E-01 1.35E-01 5.807E-01
1.130E-03 3.32E-02 3.33E-05 4.16E-02 2.54E-05 6.94E-04 4.21E-11 3.17E-02 1.09E-10 1.69E-03 3.43E-01 1.36E-01 5.876E-01
1.120E-03 3.33E-02 3.42E-05 4.30E-02 2.60E-05 6.99E-04 4.37E-11 3.30E-02 1.14E-10 1.36E-03 3.46E-01 1.36E-01 5.933E-01
1.110E-03 3.34E-02 3.52E-05 4.44E-02 2.66E-05 7.05E-04 4.53E-11 3.44E-02 1.19E-10 8.66E-04 3.49E-01 1.36E-01 5.988E-01
1.090E-03 3.37E-02 3.74E-05 4.71E-02 2.78E-05 7.19E-04 4.88E-11 3.74E-02 1.29E-10 3.60E-04 3.55E-01 1.35E-01 6.097E-01
1.050E-03 3.44E-02 4.26E-05 5.19E-02 2.99E-05 7.53E-04 5.67E-11 4.52E-02 1.53E-10 1.20E-04 3.67E-01 1.32E-01 6.317E-01
1.000E-03 3.57E-02 5.02E-05 5.68E-02 3.17E-05 8.03E-04 6.90E-11 5.22E-02 1.64E-10 6.05E-05 3.66E-01 1.23E-01 6.341E-01
9.800E-04 3.63E-02 5.38E-05 5.78E-02 3.16E-05 8.25E-04 7.49E-11 5.48E-02 1.69E-10 5.27E-05 3.65E-01 1.19E-01 6.338E-01
9.600E-04 3.68E-02 5.78E-05 5.76E-02 3.08E-05 8.50E-04 8.13E-11 5.73E-02 1.70E-10 4.88E-05 3.62E-01 1.14E-01 6.283E-01
9.500E-04 3.73E-02 5.98E-05 5.69E-02 3.02E-05 8.62E-04 8.48E-11 5.79E-02 1.67E-10 4.81E-05 3.59E-01 1.10E-01 6.216E-01
9.400E-04 3.75E-02 6.17E-05 5.59E-02 2.96E-05 8.76E-04 8.85E-11 5.78E-02 1.60E-10 4.82E-05 3.53E-01 1.05E-01 6.108E-01
9.200E-04 3.80E-02 6.59E-05 5.31E-02 2.84E-05 9.04E-04 9.65E-11 5.38E-02 1.33E-10 5.15E-05 3.37E-01 9.54E-02 5.786E-01
8.900E-04 3.90E-02 7.36E-05 4.71E-02 2.66E-05 9.51E-04 1.10E-10 4.25E-02 8.51E-11 7.48E-05 3.06E-01 8.36E-02 5.196E-01
8.700E-04 3.92E-02 7.87E-05 4.26E-02 2.61E-05 9.85E-04 1.21E-10 3.54E-02 6.32E-11 1.67E-04 2.87E-01 8.00E-02 4.859E-01
8.600E-04 3.96E-02 8.19E-05 4.04E-02 2.61E-05 1.00E-03 1.26E-10 3.25E-02 5.57E-11 2.51E-04 2.80E-01 7.96E-02 4.736E-01
8.500E-04 3.98E-02 8.48E-05 3.81E-02 2.60E-05 1.02E-03 1.32E-10 3.00E-02 4.97E-11 1.79E-04 2.73E-01 7.93E-02 4.615E-01
8.400E-04 4.02E-02 8.85E-05 3.56E-02 2.60E-05 1.04E-03 1.39E-10 2.73E-02 4.35E-11 1.29E-04 2.66E-01 7.89E-02 4.490E-01
8.200E-04 4.06E-02 9.44E-05 2.96E-02 2.67E-05 1.08E-03 1.53E-10 2.11E-02 3.12E-11 1.31E-04 2.46E-01 7.89E-02 4.181E-01
8.000E-04 4.12E-02 1.02E-04 2.39E-02 2.95E-05 1.12E-03 1.69E-10 1.44E-02 2.41E-11 1.92E-04 2.26E-01 8.42E-02 3.916E-01
7.900E-04 4.16E-02 1.07E-04 2.17E-02 3.17E-05 1.15E-03 1.77E-10 1.21E-02 2.59E-11 2.39E-04 2.21E-01 9.03E-02 3.882E-01
7.800E-04 4.18E-02 1.10E-04 1.99E-02 3.43E-05 1.17E-03 1.87E-10 9.86E-03 2.93E-11 2.86E-04 2.15E-01 9.70E-02 3.847E-01
7.700E-04 4.19E-02 1.15E-04 1.84E-02 3.71E-05 1.19E-03 1.96E-10 8.11E-03 3.50E-11 3.07E-04 2.10E-01 1.05E-01 3.850E-01
7.600E-04 4.20E-02 1.19E-04 1.71E-02 4.03E-05 1.22E-03 2.07E-10 6.89E-03 4.26E-11 2.85E-04 2.07E-01 1.14E-01 3.890E-01
7.500E-04 4.21E-02 1.24E-04 1.59E-02 4.37E-05 1.24E-03 2.18E-10 5.78E-03 5.19E-11 2.36E-04 2.05E-01 1.24E-01 3.944E-01
7.300E-04 4.26E-02 1.36E-04 1.41E-02 5.17E-05 1.30E-03 2.43E-10 4.85E-03 7.40E-11 1.47E-04 2.07E-01 1.43E-01 4.132E-01
7.200E-04 4.27E-02 1.42E-04 1.35E-02 5.62E-05 1.33E-03 2.57E-10 4.69E-03 8.56E-11 1.22E-04 2.08E-01 1.51E-01 4.221E-01
7.100E-04 4.28E-02 1.48E-04 1.31E-02 6.08E-05 1.36E-03 2.71E-10 4.55E-03 9.84E-11 1.20E-04 2.10E-01 1.60E-01 4.323E-01
7.000E-04 4.32E-02 1.56E-04 1.28E-02 6.55E-05 1.39E-03 2.87E-10 4.50E-03 1.11E-10 1.66E-04 2.12E-01 1.68E-01 4.429E-01
6.900E-04 4.34E-02 1.62E-04 1.23E-02 7.05E-05 1.42E-03 3.04E-10 4.47E-03 1.26E-10 9.76E-05 2.14E-01 1.76E-01 4.512E-01
6.800E-04 4.28E-02 1.68E-04 1.16E-02 7.58E-05 1.45E-03 3.22E-10 4.48E-03 1.40E-10 7.57E-05 2.13E-01 1.84E-01 4.583E-01
6.600E-04 4.30E-02 1.89E-04 1.05E-02 8.81E-05 1.53E-03 3.63E-10 4.48E-03 1.72E-10 7.24E-05 2.18E-01 2.02E-01 4.800E-01
6.400E-04 4.42E-02 2.14E-04 9.08E-03 1.03E-04 1.60E-03 4.10E-10 4.46E-03 2.08E-10 1.10E-04 2.24E-01 2.18E-01 5.016E-01
6.300E-04 4.52E-02 2.25E-04 8.47E-03 1.12E-04 1.62E-03 4.37E-10 4.45E-03 2.28E-10 1.73E-04 2.27E-01 2.24E-01 5.112E-01
6.200E-04 4.54E-02 2.36E-04 8.33E-03 1.21E-04 1.69E-03 4.65E-10 4.43E-03 2.50E-10 2.35E-04 2.28E-01 2.31E-01 5.200E-01
6.100E-04 4.59E-02 2.50E-04 8.29E-03 1.31E-04 1.73E-03 4.96E-10 4.40E-03 2.74E-10 1.70E-04 2.30E-01 2.39E-01 5.299E-01
5.900E-04 4.77E-02 2.81E-04 6.81E-03 1.52E-04 1.83E-03 5.66E-10 4.34E-03 3.28E-10 7.58E-05 2.36E-01 2.52E-01 5.493E-01
5.500E-04 4.61E-02 3.38E-04 5.04E-03 2.14E-04 2.05E-03 7.48E-10 4.27E-03 4.70E-10 6.34E-05 2.34E-01 2.88E-01 5.805E-01
