 # Polarisation optical depth (Siebenmorgen 2023, A&A 670A,115; SC 2023 doi: 10.48550/arXiv.2311.03310)
 # wel         sigp_aC     sigp_Si      sigp_dark    sigt
 #----------------------------------------------------------------------------------------
   1.000E+00   6.947E-05   2.804E-04   0.000E+00   4.639E-06
   9.000E-01   8.137E-05   3.310E-04   0.000E+00   5.412E-06
   8.000E-01   9.720E-05   3.987E-04   0.000E+00   6.436E-06
   7.000E-01   1.190E-04   4.926E-04   0.000E+00   7.831E-06
   6.000E-01   1.506E-04   6.295E-04   0.000E+00   9.839E-06
   5.500E-01   1.722E-04   7.231E-04   0.000E+00   1.120E-05
   5.000E-01   1.995E-04   8.422E-04   0.000E+00   1.291E-05
   4.500E-01   2.350E-04   9.970E-04   0.000E+00   1.512E-05
   4.000E-01   2.824E-04   1.205E-03   0.000E+00   1.804E-05
   3.500E-01   3.484E-04   1.494E-03   0.000E+00   2.209E-05
   3.000E-01   4.450E-04   1.916E-03   0.000E+00   2.790E-05
   2.500E-01   5.959E-04   2.574E-03   0.000E+00   3.689E-05
   2.098E-01   7.917E-04   3.423E-03   0.000E+00   4.836E-05
   1.500E-01   1.376E-03   5.923E-03   0.000E+00   8.173E-05
   1.382E-01   1.579E-03   6.772E-03   0.000E+00   9.309E-05
   1.320E-01   1.705E-03   7.302E-03   0.000E+00   1.001E-04
   1.150E-01   2.154E-03   9.164E-03   0.000E+00   1.248E-04
   1.000E-01   2.739E-03   1.152E-02   0.000E+00   1.564E-04
   9.970E-02   2.754E-03   1.158E-02   0.000E+00   1.572E-04
   8.670E-02   3.467E-03   1.461E-02   0.000E+00   1.960E-04
   8.500E-02   3.592E-03   1.510E-02   0.000E+00   2.027E-04
   7.500E-02   4.557E-03   1.858E-02   0.000E+00   2.528E-04
   6.000E-02   6.703E-03   2.688E-02   0.000E+00   3.608E-04
   5.500E-02   7.766E-03   3.016E-02   0.000E+00   4.155E-04
   5.000E-02   9.245E-03   3.749E-02   0.000E+00   4.950E-04
   4.500E-02   1.139E-02   4.981E-02   0.000E+00   6.103E-04
   4.000E-02   1.464E-02   6.681E-02   0.000E+00   7.735E-04
   3.500E-02   1.836E-02   1.020E-01   0.000E+00   9.836E-04
   3.000E-02   2.593E-02   1.593E-01   0.000E+00   1.378E-03
   2.750E-02   3.096E-02   2.004E-01   0.000E+00   1.634E-03
   2.500E-02   3.730E-02   2.549E-01   0.000E+00   1.981E-03
   2.400E-02   4.097E-02   2.820E-01   0.000E+00   2.144E-03
   2.000E-02   6.004E-02   4.346E-01   0.000E+00   3.085E-03
   1.800E-02   7.493E-02   5.345E-01   0.000E+00   3.801E-03
   1.600E-02   9.979E-02   6.572E-01   0.000E+00   4.791E-03
   1.500E-02   1.191E-01   7.319E-01   0.000E+00   5.435E-03
   1.400E-02   1.355E-01   8.151E-01   0.000E+00   6.081E-03
   1.200E-02   2.077E-01   1.019E+00   0.000E+00   8.163E-03
   1.000E-02   3.161E-01   1.311E+00   0.000E+00   1.123E-02
   9.000E-03   4.220E-01   1.474E+00   0.000E+00   1.364E-02
   8.000E-03   5.567E-01   1.696E+00   0.000E+00   1.636E-02
   7.500E-03   6.525E-01   1.870E+00   0.000E+00   1.857E-02
   7.000E-03   7.854E-01   2.085E+00   0.000E+00   2.105E-02
   6.000E-03   1.115E+00   2.638E+00   0.000E+00   2.777E-02
   5.000E-03   1.549E+00   3.659E+00   0.000E+00   3.858E-02
